name,expansion,finish,rarity,Prev Price ($),Curr Price ($),change ($),change (%),art_link
Maiden Mother Crone Foil,Gothic,Foil,Unique,273.05,300.17,27.120000000000005,9.93224684123787,https://www.tcgplayer.com/product/667419/sorcery-contested-realm-gothic-maiden-mother-crone-foil
Shield Maidens Foil,Alpha,Foil,Exceptional,18.51,30.54,12.029999999999998,64.99189627228523,https://www.tcgplayer.com/product/522234/sorcery-contested-realm-alpha-shield-maidens-foil
Poison Nova Foil,Alpha,Foil,Exceptional,61.21,70.66,9.449999999999996,15.438653814736147,https://www.tcgplayer.com/product/522296/sorcery-contested-realm-alpha-poison-nova-foil
Gnome Hollows Foil,Alpha,Foil,Exceptional,24.89,29.08,4.189999999999998,16.834069907593403,https://www.tcgplayer.com/product/522067/sorcery-contested-realm-alpha-gnome-hollows-foil
Sorcery Contested Realm Pledge Pack,Alpha,Standard,,184.85,187.2,2.3499999999999943,1.271301054909383,https://www.tcgplayer.com/product/522617/sorcery-contested-realm-alpha-sorcery-contested-realm-pledge-pack
Fenvale Muse Foil,Alpha,Foil,Ordinary,26.92,24.61,-2.3100000000000023,-8.580980683506695,https://www.tcgplayer.com/product/522117/sorcery-contested-realm-alpha-fenvale-muse-foil
Archimago Foil,Arthurian Legends,Foil,Elite,41.19,42.78,1.5900000000000034,3.8601602330662863,https://www.tcgplayer.com/product/585138/sorcery-contested-realm-arthurian-legends-archimago-foil
Wills o the Wisp Foil,Alpha,Foil,Exceptional,23.69,25.28,1.5899999999999999,6.7116926973406486,https://www.tcgplayer.com/product/522587/sorcery-contested-realm-alpha-wills-o-the-wisp-foil
Marine Voyage Foil,Alpha,Foil,Exceptional,22.95,21.45,-1.5,-6.535947712418301,https://www.tcgplayer.com/product/522008/sorcery-contested-realm-alpha-marine-voyage-foil
Cerberus in Chains Foil,Beta,Foil,Unique,34.43,35.89,1.4600000000000009,4.240487946558236,https://www.tcgplayer.com/product/522935/sorcery-contested-realm-beta-cerberus-in-chains-foil
Avatar of Water Preconstructed Deck,Alpha,Standard,Elite,157.04,155.62,-1.4199999999999875,-0.904228222109009,https://www.tcgplayer.com/product/521532/sorcery-contested-realm-alpha-avatar-of-water-preconstructed-deck
Returned King,Gothic,Standard,Unique,62.2,63.56,1.3599999999999994,2.1864951768488736,https://www.tcgplayer.com/product/667571/sorcery-contested-realm-gothic-returned-king
Captain Baldassare,Alpha,Standard,Unique,14.89,16.21,1.3200000000000003,8.865010073875085,https://www.tcgplayer.com/product/521823/sorcery-contested-realm-alpha-captain-baldassare
Moonsong Talagelum,Dragonlord,Standard,Unique,35.67,34.39,-1.2800000000000011,-3.5884496776002273,https://www.tcgplayer.com/product/647350/sorcery-contested-realm-dragonlord-moonsong-talagelum
Poisonous Dagger Foil,Alpha,Foil,Exceptional,36.47,37.65,1.1799999999999997,3.2355360570331775,https://www.tcgplayer.com/product/522304/sorcery-contested-realm-alpha-poisonous-dagger-foil
Thunderstorm Foil,Alpha,Foil,Exceptional,27.69,28.84,1.1499999999999986,4.153123871433725,https://www.tcgplayer.com/product/522560/sorcery-contested-realm-alpha-thunderstorm-foil
Tithe Foil,Arthurian Legends,Foil,Unique,52.11,51.35,-0.759999999999998,-1.4584532719247707,https://www.tcgplayer.com/product/585519/sorcery-contested-realm-arthurian-legends-tithe-foil
Quarrelsome Kobolds Foil,Alpha,Foil,Exceptional,33.0,33.75,0.75,2.272727272727273,https://www.tcgplayer.com/product/522353/sorcery-contested-realm-alpha-quarrelsome-kobolds-foil
Doomsday Cult Foil,Gothic,Foil,Elite,11.54,12.26,0.7200000000000006,6.23916811091855,https://www.tcgplayer.com/product/667151/sorcery-contested-realm-gothic-doomsday-cult-foil
Iron Shackles Foil,Alpha,Foil,Exceptional,30.0,29.33,-0.6700000000000017,-2.2333333333333387,https://www.tcgplayer.com/product/521948/sorcery-contested-realm-alpha-iron-shackles-foil
