name,expansion,finish,rarity,Prev Price ($),Curr Price ($),change ($),change (%),art_link
Alpha Booster Box,Alpha,Standard,,1440.01,1483.21,43.200000000000045,2.999979166811345,https://www.tcgplayer.com/product/521581/sorcery-contested-realm-alpha-alpha-booster-box
Torrid Omphalos Foil,Gothic,Foil,Unique,184.96,206.94,21.97999999999999,11.883650519031136,https://www.tcgplayer.com/product/667727/sorcery-contested-realm-gothic-torrid-omphalos-foil
Innsmouth Dock Foil,Gothic,Foil,Unique,107.72,117.12,9.400000000000006,8.72632751578166,https://www.tcgplayer.com/product/667355/sorcery-contested-realm-gothic-innsmouth-dock-foil
Avatar of Air Preconstructed Deck,Alpha,Standard,Elite,309.12,316.55,7.430000000000007,2.403597308488615,https://www.tcgplayer.com/product/521519/sorcery-contested-realm-alpha-avatar-of-air-preconstructed-deck
Grosse Poltergeist Foil,Alpha,Foil,Elite,32.5,26.0,-6.5,-20.0,https://www.tcgplayer.com/product/521872/sorcery-contested-realm-alpha-grosse-poltergeist-foil
Dragonlord Box,Dragonlord,Standard,,423.93,430.13,6.199999999999989,1.4625056023400063,https://www.tcgplayer.com/product/641955/sorcery-contested-realm-dragonlord-dragonlord-box
The Four Elementals Preconstructed Deck Earth,Alpha,Standard,,204.5,210.0,5.5,2.689486552567237,https://www.tcgplayer.com/product/521506/sorcery-contested-realm-alpha-the-four-elementals-preconstructed-deck-earth
Archangel Samael Foil,Gothic,Foil,Unique,202.98,197.48,-5.5,-2.7096265641935164,https://www.tcgplayer.com/product/666962/sorcery-contested-realm-gothic-archangel-samael-foil
Deathwish Foil,Gothic,Foil,Unique,79.7,75.76,-3.9399999999999977,-4.943538268506898,https://www.tcgplayer.com/product/667115/sorcery-contested-realm-gothic-deathwish-foil
Balor of the Evil Eye,Gothic,Standard,Unique,44.47,48.14,3.6700000000000017,8.252754666067014,https://www.tcgplayer.com/product/666979/sorcery-contested-realm-gothic-balor-of-the-evil-eye
Ersatz Platz Foil,Gothic,Foil,Elite,39.81,36.26,-3.5500000000000043,-8.917357447877428,https://www.tcgplayer.com/product/667187/sorcery-contested-realm-gothic-ersatz-platz-foil
Sleep Foil,Alpha,Foil,Ordinary,15.23,18.23,3.0,19.697964543663822,https://www.tcgplayer.com/product/522445/sorcery-contested-realm-alpha-sleep-foil
Lifewish Foil,Gothic,Foil,Unique,101.28,98.91,-2.3700000000000045,-2.3400473933649333,https://www.tcgplayer.com/product/667399/sorcery-contested-realm-gothic-lifewish-foil
Algor Omphalos Foil,Gothic,Foil,Unique,201.97,203.88,1.9099999999999966,0.9456850027231751,https://www.tcgplayer.com/product/666939/sorcery-contested-realm-gothic-algor-omphalos-foil
The Great Famine Foil,Arthurian Legends,Foil,Unique,61.12,62.98,1.8599999999999994,3.043193717277486,https://www.tcgplayer.com/product/585501/sorcery-contested-realm-arthurian-legends-the-great-famine-foil
Ruby Core Foil,Beta,Foil,Unique,121.3,122.88,1.5799999999999983,1.3025556471558108,https://www.tcgplayer.com/product/523577/sorcery-contested-realm-beta-ruby-core-foil
Spire Lich Foil,Alpha,Foil,Exceptional,19.09,20.46,1.370000000000001,7.1765322158198055,https://www.tcgplayer.com/product/522530/sorcery-contested-realm-alpha-spire-lich-foil
Incinerate Foil,Alpha,Foil,Ordinary,10.99,9.74,-1.25,-11.373976342129207,https://www.tcgplayer.com/product/521951/sorcery-contested-realm-alpha-incinerate-foil
Archangel Gabriel,Gothic,Standard,Unique,27.13,28.21,1.0800000000000018,3.980833026170298,https://www.tcgplayer.com/product/666955/sorcery-contested-realm-gothic-archangel-gabriel
Great Wall Foil,Beta,Foil,Unique,17.81,16.74,-1.0700000000000003,-6.007860752386303,https://www.tcgplayer.com/product/523422/sorcery-contested-realm-beta-great-wall-foil
