name,expansion,finish,rarity,Prev Price ($),Curr Price ($),change ($),change (%),art_link
The Flood Foil,Gothic,Foil,Unique,69.5,118.69,49.19,70.77697841726618,https://www.tcgplayer.com/product/667697/sorcery-contested-realm-gothic-the-flood-foil
Morgana le Fay Foil,Arthurian Legends,Foil,Unique,388.74,409.75,21.00999999999999,5.404640633842669,https://www.tcgplayer.com/product/585347/sorcery-contested-realm-arthurian-legends-morgana-le-fay-foil
Vatn Draconis Foil,Dragonlord,Foil,Unique,196.47,212.04,15.569999999999993,7.924874026568938,https://www.tcgplayer.com/product/647358/sorcery-contested-realm-dragonlord-vatn-draconis-foil
Ring of Morrigan Foil,Arthurian Legends,Foil,Unique,633.49,647.12,13.629999999999995,2.151573031934205,https://www.tcgplayer.com/product/585401/sorcery-contested-realm-arthurian-legends-ring-of-morrigan-foil
Balor of the Evil Eye Foil,Gothic,Foil,Unique,181.53,189.41,7.8799999999999955,4.340880295267997,https://www.tcgplayer.com/product/666980/sorcery-contested-realm-gothic-balor-of-the-evil-eye-foil
Unlikely Alliance Foil,Alpha,Foil,Elite,25.48,32.95,7.470000000000002,29.317111459968615,https://www.tcgplayer.com/product/522384/sorcery-contested-realm-alpha-unlikely-alliance-foil
Sacred Stag Foil,Gothic,Foil,Elite,65.11,72.12,7.010000000000005,10.766395330978353,https://www.tcgplayer.com/product/667586/sorcery-contested-realm-gothic-sacred-stag-foil
Xeraphine Konrul Foil,Dragonlord,Foil,Unique,119.23,125.02,5.789999999999992,4.856160362324911,https://www.tcgplayer.com/product/647347/sorcery-contested-realm-dragonlord-xeraphine-konrul-foil
Petrosian Cavalry Foil,Alpha,Foil,Ordinary,16.22,20.03,3.8100000000000023,23.489519112207166,https://www.tcgplayer.com/product/522567/sorcery-contested-realm-alpha-petrosian-cavalry-foil
Rustic Village Foil,Alpha,Foil,Ordinary,17.3,19.37,2.0700000000000003,11.965317919075146,https://www.tcgplayer.com/product/522306/sorcery-contested-realm-alpha-rustic-village-foil
Beta Booster Box Case,Beta,Standard,,910.76,912.56,1.7999999999999545,0.19763713821423368,https://www.tcgplayer.com/product/522760/sorcery-contested-realm-beta-beta-booster-box-case
Witch Foil,Arthurian Legends,Foil,Unique,285.14,286.45,1.3100000000000023,0.45942344111664524,https://www.tcgplayer.com/product/585563/sorcery-contested-realm-arthurian-legends-witch-foil
Kythera Mechanism Foil,Beta,Foil,Unique,40.54,39.24,-1.2999999999999972,-3.2067094227922968,https://www.tcgplayer.com/product/523427/sorcery-contested-realm-beta-kythera-mechanism-foil
Philosophers Stone,Alpha,Standard,Unique,382.13,380.85,-1.2799999999999727,-0.33496454086304994,https://www.tcgplayer.com/product/522589/sorcery-contested-realm-alpha-philosophers-stone
Adept Illusionist Foil,Beta,Foil,Elite,25.99,27.24,1.25,4.8095421315890725,https://www.tcgplayer.com/product/522811/sorcery-contested-realm-beta-adept-illusionist-foil
Teleport Foil,Alpha,Foil,Ordinary,13.01,14.21,1.200000000000001,9.223674096848585,https://www.tcgplayer.com/product/522538/sorcery-contested-realm-alpha-teleport-foil
River of Flame Foil,Beta,Foil,Unique,74.87,73.77,-1.1000000000000085,-1.4692133030586463,https://www.tcgplayer.com/product/523514/sorcery-contested-realm-beta-river-of-flame-foil
Salt the Earth Foil,Gothic,Foil,Unique,54.53,53.47,-1.0600000000000023,-1.9438841004951444,https://www.tcgplayer.com/product/667592/sorcery-contested-realm-gothic-salt-the-earth-foil
Gothic Booster Box,Gothic,Standard,,204.2,203.2,-1.0,-0.4897159647404506,https://www.tcgplayer.com/product/656591/sorcery-contested-realm-gothic-gothic-booster-box
Silence Foil,Alpha,Foil,Elite,47.0,47.99,0.990000000000002,2.1063829787234085,https://www.tcgplayer.com/product/522286/sorcery-contested-realm-alpha-silence-foil
