name,expansion,finish,rarity,Prev Price ($),Curr Price ($),change ($),change (%),art_link
Abundance,Alpha,Standard,Elite,2.63,2.63,0.0,0.0,https://www.tcgplayer.com/product/521499/sorcery-contested-realm-alpha-abundance
Abundance Foil,Alpha,Foil,Elite,55.0,55.0,0.0,0.0,https://www.tcgplayer.com/product/521501/sorcery-contested-realm-alpha-abundance-foil
Accursed Albatross,Alpha,Standard,Exceptional,0.32,0.32,0.0,0.0,https://www.tcgplayer.com/product/521503/sorcery-contested-realm-alpha-accursed-albatross
Accursed Albatross Foil,Alpha,Foil,Exceptional,16.63,16.63,0.0,0.0,https://www.tcgplayer.com/product/521507/sorcery-contested-realm-alpha-accursed-albatross-foil
Adept Illusionist,Alpha,Standard,Elite,2.83,2.83,0.0,0.0,https://www.tcgplayer.com/product/521514/sorcery-contested-realm-alpha-adept-illusionist
Adept Illusionist Foil,Alpha,Foil,Elite,44.33,44.33,0.0,0.0,https://www.tcgplayer.com/product/521516/sorcery-contested-realm-alpha-adept-illusionist-foil
Albespine Pikemen,Alpha,Standard,Exceptional,0.42,0.42,0.0,0.0,https://www.tcgplayer.com/product/521520/sorcery-contested-realm-alpha-albespine-pikemen
Albespine Pikemen Foil,Alpha,Foil,Exceptional,14.95,14.95,0.0,0.0,https://www.tcgplayer.com/product/521522/sorcery-contested-realm-alpha-albespine-pikemen-foil
All terrain Vestments,Alpha,Standard,Elite,0.89,0.89,0.0,0.0,https://www.tcgplayer.com/product/521523/sorcery-contested-realm-alpha-all-terrain-vestments
Alpha Booster Box,Alpha,Standard,,1707.51,1707.51,0.0,0.0,https://www.tcgplayer.com/product/521581/sorcery-contested-realm-alpha-alpha-booster-box
Alpha Booster Box Case,Alpha,Standard,,8087.8,8087.8,0.0,0.0,https://www.tcgplayer.com/product/521582/sorcery-contested-realm-alpha-alpha-booster-box-case
Alpha Booster Pack,Alpha,Standard,,46.02,46.02,0.0,0.0,https://www.tcgplayer.com/product/521583/sorcery-contested-realm-alpha-alpha-booster-pack
Alvalinne Dryads,Alpha,Standard,Ordinary,0.16,0.16,0.0,0.0,https://www.tcgplayer.com/product/521534/sorcery-contested-realm-alpha-alvalinne-dryads
Alvalinne Dryads Foil,Alpha,Foil,Ordinary,7.97,7.97,0.0,0.0,https://www.tcgplayer.com/product/521535/sorcery-contested-realm-alpha-alvalinne-dryads-foil
Amazon Warriors,Alpha,Standard,Ordinary,0.17,0.17,0.0,0.0,https://www.tcgplayer.com/product/521544/sorcery-contested-realm-alpha-amazon-warriors
Amazon Warriors Foil,Alpha,Foil,Ordinary,9.43,9.43,0.0,0.0,https://www.tcgplayer.com/product/521546/sorcery-contested-realm-alpha-amazon-warriors-foil
Amethyst Core,Alpha,Standard,Unique,93.64,93.64,0.0,0.0,https://www.tcgplayer.com/product/521565/sorcery-contested-realm-alpha-amethyst-core
Ancient Dragon,Alpha,Standard,Elite,2.1,2.1,0.0,0.0,https://www.tcgplayer.com/product/521578/sorcery-contested-realm-alpha-ancient-dragon
Ancient Dragon Foil,Alpha,Foil,Elite,99.97,99.97,0.0,0.0,https://www.tcgplayer.com/product/521579/sorcery-contested-realm-alpha-ancient-dragon-foil
Ancient Dragon Preconstructed Deck,Alpha,Standard,Elite,3.49,3.49,0.0,0.0,https://www.tcgplayer.com/product/521580/sorcery-contested-realm-alpha-ancient-dragon-preconstructed-deck
