name,expansion,finish,rarity,Prev Price ($),Curr Price ($),change ($),change (%),art_link
The Four Elementals Preconstructed Deck Air,Alpha,Standard,,324.5,250.0,-74.5,-22.95839753466872,https://www.tcgplayer.com/product/521505/sorcery-contested-realm-alpha-the-four-elementals-preconstructed-deck-air
City of Souls Foil,Gothic,Foil,Unique,111.95,118.43,6.480000000000004,5.788298347476555,https://www.tcgplayer.com/product/667071/sorcery-contested-realm-gothic-city-of-souls-foil
Dragonlords Lair Foil,Dragonlord,Foil,Unique,181.78,187.52,5.740000000000009,3.157663109252948,https://www.tcgplayer.com/product/647364/sorcery-contested-realm-dragonlord-dragonlords-lair-foil
Altar of Malachai Foil,Gothic,Foil,Unique,115.18,109.8,-5.38000000000001,-4.670949817676688,https://www.tcgplayer.com/product/666943/sorcery-contested-realm-gothic-altar-of-malachai-foil
Pied Piper of Hameln Foil,Gothic,Foil,Unique,138.59,143.38,4.789999999999992,3.4562378237968048,https://www.tcgplayer.com/product/667530/sorcery-contested-realm-gothic-pied-piper-of-hameln-foil
Sturmgeist Foil,Gothic,Foil,Elite,47.06,50.78,3.719999999999999,7.904802379940498,https://www.tcgplayer.com/product/667673/sorcery-contested-realm-gothic-sturmgeist-foil
Shrine of the Dragonlord Foil,Dragonlord,Foil,Unique,256.38,253.02,-3.359999999999985,-1.3105546454481571,https://www.tcgplayer.com/product/647362/sorcery-contested-realm-dragonlord-shrine-of-the-dragonlord-foil
Courtesan Thais,Alpha,Standard,Unique,347.68,350.86,3.180000000000007,0.9146341463414654,https://www.tcgplayer.com/product/522109/sorcery-contested-realm-alpha-courtesan-thais
Eclipse Foil,Gothic,Foil,Unique,117.01,114.28,-2.730000000000004,-2.333133920177766,https://www.tcgplayer.com/product/667171/sorcery-contested-realm-gothic-eclipse-foil
Gargantula Foil,Gothic,Foil,Elite,85.75,87.96,2.2099999999999937,2.5772594752186517,https://www.tcgplayer.com/product/667245/sorcery-contested-realm-gothic-gargantula-foil
Amethyst Core Foil,Beta,Foil,Unique,294.4,296.6,2.2000000000000455,0.7472826086956676,https://www.tcgplayer.com/product/522861/sorcery-contested-realm-beta-amethyst-core-foil
Riptide Foil,Alpha,Foil,Ordinary,14.61,16.69,2.080000000000002,14.23682409308694,https://www.tcgplayer.com/product/522268/sorcery-contested-realm-alpha-riptide-foil
Key to the City,Gothic,Standard,Unique,66.43,68.05,1.6199999999999903,2.4386572331777665,https://www.tcgplayer.com/product/667372/sorcery-contested-realm-gothic-key-to-the-city
Chaos Twister Foil,Beta,Foil,Elite,14.26,12.66,-1.5999999999999996,-11.220196353436183,https://www.tcgplayer.com/product/522989/sorcery-contested-realm-beta-chaos-twister-foil
Blasted Oak,Alpha,Standard,Unique,7.56,9.09,1.5300000000000002,20.23809523809524,https://www.tcgplayer.com/product/521795/sorcery-contested-realm-alpha-blasted-oak
Old Mortimers Den Foil,Gothic,Foil,Unique,55.85,57.19,1.3399999999999963,2.3992837958818196,https://www.tcgplayer.com/product/667493/sorcery-contested-realm-gothic-old-mortimers-den-foil
Hyperparasite Foil,Gothic,Foil,Elite,11.7,13.02,1.3200000000000003,11.282051282051285,https://www.tcgplayer.com/product/667343/sorcery-contested-realm-gothic-hyperparasite-foil
Queen of Midland,Alpha,Standard,Unique,10.11,11.39,1.2800000000000011,12.660731948565788,https://www.tcgplayer.com/product/522391/sorcery-contested-realm-alpha-queen-of-midland
Vatn Draconis,Dragonlord,Standard,Unique,45.88,44.64,-1.240000000000002,-2.702702702702707,https://www.tcgplayer.com/product/647357/sorcery-contested-realm-dragonlord-vatn-draconis
Peasant Revolt Foil,Arthurian Legends,Foil,Unique,45.81,44.6,-1.2100000000000009,-2.64134468456669,https://www.tcgplayer.com/product/585357/sorcery-contested-realm-arthurian-legends-peasant-revolt-foil
