name,expansion,finish,rarity,Prev Price ($),Curr Price ($),change ($),change (%),art_link
Vatn Draconis Foil,Dragonlord,Foil,Unique,130.6,144.18,13.580000000000013,10.398162327718234,https://www.tcgplayer.com/product/647358/sorcery-contested-realm-dragonlord-vatn-draconis-foil
Dragonlord Box,Dragonlord,Standard,,267.21,272.57,5.360000000000014,2.005912952359573,https://www.tcgplayer.com/product/641955/sorcery-contested-realm-dragonlord-dragonlord-box
Key to the City Foil,Gothic,Foil,Unique,223.9,219.9,-4.0,-1.786511835640911,https://www.tcgplayer.com/product/667373/sorcery-contested-realm-gothic-key-to-the-city-foil
Amazon Warriors Alpha Investments Promo Foil,Beta,Foil,Promo,129.55,132.44,2.8899999999999864,2.230798919336153,https://www.tcgplayer.com/product/552235/sorcery-contested-realm-beta-amazon-warriors-alpha-investments-promo-foil
Sinkhole Foil,Alpha,Foil,Elite,65.31,63.16,-2.1500000000000057,-3.291992037972754,https://www.tcgplayer.com/product/522397/sorcery-contested-realm-alpha-sinkhole-foil
Archangel Michael,Gothic,Standard,Unique,64.81,66.07,1.259999999999991,1.9441444221570605,https://www.tcgplayer.com/product/666957/sorcery-contested-realm-gothic-archangel-michael
Sir Gareth Foil,Arthurian Legends,Foil,Unique,35.92,35.1,-0.8200000000000003,-2.282850779510023,https://www.tcgplayer.com/product/585435/sorcery-contested-realm-arthurian-legends-sir-gareth-foil
The Great Drowning of Men Foil,Arthurian Legends,Foil,Unique,36.33,35.72,-0.6099999999999994,-1.6790531241398277,https://www.tcgplayer.com/product/585499/sorcery-contested-realm-arthurian-legends-the-great-drowning-of-men-foil
Prophets of Doom Preconstructed Decks,Gothic,Standard,,35.59,35.06,-0.5300000000000011,-1.4891823545939902,https://www.tcgplayer.com/product/656589/sorcery-contested-realm-gothic-prophets-of-doom-preconstructed-decks
Xeraphine Konrul,Dragonlord,Standard,Unique,11.39,11.88,0.4900000000000002,4.302019315188764,https://www.tcgplayer.com/product/647346/sorcery-contested-realm-dragonlord-xeraphine-konrul
The Immortal Throne Foil,Beta,Foil,Unique,15.39,14.9,-0.4900000000000002,-3.1838856400259923,https://www.tcgplayer.com/product/523007/sorcery-contested-realm-beta-the-immortal-throne-foil
Pendulum of Peril Foil,Beta,Foil,Unique,14.03,13.55,-0.47999999999999865,-3.4212401995723356,https://www.tcgplayer.com/product/523564/sorcery-contested-realm-beta-pendulum-of-peril-foil
Aino,Gothic,Standard,Unique,47.38,47.84,0.46000000000000085,0.9708737864077688,https://www.tcgplayer.com/product/666932/sorcery-contested-realm-gothic-aino
Adtonitum,Dragonlord,Standard,Unique,9.82,10.28,0.4599999999999991,4.684317718940927,https://www.tcgplayer.com/product/647352/sorcery-contested-realm-dragonlord-adtonitum
Arjaro Exorcist,Gothic,Standard,Elite,4.34,4.79,0.4500000000000002,10.368663594470052,https://www.tcgplayer.com/product/666963/sorcery-contested-realm-gothic-arjaro-exorcist
Winter River Foil Box Topper,Alpha,Foil,Ordinary,22.17,22.57,0.3999999999999986,1.804239963915194,https://www.tcgplayer.com/product/530305/sorcery-contested-realm-alpha-winter-river-foil-box-topper
Maiden Mother Crone,Gothic,Standard,Unique,54.32,53.92,-0.3999999999999986,-0.7363770250368162,https://www.tcgplayer.com/product/667418/sorcery-contested-realm-gothic-maiden-mother-crone
Horns of Behemoth,Gothic,Standard,Unique,10.08,10.47,0.39000000000000057,3.869047619047625,https://www.tcgplayer.com/product/667334/sorcery-contested-realm-gothic-horns-of-behemoth
Screaming Skull Foil,Beta,Foil,Elite,11.83,11.49,-0.33999999999999986,-2.8740490278951807,https://www.tcgplayer.com/product/522746/sorcery-contested-realm-beta-screaming-skull-foil
Ruby Core,Beta,Standard,Unique,57.03,57.37,0.3399999999999963,0.5961774504646612,https://www.tcgplayer.com/product/523575/sorcery-contested-realm-beta-ruby-core
