name,expansion,finish,rarity,Prev Price ($),Curr Price ($),change ($),change (%),art_link
Infiltrate Foil,Alpha,Foil,Elite,149.01,124.51,-24.499999999999986,-16.441849540299298,https://www.tcgplayer.com/product/521931/sorcery-contested-realm-alpha-infiltrate-foil
Archangel Gabriel Foil,Gothic,Foil,Unique,197.47,181.97,-15.5,-7.849293563579278,https://www.tcgplayer.com/product/666956/sorcery-contested-realm-gothic-archangel-gabriel-foil
Ring of Morrigan Foil,Arthurian Legends,Foil,Unique,486.54,496.0,9.45999999999998,1.9443416779709746,https://www.tcgplayer.com/product/585401/sorcery-contested-realm-arthurian-legends-ring-of-morrigan-foil
Swap SCGCon Promo,Gothic,Standard,Exceptional,25.99,32.99,7.0000000000000036,26.933435936898825,https://www.tcgplayer.com/product/678193/sorcery-contested-realm-gothic-swap-scgcon-promo
Master Necromancer Foil,Gothic,Foil,Elite,52.83,46.74,-6.089999999999996,-11.527541169789886,https://www.tcgplayer.com/product/667429/sorcery-contested-realm-gothic-master-necromancer-foil
Archangel Michael Foil,Gothic,Foil,Unique,151.62,157.32,5.699999999999989,3.7593984962405935,https://www.tcgplayer.com/product/666958/sorcery-contested-realm-gothic-archangel-michael-foil
Rhitta Gawr of Snowdonia Foil,Arthurian Legends,Foil,Unique,34.66,29.32,-5.339999999999996,-15.406809001731093,https://www.tcgplayer.com/product/585395/sorcery-contested-realm-arthurian-legends-rhitta-gawr-of-snowdonia-foil
Cloud City Foil,Beta,Foil,Unique,45.0,39.75,-5.25,-11.666666666666666,https://www.tcgplayer.com/product/523015/sorcery-contested-realm-beta-cloud-city-foil
Beta Booster Box Case,Beta,Standard,,862.72,867.03,4.309999999999945,0.49958271513352487,https://www.tcgplayer.com/product/522760/sorcery-contested-realm-beta-beta-booster-box-case
The Four Elementals Preconstructed Deck Box,Alpha,Standard,,715.4,718.86,3.4600000000000364,0.4836455129997255,https://www.tcgplayer.com/product/521577/sorcery-contested-realm-alpha-the-four-elementals-preconstructed-deck-box
Realm Eater Foil,Gothic,Foil,,242.97,239.63,-3.3400000000000034,-1.3746553072395784,https://www.tcgplayer.com/product/667560/sorcery-contested-realm-gothic-realm-eater-foil
Gothic Booster Case,Gothic,Standard,,913.4,916.45,3.050000000000068,0.3339172323188163,https://www.tcgplayer.com/product/656592/sorcery-contested-realm-gothic-gothic-booster-case
Book of the Dead Foil,Gothic,Foil,Unique,90.7,87.74,-2.960000000000008,-3.263506063947087,https://www.tcgplayer.com/product/667035/sorcery-contested-realm-gothic-book-of-the-dead-foil
Peasant Revolt Foil,Arthurian Legends,Foil,Unique,54.4,51.45,-2.9499999999999957,-5.422794117647052,https://www.tcgplayer.com/product/585357/sorcery-contested-realm-arthurian-legends-peasant-revolt-foil
Mirror Realm,Alpha,Standard,Unique,42.23,45.11,2.8800000000000026,6.819796353303345,https://www.tcgplayer.com/product/522098/sorcery-contested-realm-alpha-mirror-realm
Archangel Michael,Gothic,Standard,Unique,68.29,71.04,2.75,4.0269439156538285,https://www.tcgplayer.com/product/666957/sorcery-contested-realm-gothic-archangel-michael
Tadpole Pool,Alpha,Standard,Unique,15.45,17.81,2.3599999999999994,15.275080906148863,https://www.tcgplayer.com/product/522516/sorcery-contested-realm-alpha-tadpole-pool
White Hart Foil,Arthurian Legends,Foil,Unique,69.68,67.54,-2.1400000000000006,-3.0711825487944893,https://www.tcgplayer.com/product/585559/sorcery-contested-realm-arthurian-legends-white-hart-foil
Kingdom of Agartha Foil,Beta,Foil,Unique,26.79,24.65,-2.1400000000000006,-7.988055244494216,https://www.tcgplayer.com/product/523407/sorcery-contested-realm-beta-kingdom-of-agartha-foil
Spellslinger Promo,Beta,Foil,Promo,40.35,42.28,1.9299999999999997,4.783147459727385,https://www.tcgplayer.com/product/625139/sorcery-contested-realm-beta-spellslinger-promo
