name,expansion,finish,rarity,Prev Price ($),Curr Price ($),change ($),change (%),art_link
Ruby Core Foil,Alpha,Foil,Unique,990.0,1120.0,130.0,13.131313131313133,https://www.tcgplayer.com/product/522297/sorcery-contested-realm-alpha-ruby-core-foil
Amazon Warriors Alpha Investments Promo Foil,Beta,Foil,Promo,144.5,150.62,6.1200000000000045,4.235294117647062,https://www.tcgplayer.com/product/552235/sorcery-contested-realm-beta-amazon-warriors-alpha-investments-promo-foil
The Four Elementals Preconstructed Deck Earth,Alpha,Standard,,199.0,204.5,5.5,2.763819095477387,https://www.tcgplayer.com/product/521506/sorcery-contested-realm-alpha-the-four-elementals-preconstructed-deck-earth
Star seeds of Uhr,Alpha,Standard,Unique,17.83,21.53,3.700000000000003,20.75154234436345,https://www.tcgplayer.com/product/522322/sorcery-contested-realm-alpha-star-seeds-of-uhr
Ring of Morrigan,Arthurian Legends,Standard,Unique,206.03,209.51,3.4799999999999898,1.6890744066398047,https://www.tcgplayer.com/product/585400/sorcery-contested-realm-arthurian-legends-ring-of-morrigan
Shrine of the Dragonlord,Dragonlord,Standard,Unique,55.94,58.67,2.730000000000004,4.880228816589209,https://www.tcgplayer.com/product/647361/sorcery-contested-realm-dragonlord-shrine-of-the-dragonlord
Balor of the Evil Eye,Gothic,Standard,Unique,33.92,36.6,2.6799999999999997,7.900943396226413,https://www.tcgplayer.com/product/666979/sorcery-contested-realm-gothic-balor-of-the-evil-eye
Beta Booster Box,Beta,Standard,,162.23,160.45,-1.7800000000000011,-1.0972076681255016,https://www.tcgplayer.com/product/522759/sorcery-contested-realm-beta-beta-booster-box
Fenvale Muse Foil,Alpha,Foil,Ordinary,14.27,16.04,1.7699999999999996,12.403644008409248,https://www.tcgplayer.com/product/522117/sorcery-contested-realm-alpha-fenvale-muse-foil
Sister Stefania Foil,Gothic,Foil,Unique,90.96,92.59,1.6300000000000097,1.7919964819701075,https://www.tcgplayer.com/product/667639/sorcery-contested-realm-gothic-sister-stefania-foil
Peasant Revolt Foil,Arthurian Legends,Foil,Unique,40.02,41.44,1.4199999999999946,3.548225887056458,https://www.tcgplayer.com/product/585357/sorcery-contested-realm-arthurian-legends-peasant-revolt-foil
Blightstone Foil,Gothic,Foil,Elite,27.69,26.37,-1.3200000000000003,-4.7670639219935005,https://www.tcgplayer.com/product/667021/sorcery-contested-realm-gothic-blightstone-foil
Joyous Garde,Arthurian Legends,Standard,Unique,48.0,46.75,-1.25,-2.604166666666667,https://www.tcgplayer.com/product/585293/sorcery-contested-realm-arthurian-legends-joyous-garde
Queen Guinevere Foil,Arthurian Legends,Foil,Unique,48.73,47.69,-1.0399999999999991,-2.134208906217934,https://www.tcgplayer.com/product/585381/sorcery-contested-realm-arthurian-legends-queen-guinevere-foil
Boudicca,Arthurian Legends,Standard,Unique,45.01,44.05,-0.9600000000000009,-2.1328593645856495,https://www.tcgplayer.com/product/585169/sorcery-contested-realm-arthurian-legends-boudicca
Returned King,Gothic,Standard,Unique,31.65,32.51,0.8599999999999994,2.7172195892575024,https://www.tcgplayer.com/product/667571/sorcery-contested-realm-gothic-returned-king
Sinkhole,Alpha,Standard,Elite,7.28,8.1,0.8199999999999994,11.263736263736256,https://www.tcgplayer.com/product/522394/sorcery-contested-realm-alpha-sinkhole
Merlin Foil,Arthurian Legends,Foil,Unique,90.71,89.9,-0.8099999999999881,-0.8929555727042092,https://www.tcgplayer.com/product/585335/sorcery-contested-realm-arthurian-legends-merlin-foil
Witch,Arthurian Legends,Standard,Unique,36.8,37.56,0.7600000000000051,2.065217391304362,https://www.tcgplayer.com/product/585562/sorcery-contested-realm-arthurian-legends-witch
Aquamarine Core,Beta,Standard,Unique,51.71,51.12,-0.5900000000000034,-1.1409785341326695,https://www.tcgplayer.com/product/522890/sorcery-contested-realm-beta-aquamarine-core
