name,expansion,finish,rarity,Prev Price ($),Curr Price ($),change ($),change (%),art_link
Blizzard Foil,Beta,Foil,Ordinary,7.97,17.12,9.150000000000002,114.8055207026349,https://www.tcgplayer.com/product/672593/sorcery-contested-realm-beta-blizzard-foil
The Four Elementals Preconstructed Deck Box,Alpha,Standard,,718.86,726.23,7.3700000000000045,1.0252343989093848,https://www.tcgplayer.com/product/521577/sorcery-contested-realm-alpha-the-four-elementals-preconstructed-deck-box
Beta Booster Box Case,Beta,Standard,,870.71,877.51,6.7999999999999545,0.7809718505587341,https://www.tcgplayer.com/product/522760/sorcery-contested-realm-beta-beta-booster-box-case
Gothic Booster Case,Gothic,Standard,,927.66,933.66,6.0,0.6467886941336266,https://www.tcgplayer.com/product/656592/sorcery-contested-realm-gothic-gothic-booster-case
Deliverance Foil,Gothic,Foil,Unique,51.62,56.02,4.400000000000006,8.523827973653635,https://www.tcgplayer.com/product/667121/sorcery-contested-realm-gothic-deliverance-foil
Fields of Camlann Foil,Arthurian Legends,Foil,Unique,114.32,110.95,-3.3699999999999903,-2.9478656403078993,https://www.tcgplayer.com/product/585231/sorcery-contested-realm-arthurian-legends-fields-of-camlann-foil
Moonsong Talagelum Foil,Dragonlord,Foil,Unique,128.62,130.39,1.7699999999999818,1.3761467889908114,https://www.tcgplayer.com/product/647351/sorcery-contested-realm-dragonlord-moonsong-talagelum-foil
City of Glass Foil,Gothic,Foil,Unique,101.81,103.48,1.6700000000000017,1.6403103820842764,https://www.tcgplayer.com/product/667067/sorcery-contested-realm-gothic-city-of-glass-foil
Arthurian Legends Booster Case,Arthurian Legends,Standard,,776.41,777.77,1.3600000000000136,0.1751651833438536,https://www.tcgplayer.com/product/563831/sorcery-contested-realm-arthurian-legends-arthurian-legends-booster-case
The Four Elementals Preconstructed Deck Box Beta,Beta,Standard,,64.65,63.39,-1.2600000000000051,-1.9489559164733254,https://www.tcgplayer.com/product/522783/sorcery-contested-realm-beta-the-four-elementals-preconstructed-deck-box-beta
Beta Booster Box,Beta,Standard,,166.77,167.93,1.1599999999999966,0.6955687473766244,https://www.tcgplayer.com/product/522759/sorcery-contested-realm-beta-beta-booster-box
Fail not Bow Foil,Arthurian Legends,Foil,Unique,34.92,33.8,-1.1200000000000045,-3.207331042382602,https://www.tcgplayer.com/product/585225/sorcery-contested-realm-arthurian-legends-fail-not-bow-foil
Lightning Bolt Team Covenant Promo Foil,Beta,Foil,Promo,111.25,110.14,-1.1099999999999994,-0.9977528089887635,https://www.tcgplayer.com/product/528832/sorcery-contested-realm-beta-lightning-bolt-team-covenant-promo-foil
Sorcerer Store Alternate Art Promo Foil,Arthurian Legends Promo,Foil,Promo,142.0,143.1,1.0999999999999943,0.7746478873239396,https://www.tcgplayer.com/product/607962/sorcery-contested-realm-arthurian-legends-promo-sorcerer-store-alternate-art-promo-foil
Grim Guisarme Foil,Arthurian Legends,Foil,Elite,26.78,25.86,-0.9200000000000017,-3.4353995519044127,https://www.tcgplayer.com/product/585266/sorcery-contested-realm-arthurian-legends-grim-guisarme-foil
Searing Truth Foil,Gothic,Foil,Exceptional,6.53,5.61,-0.9199999999999999,-14.088820826952524,https://www.tcgplayer.com/product/667608/sorcery-contested-realm-gothic-searing-truth-foil
Algor Omphalos,Gothic,Standard,Unique,44.53,45.42,0.8900000000000006,1.998652593757019,https://www.tcgplayer.com/product/666938/sorcery-contested-realm-gothic-algor-omphalos
Necronomiconcert Foil,Gothic,Foil,Elite,7.58,8.45,0.8699999999999992,11.477572559366745,https://www.tcgplayer.com/product/667475/sorcery-contested-realm-gothic-necronomiconcert-foil
Gothic Booster Box,Gothic,Standard,,174.64,175.41,0.7700000000000102,0.44090700870362476,https://www.tcgplayer.com/product/656591/sorcery-contested-realm-gothic-gothic-booster-box
Char Omphalos,Gothic,Standard,Unique,58.04,57.27,-0.769999999999996,-1.3266712611991662,https://www.tcgplayer.com/product/667060/sorcery-contested-realm-gothic-char-omphalos
