name,expansion,finish,rarity,Prev Price ($),Curr Price ($),change ($),change (%),art_link
Gothic Booster Case,Gothic,Standard,,995.0,1009.8,14.799999999999955,1.4874371859296436,https://www.tcgplayer.com/product/656592/sorcery-contested-realm-gothic-gothic-booster-case
King Arthur,Dust Reward Promos,Foil,Unique,285.07,298.21,13.139999999999986,4.609394183884655,https://www.tcgplayer.com/product/668754/sorcery-contested-realm-dust-reward-promos-king-arthur
Avatar of Earth Preconstructed Deck,Alpha,Standard,Elite,229.2,233.43,4.230000000000018,1.8455497382199033,https://www.tcgplayer.com/product/521526/sorcery-contested-realm-alpha-avatar-of-earth-preconstructed-deck
Mephistopheles Foil,Gothic,Foil,Unique,135.99,132.27,-3.719999999999999,-2.7354952570041906,https://www.tcgplayer.com/product/667439/sorcery-contested-realm-gothic-mephistopheles-foil
Cage of Sidrak Foil,Gothic,Foil,Unique,43.92,46.83,2.9099999999999966,6.6256830601092815,https://www.tcgplayer.com/product/667049/sorcery-contested-realm-gothic-cage-of-sidrak-foil
Arthurian Legends Booster Case,Arthurian Legends,Standard,,767.51,765.15,-2.3600000000000136,-0.30748785032117026,https://www.tcgplayer.com/product/563831/sorcery-contested-realm-arthurian-legends-arthurian-legends-booster-case
Pied Piper of Hameln,Gothic,Standard,Unique,59.9,57.54,-2.3599999999999994,-3.939899833055091,https://www.tcgplayer.com/product/667529/sorcery-contested-realm-gothic-pied-piper-of-hameln
Watery Grave Foil,Gothic,Foil,Unique,75.99,78.11,2.1200000000000045,2.7898407685221804,https://www.tcgplayer.com/product/667759/sorcery-contested-realm-gothic-watery-grave-foil
Witch Foil,Arthurian Legends,Foil,Unique,286.79,285.14,-1.650000000000034,-0.5753338679870407,https://www.tcgplayer.com/product/585563/sorcery-contested-realm-arthurian-legends-witch-foil
Joyous Garde Foil,Arthurian Legends,Foil,Unique,172.47,171.22,-1.25,-0.7247637270249898,https://www.tcgplayer.com/product/585294/sorcery-contested-realm-arthurian-legends-joyous-garde-foil
Torrid Omphalos,Gothic,Standard,Unique,59.56,58.39,-1.1700000000000017,-1.9644056413700497,https://www.tcgplayer.com/product/667726/sorcery-contested-realm-gothic-torrid-omphalos
Sturmgeist Foil,Gothic,Foil,Elite,52.92,54.08,1.1599999999999966,2.191987906273614,https://www.tcgplayer.com/product/667673/sorcery-contested-realm-gothic-sturmgeist-foil
Salt the Earth Foil,Gothic,Foil,Unique,56.06,54.97,-1.0900000000000034,-1.9443453442739984,https://www.tcgplayer.com/product/667592/sorcery-contested-realm-gothic-salt-the-earth-foil
Mix Aqua Foil,Beta,Foil,Elite,23.91,22.86,-1.0500000000000007,-4.391468005018823,https://www.tcgplayer.com/product/523540/sorcery-contested-realm-beta-mix-aqua-foil
Star seeds of Uhr Foil,Beta,Foil,Unique,19.98,18.98,-1.0,-5.005005005005005,https://www.tcgplayer.com/product/523366/sorcery-contested-realm-beta-star-seeds-of-uhr-foil
Gothic Booster Box,Gothic,Standard,,214.18,215.09,0.9099999999999966,0.4248762722943303,https://www.tcgplayer.com/product/656591/sorcery-contested-realm-gothic-gothic-booster-box
Beta Booster Box Case,Beta,Standard,,908.61,907.85,-0.7599999999999909,-0.08364424780708894,https://www.tcgplayer.com/product/522760/sorcery-contested-realm-beta-beta-booster-box-case
Betrayal Foil,Gothic,Foil,Elite,29.37,30.09,0.7199999999999989,2.4514811031664925,https://www.tcgplayer.com/product/666992/sorcery-contested-realm-gothic-betrayal-foil
Screamer Foil,Gothic,Foil,Ordinary,7.86,8.51,0.6499999999999995,8.269720101781164,https://www.tcgplayer.com/product/667602/sorcery-contested-realm-gothic-screamer-foil
Returned King,Gothic,Standard,Unique,68.0,68.62,0.6200000000000045,0.9117647058823597,https://www.tcgplayer.com/product/667571/sorcery-contested-realm-gothic-returned-king
