name,expansion,finish,rarity,Prev Price ($),Curr Price ($),change ($),change (%),art_link
Caelestis Foil,Dragonlord,Foil,Unique,182.19,172.18,-10.009999999999991,-5.49426422965036,https://www.tcgplayer.com/product/647345/sorcery-contested-realm-dragonlord-caelestis-foil
Dragonlord Foil,Dragonlord,Foil,Unique,365.4,356.69,-8.70999999999998,-2.3836891078270335,https://www.tcgplayer.com/product/647342/sorcery-contested-realm-dragonlord-dragonlord-foil
Aino Foil,Gothic,Foil,Unique,209.15,202.57,-6.5800000000000125,-3.146067415730343,https://www.tcgplayer.com/product/666933/sorcery-contested-realm-gothic-aino-foil
Grosse Poltergeist Foil,Alpha,Foil,Elite,39.0,32.5,-6.5,-16.666666666666664,https://www.tcgplayer.com/product/521872/sorcery-contested-realm-alpha-grosse-poltergeist-foil
Kingdom of Agartha Foil,Beta,Foil,Unique,39.15,33.84,-5.309999999999995,-13.563218390804584,https://www.tcgplayer.com/product/523407/sorcery-contested-realm-beta-kingdom-of-agartha-foil
Onyx Core,Beta,Standard,Unique,45.79,43.52,-2.269999999999996,-4.957414282594445,https://www.tcgplayer.com/product/523506/sorcery-contested-realm-beta-onyx-core
Sea of Ash Foil,Gothic,Foil,Unique,99.71,97.5,-2.2099999999999937,-2.2164276401564478,https://www.tcgplayer.com/product/667604/sorcery-contested-realm-gothic-sea-of-ash-foil
Peasant Revolt Foil,Arthurian Legends,Foil,Unique,76.14,74.19,-1.9500000000000028,-2.5610717100078837,https://www.tcgplayer.com/product/585357/sorcery-contested-realm-arthurian-legends-peasant-revolt-foil
Dragonlord Box,Dragonlord,Standard,,267.45,265.65,-1.8000000000000114,-0.6730229949523319,https://www.tcgplayer.com/product/641955/sorcery-contested-realm-dragonlord-dragonlord-box
Gothic Booster Box,Gothic,Standard,,177.51,179.11,1.6000000000000227,0.9013576699904359,https://www.tcgplayer.com/product/656591/sorcery-contested-realm-gothic-gothic-booster-box
Vatn Draconis,Dragonlord,Standard,Unique,33.33,34.91,1.5799999999999983,4.740474047404736,https://www.tcgplayer.com/product/647357/sorcery-contested-realm-dragonlord-vatn-draconis
The Green Knight Foil,Arthurian Legends,Foil,Unique,68.23,69.57,1.3399999999999892,1.9639454785284907,https://www.tcgplayer.com/product/585503/sorcery-contested-realm-arthurian-legends-the-green-knight-foil
Harbinger,Dust Reward Promos,Standard,Ordinary,199.67,198.5,-1.1699999999999875,-0.5859668452947301,https://www.tcgplayer.com/product/678668/sorcery-contested-realm-dust-reward-promos-harbinger
The Four Elementals Preconstructed Deck Box Beta,Beta,Standard,,72.79,73.79,1.0,1.3738150844896275,https://www.tcgplayer.com/product/522783/sorcery-contested-realm-beta-the-four-elementals-preconstructed-deck-box-beta
Beta Booster Box,Beta,Standard,,153.24,154.07,0.8299999999999841,0.5416340381101435,https://www.tcgplayer.com/product/522759/sorcery-contested-realm-beta-beta-booster-box
Torrid Omphalos,Gothic,Standard,Unique,52.2,51.42,-0.7800000000000011,-1.4942528735632203,https://www.tcgplayer.com/product/667726/sorcery-contested-realm-gothic-torrid-omphalos
Deathspeaker Foil,Beta,Foil,Elite,52.51,53.23,0.7199999999999989,1.3711673966863434,https://www.tcgplayer.com/product/523123/sorcery-contested-realm-beta-deathspeaker-foil
Sturmgeist,Gothic,Standard,Elite,6.34,7.02,0.6799999999999997,10.725552050473182,https://www.tcgplayer.com/product/667672/sorcery-contested-realm-gothic-sturmgeist
Innsmouth Dock,Gothic,Standard,Unique,39.16,38.5,-0.6599999999999966,-1.6853932584269575,https://www.tcgplayer.com/product/667354/sorcery-contested-realm-gothic-innsmouth-dock
Prophets of Doom Preconstructed Decks,Gothic,Standard,,38.39,37.78,-0.6099999999999994,-1.588955457150298,https://www.tcgplayer.com/product/656589/sorcery-contested-realm-gothic-prophets-of-doom-preconstructed-decks
