name,expansion,finish,rarity,Prev Price ($),Curr Price ($),change ($),change (%),art_link
Philosophers Stone Foil,Beta,Foil,Unique,517.79,511.17,-6.619999999999948,-1.278510593097578,https://www.tcgplayer.com/product/523599/sorcery-contested-realm-beta-philosophers-stone-foil
Eclipse Foil,Gothic,Foil,Unique,120.59,114.66,-5.930000000000007,-4.917489012355922,https://www.tcgplayer.com/product/667171/sorcery-contested-realm-gothic-eclipse-foil
Abaddon Succubus Foil,Gothic,Foil,Elite,91.65,95.95,4.299999999999997,4.691762138570646,https://www.tcgplayer.com/product/666918/sorcery-contested-realm-gothic-abaddon-succubus-foil
Wormelow Tump Foil,Arthurian Legends,Foil,Unique,88.0,91.98,3.980000000000004,4.522727272727278,https://www.tcgplayer.com/product/585569/sorcery-contested-realm-arthurian-legends-wormelow-tump-foil
Lord of Lies Foil,Gothic,Foil,Elite,73.15,76.53,3.3799999999999955,4.620642515379351,https://www.tcgplayer.com/product/667411/sorcery-contested-realm-gothic-lord-of-lies-foil
Ring of Morrigan,Arthurian Legends,Standard,Unique,230.95,233.75,2.8000000000000114,1.2123836328209618,https://www.tcgplayer.com/product/585400/sorcery-contested-realm-arthurian-legends-ring-of-morrigan
Pendragon Legacy Foil,Arthurian Legends,Foil,Unique,40.48,42.75,2.270000000000003,5.607707509881431,https://www.tcgplayer.com/product/585363/sorcery-contested-realm-arthurian-legends-pendragon-legacy-foil
Golden Harp Foil,Arthurian Legends,Foil,Elite,12.17,10.53,-1.6400000000000006,-13.47576006573542,https://www.tcgplayer.com/product/585256/sorcery-contested-realm-arthurian-legends-golden-harp-foil
Asmodeus Foil,Gothic,Foil,Unique,110.34,111.67,1.3299999999999983,1.2053652347290178,https://www.tcgplayer.com/product/666970/sorcery-contested-realm-gothic-asmodeus-foil
Plague Pits Foil,Gothic,Foil,Elite,11.7,10.4,-1.299999999999999,-11.111111111111102,https://www.tcgplayer.com/product/667538/sorcery-contested-realm-gothic-plague-pits-foil
Shield Maidens Foil,Alpha,Foil,Exceptional,17.35,18.51,1.1600000000000001,6.685878962536024,https://www.tcgplayer.com/product/522234/sorcery-contested-realm-alpha-shield-maidens-foil
Star seeds of Uhr,Alpha,Standard,Unique,23.59,24.71,1.120000000000001,4.74777448071217,https://www.tcgplayer.com/product/522322/sorcery-contested-realm-alpha-star-seeds-of-uhr
Mirage Foil,Beta,Foil,Elite,9.57,10.66,1.0899999999999999,11.389759665621733,https://www.tcgplayer.com/product/523533/sorcery-contested-realm-beta-mirage-foil
Orb of Baal Berith Foil,Beta,Foil,Unique,18.95,17.9,-1.0500000000000007,-5.540897097625334,https://www.tcgplayer.com/product/523521/sorcery-contested-realm-beta-orb-of-baal-berith-foil
Occult Ritual Pledge Pack,Alpha,Standard,Unique,37.72,38.72,1.0,2.651113467656416,https://www.tcgplayer.com/product/530297/sorcery-contested-realm-alpha-occult-ritual-pledge-pack
Char Omphalos Foil,Gothic,Foil,Unique,161.12,160.13,-0.9900000000000091,-0.6144488579940474,https://www.tcgplayer.com/product/667061/sorcery-contested-realm-gothic-char-omphalos-foil
White Hart Foil,Arthurian Legends,Foil,Unique,62.39,61.46,-0.9299999999999997,-1.490623497355345,https://www.tcgplayer.com/product/585559/sorcery-contested-realm-arthurian-legends-white-hart-foil
Interrogator Foil,Gothic,Foil,,78.4,77.49,-0.9100000000000108,-1.1607142857142994,https://www.tcgplayer.com/product/667359/sorcery-contested-realm-gothic-interrogator-foil
Morgana le Fay,Arthurian Legends,Standard,Unique,92.68,93.55,0.8699999999999903,0.9387138541216986,https://www.tcgplayer.com/product/585346/sorcery-contested-realm-arthurian-legends-morgana-le-fay
Returned King,Gothic,Standard,Unique,41.86,42.71,0.8500000000000014,2.0305781175346427,https://www.tcgplayer.com/product/667571/sorcery-contested-realm-gothic-returned-king
