name,expansion,finish,rarity,Prev Price ($),Curr Price ($),change ($),change (%),art_link
Alpha Booster Box,Alpha,Standard,,1315.17,1350.17,35.0,2.6612529178737345,https://www.tcgplayer.com/product/521581/sorcery-contested-realm-alpha-alpha-booster-box
Koscheis Egg Foil,Gothic,Foil,Unique,145.0,112.0,-33.0,-22.758620689655174,https://www.tcgplayer.com/product/667385/sorcery-contested-realm-gothic-koscheis-egg-foil
Ring of Morrigan Foil,Arthurian Legends,Foil,Unique,509.96,530.25,20.29000000000002,3.978743430857326,https://www.tcgplayer.com/product/585401/sorcery-contested-realm-arthurian-legends-ring-of-morrigan-foil
Four Waters of Paradise Foil,Arthurian Legends,Foil,Unique,168.67,157.95,-10.719999999999999,-6.355605620442284,https://www.tcgplayer.com/product/585246/sorcery-contested-realm-arthurian-legends-four-waters-of-paradise-foil
Dragonlord Box,Dragonlord,Standard,,393.54,401.58,8.039999999999964,2.042994358896164,https://www.tcgplayer.com/product/641955/sorcery-contested-realm-dragonlord-dragonlord-box
Aquamarine Core Foil,Beta,Foil,Unique,223.73,229.0,5.27000000000001,2.355517811647973,https://www.tcgplayer.com/product/522892/sorcery-contested-realm-beta-aquamarine-core-foil
Major Explosion Foil,Alpha,Foil,Elite,39.85,44.69,4.839999999999996,12.145545796737757,https://www.tcgplayer.com/product/522002/sorcery-contested-realm-alpha-major-explosion-foil
Amulet of Niniane Foil,Arthurian Legends,Foil,Unique,135.27,130.48,-4.7900000000000205,-3.541066016115931,https://www.tcgplayer.com/product/585132/sorcery-contested-realm-arthurian-legends-amulet-of-niniane-foil
Lord of Unland Foil,Alpha,Foil,Unique,250.0,245.5,-4.5,-1.7999999999999998,https://www.tcgplayer.com/product/522020/sorcery-contested-realm-alpha-lord-of-unland-foil
Pact with the Devil Foil,Alpha,Foil,Unique,252.78,257.18,4.400000000000006,1.7406440382941712,https://www.tcgplayer.com/product/522523/sorcery-contested-realm-alpha-pact-with-the-devil-foil
Torrid Omphalos Foil,Gothic,Foil,Unique,160.99,165.33,4.340000000000003,2.695819616125227,https://www.tcgplayer.com/product/667727/sorcery-contested-realm-gothic-torrid-omphalos-foil
Beta Booster Box Case,Beta,Standard,,915.98,919.38,3.3999999999999773,0.37118714382409845,https://www.tcgplayer.com/product/522760/sorcery-contested-realm-beta-beta-booster-box-case
Merlin Foil,Arthurian Legends,Foil,Unique,93.9,90.71,-3.190000000000012,-3.39723109691162,https://www.tcgplayer.com/product/585335/sorcery-contested-realm-arthurian-legends-merlin-foil
Angels Egg Foil,Beta,Foil,Elite,12.43,9.49,-2.9399999999999995,-23.652453740949316,https://www.tcgplayer.com/product/522872/sorcery-contested-realm-beta-angels-egg-foil
Beta Booster Box,Beta,Standard,,159.74,162.62,2.8799999999999955,1.8029297608613968,https://www.tcgplayer.com/product/522759/sorcery-contested-realm-beta-beta-booster-box
Peasant Revolt Foil,Arthurian Legends,Foil,Unique,42.77,40.02,-2.75,-6.429740472293663,https://www.tcgplayer.com/product/585357/sorcery-contested-realm-arthurian-legends-peasant-revolt-foil
Mesmerism Foil,Arthurian Legends,Foil,Unique,64.25,66.93,2.680000000000007,4.171206225680944,https://www.tcgplayer.com/product/585341/sorcery-contested-realm-arthurian-legends-mesmerism-foil
Archangel Michael,Gothic,Standard,Unique,97.71,100.31,2.6000000000000085,2.6609354211442113,https://www.tcgplayer.com/product/666957/sorcery-contested-realm-gothic-archangel-michael
Hellmouth Foil,Gothic,Foil,Unique,94.53,97.11,2.5799999999999983,2.7292922881624864,https://www.tcgplayer.com/product/667311/sorcery-contested-realm-gothic-hellmouth-foil
Puppet Master Foil,Alpha,Foil,Elite,34.99,32.49,-2.5,-7.144898542440697,https://www.tcgplayer.com/product/522342/sorcery-contested-realm-alpha-puppet-master-foil
