name,expansion,finish,rarity,Prev Price ($),Curr Price ($),change ($),change (%),art_link
Garden of Eden Foil,Gothic,Foil,Unique,132.5,150.33,17.830000000000013,13.456603773584916,https://www.tcgplayer.com/product/667243/sorcery-contested-realm-gothic-garden-of-eden-foil
Satanic Panic Foil,Gothic,Foil,Unique,95.0,81.0,-14.0,-14.736842105263156,https://www.tcgplayer.com/product/667594/sorcery-contested-realm-gothic-satanic-panic-foil
Dragonlords Lair Foil,Dragonlord,Foil,Unique,246.7,235.74,-10.95999999999998,-4.442642886096465,https://www.tcgplayer.com/product/647364/sorcery-contested-realm-dragonlord-dragonlords-lair-foil
Adtonitum Foil,Dragonlord,Foil,Unique,141.16,131.52,-9.639999999999986,-6.82913006517426,https://www.tcgplayer.com/product/647353/sorcery-contested-realm-dragonlord-adtonitum-foil
Cradle of Etherrum Foil,Dragonlord,Foil,Unique,142.32,134.74,-7.579999999999984,-5.326025857223148,https://www.tcgplayer.com/product/647360/sorcery-contested-realm-dragonlord-cradle-of-etherrum-foil
Lord of Lies Foil,Gothic,Foil,Elite,30.61,36.0,5.390000000000001,17.60862463247305,https://www.tcgplayer.com/product/667411/sorcery-contested-realm-gothic-lord-of-lies-foil
Xeraphine Konrul Foil,Dragonlord,Foil,Unique,105.67,102.04,-3.6299999999999955,-3.435222863632058,https://www.tcgplayer.com/product/647347/sorcery-contested-realm-dragonlord-xeraphine-konrul-foil
Char Omphalos,Gothic,Standard,Unique,59.5,63.08,3.5799999999999983,6.016806722689073,https://www.tcgplayer.com/product/667060/sorcery-contested-realm-gothic-char-omphalos
Dragonlord Box,Dragonlord,Standard,,221.01,224.01,3.0,1.3574046423238768,https://www.tcgplayer.com/product/641955/sorcery-contested-realm-dragonlord-dragonlord-box
Book of Blessings Foil,Gothic,Foil,Unique,69.5,66.6,-2.9000000000000057,-4.172661870503605,https://www.tcgplayer.com/product/667033/sorcery-contested-realm-gothic-book-of-blessings-foil
Merlins Staff Foil,Arthurian Legends,Foil,Unique,39.56,36.72,-2.8400000000000034,-7.178968655207288,https://www.tcgplayer.com/product/585337/sorcery-contested-realm-arthurian-legends-merlins-staff-foil
Gothic Booster Case,Gothic,Standard,,831.21,834.01,2.7999999999999545,0.33685831498658036,https://www.tcgplayer.com/product/656592/sorcery-contested-realm-gothic-gothic-booster-case
Snow Leopard Foil,Alpha,Foil,Ordinary,8.72,5.98,-2.74,-31.422018348623855,https://www.tcgplayer.com/product/522480/sorcery-contested-realm-alpha-snow-leopard-foil
Abaddon Succubus Foil,Gothic,Foil,Elite,53.07,55.66,2.5899999999999963,4.88034671188995,https://www.tcgplayer.com/product/666918/sorcery-contested-realm-gothic-abaddon-succubus-foil
Algor Omphalos Foil,Gothic,Foil,Unique,201.95,199.38,-2.569999999999993,-1.2725922257984617,https://www.tcgplayer.com/product/666939/sorcery-contested-realm-gothic-algor-omphalos-foil
Legion of Gall Foil,Gothic,Foil,Elite,16.39,18.55,2.16,13.17876754118365,https://www.tcgplayer.com/product/667395/sorcery-contested-realm-gothic-legion-of-gall-foil
Mirror Realm,Alpha,Standard,Unique,38.31,40.15,1.8399999999999963,4.802923518663524,https://www.tcgplayer.com/product/522098/sorcery-contested-realm-alpha-mirror-realm
Summer River Foil,Alpha,Foil,Ordinary,13.97,15.71,1.7400000000000002,12.455261274158913,https://www.tcgplayer.com/product/522460/sorcery-contested-realm-alpha-summer-river-foil
Swamp Buffalo Foil,Alpha,Foil,Ordinary,11.4,13.12,1.7199999999999989,15.087719298245602,https://www.tcgplayer.com/product/522481/sorcery-contested-realm-alpha-swamp-buffalo-foil
Algor Omphalos,Gothic,Standard,Unique,59.36,57.65,-1.7100000000000009,-2.880727762803236,https://www.tcgplayer.com/product/666938/sorcery-contested-realm-gothic-algor-omphalos
