name,expansion,finish,rarity,Prev Price ($),Curr Price ($),change ($),change (%),art_link
Vril Revenant Foil,Alpha,Foil,Elite,53.25,35.5,-17.75,-33.33333333333333,https://www.tcgplayer.com/product/522463/sorcery-contested-realm-alpha-vril-revenant-foil
Wraetannis Titan Foil,Alpha,Foil,Elite,25.97,9.0,-16.97,-65.34462841740469,https://www.tcgplayer.com/product/522627/sorcery-contested-realm-alpha-wraetannis-titan-foil
Seer Foil,Alpha,Foil,Elite,124.07,131.55,7.480000000000018,6.028854678810364,https://www.tcgplayer.com/product/522211/sorcery-contested-realm-alpha-seer-foil
Boudicca Foil,Arthurian Legends,Foil,Unique,102.44,109.04,6.6000000000000085,6.442795782897315,https://www.tcgplayer.com/product/585170/sorcery-contested-realm-arthurian-legends-boudicca-foil
Island Leviathan Foil,Alpha,Foil,Elite,31.31,25.0,-6.309999999999999,-20.153305653145956,https://www.tcgplayer.com/product/521956/sorcery-contested-realm-alpha-island-leviathan-foil
Zephyranne Airship Foil,Alpha,Foil,Elite,33.47,28.2,-5.27,-15.745443680908275,https://www.tcgplayer.com/product/522635/sorcery-contested-realm-alpha-zephyranne-airship-foil
Major Explosion Foil,Alpha,Foil,Elite,49.81,44.65,-5.160000000000004,-10.359365589239115,https://www.tcgplayer.com/product/522002/sorcery-contested-realm-alpha-major-explosion-foil
Ring of Morrigan Foil,Arthurian Legends,Foil,Unique,567.76,572.67,4.909999999999968,0.8648020290263436,https://www.tcgplayer.com/product/585401/sorcery-contested-realm-arthurian-legends-ring-of-morrigan-foil
Scorched Earth Foil,Alpha,Foil,Elite,51.49,46.74,-4.75,-9.22509225092251,https://www.tcgplayer.com/product/522174/sorcery-contested-realm-alpha-scorched-earth-foil
Returned King Foil,Gothic,Foil,Unique,99.64,104.28,4.640000000000001,4.6567643516659984,https://www.tcgplayer.com/product/667572/sorcery-contested-realm-gothic-returned-king-foil
Dragonlord Box,Dragonlord,Standard,,462.78,466.78,4.0,0.8643415877954969,https://www.tcgplayer.com/product/641955/sorcery-contested-realm-dragonlord-dragonlord-box
Selfsame Simulacrum Foil,Alpha,Foil,Elite,74.58,71.0,-3.5799999999999983,-4.800214534727807,https://www.tcgplayer.com/product/522215/sorcery-contested-realm-alpha-selfsame-simulacrum-foil
Amulet of Niniane Foil,Arthurian Legends,Foil,Unique,117.97,114.74,-3.230000000000004,-2.7379842332796507,https://www.tcgplayer.com/product/585132/sorcery-contested-realm-arthurian-legends-amulet-of-niniane-foil
Spellslinger Promo,Beta,Foil,Promo,52.8,55.85,3.0500000000000043,5.776515151515159,https://www.tcgplayer.com/product/625139/sorcery-contested-realm-beta-spellslinger-promo
Simple Village Foil,Alpha,Foil,Ordinary,16.05,13.08,-2.9700000000000006,-18.504672897196265,https://www.tcgplayer.com/product/522373/sorcery-contested-realm-alpha-simple-village-foil
Aino Foil,Gothic,Foil,Unique,253.78,256.68,2.9000000000000057,1.1427220427141642,https://www.tcgplayer.com/product/666933/sorcery-contested-realm-gothic-aino-foil
Guile Sirens Pledge Pack,Alpha,Standard,Exceptional,28.1,30.96,2.8599999999999994,10.177935943060495,https://www.tcgplayer.com/product/530295/sorcery-contested-realm-alpha-guile-sirens-pledge-pack
Kairos the Archivist Foil,Dragonlord,Foil,Unique,111.55,108.85,-2.700000000000003,-2.4204392649036333,https://www.tcgplayer.com/product/647344/sorcery-contested-realm-dragonlord-kairos-the-archivist-foil
The Manor at Daperyll Hill Foil,Gothic,Foil,Unique,90.1,92.75,2.6500000000000057,2.9411764705882417,https://www.tcgplayer.com/product/667705/sorcery-contested-realm-gothic-the-manor-at-daperyll-hill-foil
Magnetic Muzzle Foil,Alpha,Foil,Elite,29.85,27.32,-2.530000000000001,-8.475711892797323,https://www.tcgplayer.com/product/521996/sorcery-contested-realm-alpha-magnetic-muzzle-foil
