name,expansion,finish,rarity,Prev Price ($),Curr Price ($),change ($),change (%),art_link
Philosophers Stone Foil,Beta,Foil,Unique,553.03,534.79,-18.24000000000001,-3.2981935880512827,https://www.tcgplayer.com/product/523599/sorcery-contested-realm-beta-philosophers-stone-foil
Talamh Dreig Foil,Dragonlord,Foil,Unique,101.05,93.82,-7.230000000000004,-7.154873824839194,https://www.tcgplayer.com/product/647354/sorcery-contested-realm-dragonlord-talamh-dreig-foil
Ring of Morrigan Foil,Arthurian Legends,Foil,Unique,500.23,493.13,-7.100000000000023,-1.419347100333851,https://www.tcgplayer.com/product/585401/sorcery-contested-realm-arthurian-legends-ring-of-morrigan-foil
Onyx Core Foil,Beta,Foil,Unique,205.58,201.44,-4.140000000000015,-2.013814573402089,https://www.tcgplayer.com/product/523509/sorcery-contested-realm-beta-onyx-core-foil
Archangel Michael,Gothic,Standard,Unique,51.89,55.37,3.479999999999997,6.706494507612251,https://www.tcgplayer.com/product/666957/sorcery-contested-realm-gothic-archangel-michael
Avatar of Water Preconstructed Deck,Alpha,Standard,Elite,125.26,128.57,3.309999999999988,2.6425035925275333,https://www.tcgplayer.com/product/521532/sorcery-contested-realm-alpha-avatar-of-water-preconstructed-deck
Cradle of Etherrum Foil,Dragonlord,Foil,Unique,130.64,127.53,-3.109999999999985,-2.380587875076535,https://www.tcgplayer.com/product/647360/sorcery-contested-realm-dragonlord-cradle-of-etherrum-foil
Day of Judgment Foil,Gothic,Foil,Unique,66.92,64.24,-2.680000000000007,-4.004781829049621,https://www.tcgplayer.com/product/667111/sorcery-contested-realm-gothic-day-of-judgment-foil
Ruins Foil,Beta,Foil,Exceptional,81.24,78.65,-2.589999999999989,-3.1880846873461217,https://www.tcgplayer.com/product/523579/sorcery-contested-realm-beta-ruins-foil
Adtonitum Foil,Dragonlord,Foil,Unique,116.87,118.51,1.6400000000000006,1.4032685890305472,https://www.tcgplayer.com/product/647353/sorcery-contested-realm-dragonlord-adtonitum-foil
Ring of Morrigan,Arthurian Legends,Standard,Unique,162.32,160.88,-1.4399999999999977,-0.887136520453424,https://www.tcgplayer.com/product/585400/sorcery-contested-realm-arthurian-legends-ring-of-morrigan
Blasphemy Foil,Gothic,Foil,Unique,52.59,51.24,-1.3500000000000014,-2.5670279520821473,https://www.tcgplayer.com/product/667009/sorcery-contested-realm-gothic-blasphemy-foil
Mesmerism Foil,Arthurian Legends,Foil,Unique,58.46,59.75,1.2899999999999991,2.206637016763598,https://www.tcgplayer.com/product/585341/sorcery-contested-realm-arthurian-legends-mesmerism-foil
Lord of Greed Foil,Gothic,Foil,Elite,35.97,34.8,-1.1700000000000017,-3.2527105921601387,https://www.tcgplayer.com/product/667409/sorcery-contested-realm-gothic-lord-of-greed-foil
Prophets of Doom Preconstructed Decks,Gothic,Standard,,38.04,36.91,-1.1300000000000026,-2.970557308096747,https://www.tcgplayer.com/product/656589/sorcery-contested-realm-gothic-prophets-of-doom-preconstructed-decks
Wuthering Heights,Gothic,Standard,Elite,15.25,14.12,-1.1300000000000008,-7.409836065573776,https://www.tcgplayer.com/product/667776/sorcery-contested-realm-gothic-wuthering-heights
Sorcerer Store Alternate Art Promo Foil,Arthurian Legends Promo,Foil,Promo,135.51,136.57,1.0600000000000023,0.7822300937200224,https://www.tcgplayer.com/product/607962/sorcery-contested-realm-arthurian-legends-promo-sorcerer-store-alternate-art-promo-foil
Swap Foil,Gothic,Foil,Exceptional,10.53,11.38,0.8500000000000014,8.07217473884142,https://www.tcgplayer.com/product/667679/sorcery-contested-realm-gothic-swap-foil
Ruby Core Foil,Beta,Foil,Unique,110.3,111.07,0.769999999999996,0.6980961015412475,https://www.tcgplayer.com/product/523577/sorcery-contested-realm-beta-ruby-core-foil
Pirate Ship Foil,Alpha,Foil,Ordinary,22.1,21.37,-0.7300000000000004,-3.3031674208144812,https://www.tcgplayer.com/product/522601/sorcery-contested-realm-alpha-pirate-ship-foil
