name,expansion,finish,rarity,Prev Price ($),Curr Price ($),change ($),change (%),art_link
Alpha Booster Box,Alpha,Standard,,1901.55,1864.35,-37.200000000000045,-1.9562988088664535,https://www.tcgplayer.com/product/521581/sorcery-contested-realm-alpha-alpha-booster-box
Saintweald Foil,Gothic,Foil,Unique,44.54,48.57,4.030000000000001,9.048046699595872,https://www.tcgplayer.com/product/667590/sorcery-contested-realm-gothic-saintweald-foil
Watery Grave Foil,Gothic,Foil,Unique,70.72,74.45,3.730000000000004,5.2743212669683315,https://www.tcgplayer.com/product/667759/sorcery-contested-realm-gothic-watery-grave-foil
Aino Foil,Gothic,Foil,Unique,256.68,260.39,3.7099999999999795,1.4453794608072228,https://www.tcgplayer.com/product/666933/sorcery-contested-realm-gothic-aino-foil
Varistus the Evictor Foil,Gothic,Foil,Unique,78.63,82.3,3.6700000000000017,4.667429734198145,https://www.tcgplayer.com/product/667749/sorcery-contested-realm-gothic-varistus-the-evictor-foil
Maiden Mother Crone Foil,Gothic,Foil,Unique,163.89,167.05,3.160000000000025,1.9281225212032616,https://www.tcgplayer.com/product/667419/sorcery-contested-realm-gothic-maiden-mother-crone-foil
Amazon Warriors Alpha Investments Promo Foil,Beta,Foil,Promo,191.42,193.56,2.140000000000015,1.1179605056942927,https://www.tcgplayer.com/product/552235/sorcery-contested-realm-beta-amazon-warriors-alpha-investments-promo-foil
Ring of Morrigan,Arthurian Legends,Standard,Unique,241.14,239.1,-2.039999999999992,-0.8459815874595638,https://www.tcgplayer.com/product/585400/sorcery-contested-realm-arthurian-legends-ring-of-morrigan
Swamp Buffalo Foil,Alpha,Foil,Ordinary,9.17,7.2,-1.9699999999999998,-21.48309705561614,https://www.tcgplayer.com/product/522481/sorcery-contested-realm-alpha-swamp-buffalo-foil
Arjaro Exorcist Foil,Gothic,Foil,Elite,39.15,40.86,1.7100000000000009,4.367816091954025,https://www.tcgplayer.com/product/666964/sorcery-contested-realm-gothic-arjaro-exorcist-foil
Summoning Sphere Foil,Alpha,Foil,Exceptional,16.34,18.01,1.6700000000000017,10.22031823745411,https://www.tcgplayer.com/product/522470/sorcery-contested-realm-alpha-summoning-sphere-foil
Pathfinder Foil,Beta,Foil,Unique,126.41,127.94,1.5300000000000011,1.21034728265169,https://www.tcgplayer.com/product/523553/sorcery-contested-realm-beta-pathfinder-foil
Shackled Demon Foil,Gothic,Foil,Elite,13.06,11.71,-1.3499999999999996,-10.33690658499234,https://www.tcgplayer.com/product/667623/sorcery-contested-realm-gothic-shackled-demon-foil
Legion of Gall Foil,Gothic,Foil,Elite,33.22,34.5,1.2800000000000011,3.853100541842267,https://www.tcgplayer.com/product/667395/sorcery-contested-realm-gothic-legion-of-gall-foil
Archangel Michael,Gothic,Standard,Unique,96.01,94.84,-1.1700000000000017,-1.2186230600979082,https://www.tcgplayer.com/product/666957/sorcery-contested-realm-gothic-archangel-michael
Balor of the Evil Eye,Gothic,Standard,Unique,75.76,74.8,-0.960000000000008,-1.2671594508975819,https://www.tcgplayer.com/product/666979/sorcery-contested-realm-gothic-balor-of-the-evil-eye
Pied Piper of Hameln,Gothic,Standard,Unique,54.52,55.3,0.779999999999994,1.4306676449009428,https://www.tcgplayer.com/product/667529/sorcery-contested-realm-gothic-pied-piper-of-hameln
Maelstrom Foil,Beta,Foil,Unique,23.71,24.48,0.7699999999999996,3.247574862927033,https://www.tcgplayer.com/product/523491/sorcery-contested-realm-beta-maelstrom-foil
Tintagel Foil,Arthurian Legends,Foil,Unique,136.48,135.73,-0.75,-0.5495310668229778,https://www.tcgplayer.com/product/585517/sorcery-contested-realm-arthurian-legends-tintagel-foil
The Four Elementals Preconstructed Deck Box Beta,Beta,Standard,,45.42,46.15,0.7299999999999969,1.6072214883311249,https://www.tcgplayer.com/product/522783/sorcery-contested-realm-beta-the-four-elementals-preconstructed-deck-box-beta
