name,expansion,finish,rarity,Prev Price ($),Curr Price ($),change ($),change (%),art_link
Alpha Booster Box,Alpha,Standard,,1272.37,1315.17,42.80000000000018,3.363801409967241,https://www.tcgplayer.com/product/521581/sorcery-contested-realm-alpha-alpha-booster-box
Philosophers Stone,Alpha,Standard,Unique,291.93,330.96,39.02999999999997,13.369643407666212,https://www.tcgplayer.com/product/522589/sorcery-contested-realm-alpha-philosophers-stone
Deathspeaker Foil,Alpha,Foil,Elite,409.0,426.0,17.0,4.156479217603912,https://www.tcgplayer.com/product/521668/sorcery-contested-realm-alpha-deathspeaker-foil
Twist of Fate Foil,Alpha,Foil,Unique,276.28,288.14,11.860000000000014,4.292746489069065,https://www.tcgplayer.com/product/522366/sorcery-contested-realm-alpha-twist-of-fate-foil
Courtesan Thais,Alpha,Standard,Unique,303.96,312.49,8.53000000000003,2.8062903013554514,https://www.tcgplayer.com/product/522109/sorcery-contested-realm-alpha-courtesan-thais
Black Obelisk Foil,Alpha,Foil,Elite,40.5,32.0,-8.5,-20.98765432098765,https://www.tcgplayer.com/product/521792/sorcery-contested-realm-alpha-black-obelisk-foil
Dragonlord Box,Dragonlord,Standard,,385.26,393.54,8.28000000000003,2.149197944245452,https://www.tcgplayer.com/product/641955/sorcery-contested-realm-dragonlord-dragonlord-box
Necromancer,Dust Reward Promos,Standard,Ordinary,193.33,201.43,8.099999999999994,4.1897274090932575,https://www.tcgplayer.com/product/678674/sorcery-contested-realm-dust-reward-promos-necromancer
Ring of Morrigan,Arthurian Legends,Standard,Unique,190.18,198.07,7.889999999999986,4.148701230413286,https://www.tcgplayer.com/product/585400/sorcery-contested-realm-arthurian-legends-ring-of-morrigan
Rift Valley Foil,Alpha,Foil,Elite,64.5,57.6,-6.899999999999999,-10.697674418604649,https://www.tcgplayer.com/product/522261/sorcery-contested-realm-alpha-rift-valley-foil
Aino Foil,Gothic,Foil,Unique,218.44,224.26,5.819999999999993,2.6643471891594914,https://www.tcgplayer.com/product/666933/sorcery-contested-realm-gothic-aino-foil
Shrine of the Dragonlord,Dragonlord,Standard,Unique,44.79,50.37,5.579999999999998,12.458137977227056,https://www.tcgplayer.com/product/647361/sorcery-contested-realm-dragonlord-shrine-of-the-dragonlord
Chains of Prometheus Foil,Alpha,Foil,Elite,38.53,33.0,-5.530000000000001,-14.35245263431093,https://www.tcgplayer.com/product/521865/sorcery-contested-realm-alpha-chains-of-prometheus-foil
Beta Booster Box Case,Beta,Standard,,910.56,915.98,5.420000000000073,0.5952380952381032,https://www.tcgplayer.com/product/522760/sorcery-contested-realm-beta-beta-booster-box-case
Bane of Aventis Foil,Gothic,Foil,Unique,102.8,107.98,5.180000000000007,5.038910505836583,https://www.tcgplayer.com/product/666982/sorcery-contested-realm-gothic-bane-of-aventis-foil
Primordial Spring Foil,Alpha,Foil,Elite,55.15,59.98,4.829999999999998,8.757932910244785,https://www.tcgplayer.com/product/522329/sorcery-contested-realm-alpha-primordial-spring-foil
Mix Aer Foil,Alpha,Foil,Elite,168.98,164.48,-4.5,-2.6630370458042374,https://www.tcgplayer.com/product/522107/sorcery-contested-realm-alpha-mix-aer-foil
Lightning Bolt Team Covenant Promo Foil,Beta,Foil,Promo,110.14,106.0,-4.140000000000001,-3.758852369711277,https://www.tcgplayer.com/product/528832/sorcery-contested-realm-beta-lightning-bolt-team-covenant-promo-foil
Gothic Booster Box,Gothic,Standard,,186.0,190.14,4.139999999999986,2.225806451612896,https://www.tcgplayer.com/product/656591/sorcery-contested-realm-gothic-gothic-booster-box
Flame of the First Ones Foil,Gothic,Foil,Unique,68.23,64.33,-3.9000000000000057,-5.715960721090437,https://www.tcgplayer.com/product/667219/sorcery-contested-realm-gothic-flame-of-the-first-ones-foil
