name,expansion,finish,rarity,Prev Price ($),Curr Price ($),change ($),change (%),art_link
Whirling Blades Foil,Alpha,Foil,Exceptional,55.34,70.1,14.759999999999991,26.671485363209236,https://www.tcgplayer.com/product/522508/sorcery-contested-realm-alpha-whirling-blades-foil
War Horse Foil,Dust Reward Promos,Foil,Exceptional,120.0,129.81,9.810000000000002,8.175000000000002,https://www.tcgplayer.com/product/678662/sorcery-contested-realm-dust-reward-promos-war-horse-foil
Ring of Morrigan,Arthurian Legends,Standard,Unique,218.34,214.35,-3.990000000000009,-1.827425116790331,https://www.tcgplayer.com/product/585400/sorcery-contested-realm-arthurian-legends-ring-of-morrigan
Camelot Foil,Dust Reward Promos,Foil,Unique,104.28,106.24,1.9599999999999937,1.8795550441120004,https://www.tcgplayer.com/product/678661/sorcery-contested-realm-dust-reward-promos-camelot-foil
The Four Elementals Preconstructed Deck Box Beta,Beta,Standard,,45.49,46.7,1.2100000000000009,2.6599252582985287,https://www.tcgplayer.com/product/522783/sorcery-contested-realm-beta-the-four-elementals-preconstructed-deck-box-beta
Wizards Den Foil,Arthurian Legends,Foil,Elite,15.11,13.97,-1.1399999999999988,-7.54467240238252,https://www.tcgplayer.com/product/585565/sorcery-contested-realm-arthurian-legends-wizards-den-foil
Vatn Draconis,Dragonlord,Standard,Unique,43.68,42.64,-1.0399999999999991,-2.380952380952379,https://www.tcgplayer.com/product/647357/sorcery-contested-realm-dragonlord-vatn-draconis
Persecutor,Dust Reward Promos,Standard,,164.03,163.04,-0.9900000000000091,-0.6035481314393765,https://www.tcgplayer.com/product/678678/sorcery-contested-realm-dust-reward-promos-persecutor
Windmill Foil,Beta,Foil,Exceptional,23.78,24.74,0.9599999999999973,4.037005887300241,https://www.tcgplayer.com/product/522945/sorcery-contested-realm-beta-windmill-foil
Seven League Boots,Alpha,Standard,Unique,10.34,11.06,0.7200000000000006,6.963249516441013,https://www.tcgplayer.com/product/522219/sorcery-contested-realm-alpha-seven-league-boots
Talamh Dreig,Dragonlord,Standard,Unique,37.19,37.83,0.6400000000000006,1.7208927130949194,https://www.tcgplayer.com/product/645185/sorcery-contested-realm-dragonlord-talamh-dreig
Battlemage Foil,Alpha,Foil,Elite,172.25,171.69,-0.5600000000000023,-0.3251088534107415,https://www.tcgplayer.com/product/521561/sorcery-contested-realm-alpha-battlemage-foil
Steppe Foil,Beta,Foil,Exceptional,31.81,32.33,0.5199999999999996,1.634706067274441,https://www.tcgplayer.com/product/523371/sorcery-contested-realm-beta-steppe-foil
Assimilator Snail Foil,Gothic,Foil,Elite,10.86,10.37,-0.4900000000000002,-4.511970534069984,https://www.tcgplayer.com/product/666972/sorcery-contested-realm-gothic-assimilator-snail-foil
Ultimate Horror Foil,Beta,Foil,Unique,26.49,26.97,0.4800000000000004,1.8120045300113268,https://www.tcgplayer.com/product/523085/sorcery-contested-realm-beta-ultimate-horror-foil
Pendragon Legacy,Arthurian Legends,Standard,Unique,7.69,8.07,0.3799999999999999,4.941482444733419,https://www.tcgplayer.com/product/585362/sorcery-contested-realm-arthurian-legends-pendragon-legacy
Betrayal Foil,Gothic,Foil,Elite,26.8,27.18,0.379999999999999,1.4179104477611904,https://www.tcgplayer.com/product/666992/sorcery-contested-realm-gothic-betrayal-foil
Prophets of Doom Preconstructed Decks,Gothic,Standard,,44.23,44.6,0.37000000000000455,0.8365362875876206,https://www.tcgplayer.com/product/656589/sorcery-contested-realm-gothic-prophets-of-doom-preconstructed-decks
Falling Star Foil,Gothic,Foil,Elite,7.62,7.89,0.2699999999999996,3.543307086614168,https://www.tcgplayer.com/product/667203/sorcery-contested-realm-gothic-falling-star-foil
Beta Booster Box,Beta,Standard,,163.36,163.15,-0.21000000000000796,-0.12855044074437313,https://www.tcgplayer.com/product/522759/sorcery-contested-realm-beta-beta-booster-box
