name,expansion,finish,rarity,Prev Price ($),Curr Price ($),change ($),change (%),art_link
Screaming Skull Foil,Alpha,Foil,Elite,50.0,70.85,20.849999999999994,41.69999999999999,https://www.tcgplayer.com/product/522182/sorcery-contested-realm-alpha-screaming-skull-foil
The Four Elementals Preconstructed Deck Box,Alpha,Standard,,597.86,612.64,14.779999999999973,2.4721506707255836,https://www.tcgplayer.com/product/521577/sorcery-contested-realm-alpha-the-four-elementals-preconstructed-deck-box
Nosferatu Foil,Gothic,Foil,Unique,84.99,79.06,-5.929999999999993,-6.977291446052468,https://www.tcgplayer.com/product/667487/sorcery-contested-realm-gothic-nosferatu-foil
Four Waters of Paradise Foil,Arthurian Legends,Foil,Unique,222.87,219.67,-3.200000000000017,-1.4358146004397259,https://www.tcgplayer.com/product/585246/sorcery-contested-realm-arthurian-legends-four-waters-of-paradise-foil
Avatar of Fire Preconstructed Deck,Alpha,Standard,Elite,91.05,94.24,3.1899999999999977,3.503569467325643,https://www.tcgplayer.com/product/521527/sorcery-contested-realm-alpha-avatar-of-fire-preconstructed-deck
Lord of Lies Foil,Gothic,Foil,Elite,46.16,43.16,-3.0,-6.499133448873485,https://www.tcgplayer.com/product/667411/sorcery-contested-realm-gothic-lord-of-lies-foil
Death Dealer Foil,Beta,Foil,Unique,77.4,74.91,-2.490000000000009,-3.217054263565903,https://www.tcgplayer.com/product/523070/sorcery-contested-realm-beta-death-dealer-foil
Garden of Eden,Gothic,Standard,Unique,41.35,38.99,-2.3599999999999994,-5.707376058041111,https://www.tcgplayer.com/product/667242/sorcery-contested-realm-gothic-garden-of-eden
Algor Omphalos,Gothic,Standard,Unique,50.81,48.85,-1.9600000000000009,-3.8575083644951795,https://www.tcgplayer.com/product/666938/sorcery-contested-realm-gothic-algor-omphalos
Deaths Door Foil Pledge Pack,Alpha,Foil,Unique,48.48,50.23,1.75,3.6097359735973598,https://www.tcgplayer.com/product/530320/sorcery-contested-realm-alpha-deaths-door-foil-pledge-pack
Abundance Foil,Beta,Foil,Elite,16.42,14.99,-1.4300000000000015,-8.708891595615112,https://www.tcgplayer.com/product/522791/sorcery-contested-realm-beta-abundance-foil
Arthurian Legends Booster Box,Arthurian Legends,Standard,,123.66,124.75,1.0900000000000034,0.8814491347242467,https://www.tcgplayer.com/product/563830/sorcery-contested-realm-arthurian-legends-arthurian-legends-booster-box
Grigori Rasputin,Gothic,Standard,Unique,28.76,29.67,0.9100000000000001,3.1641168289290684,https://www.tcgplayer.com/product/667286/sorcery-contested-realm-gothic-grigori-rasputin
Mount Ussar Sanctuary Foil,Gothic,Foil,Unique,94.21,93.33,-0.8799999999999955,-0.9340834306336859,https://www.tcgplayer.com/product/667459/sorcery-contested-realm-gothic-mount-ussar-sanctuary-foil
The Four Elementals Preconstructed Deck Box Beta,Beta,Standard,,72.56,71.76,-0.7999999999999972,-1.1025358324145496,https://www.tcgplayer.com/product/522783/sorcery-contested-realm-beta-the-four-elementals-preconstructed-deck-box-beta
Onyx Core,Beta,Standard,Unique,51.26,50.58,-0.6799999999999997,-1.3265704252828712,https://www.tcgplayer.com/product/523506/sorcery-contested-realm-beta-onyx-core
Avatar of Water Preconstructed Deck,Alpha,Standard,Elite,122.08,122.72,0.6400000000000006,0.5242463958060293,https://www.tcgplayer.com/product/521532/sorcery-contested-realm-alpha-avatar-of-water-preconstructed-deck
Mask of Mayhem Foil,Beta,Foil,Elite,12.51,11.88,-0.629999999999999,-5.035971223021575,https://www.tcgplayer.com/product/523517/sorcery-contested-realm-beta-mask-of-mayhem-foil
Bower of Bliss Foil,Arthurian Legends,Foil,Unique,64.8,65.4,0.6000000000000085,0.925925925925939,https://www.tcgplayer.com/product/585172/sorcery-contested-realm-arthurian-legends-bower-of-bliss-foil
Gothic Tower Foil,Beta,Foil,Ordinary,18.25,17.65,-0.6000000000000014,-3.28767123287672,https://www.tcgplayer.com/product/523401/sorcery-contested-realm-beta-gothic-tower-foil
