name,expansion,finish,rarity,Prev Price ($),Curr Price ($),change ($),change (%),art_link
City of Plenty Foil,Gothic,Foil,Unique,101.99,151.42,49.42999999999999,48.46553583684675,https://www.tcgplayer.com/product/667069/sorcery-contested-realm-gothic-city-of-plenty-foil
Mount Ussar Sanctuary Foil,Gothic,Foil,Unique,121.41,136.81,15.400000000000006,12.684292891854055,https://www.tcgplayer.com/product/667459/sorcery-contested-realm-gothic-mount-ussar-sanctuary-foil
Old Mortimers Den Foil,Gothic,Foil,Unique,48.35,53.21,4.859999999999999,10.051706308169594,https://www.tcgplayer.com/product/667493/sorcery-contested-realm-gothic-old-mortimers-den-foil
Prophets of Doom Preconstructed Decks,Gothic,Standard,,27.45,31.89,4.440000000000001,16.174863387978146,https://www.tcgplayer.com/product/656589/sorcery-contested-realm-gothic-prophets-of-doom-preconstructed-decks
Onyx Core,Alpha,Standard,Unique,122.94,126.61,3.6700000000000017,2.985196030584026,https://www.tcgplayer.com/product/522176/sorcery-contested-realm-alpha-onyx-core
Ring of Morrigan,Arthurian Legends,Standard,Unique,244.7,241.14,-3.5600000000000023,-1.4548426644871282,https://www.tcgplayer.com/product/585400/sorcery-contested-realm-arthurian-legends-ring-of-morrigan
Ruby Core,Alpha,Standard,Unique,108.81,112.26,3.450000000000003,3.1706644609870445,https://www.tcgplayer.com/product/522295/sorcery-contested-realm-alpha-ruby-core
Shrine of the Dragonlord,Dragonlord,Standard,Unique,71.77,74.9,3.1300000000000097,4.361153685383879,https://www.tcgplayer.com/product/647361/sorcery-contested-realm-dragonlord-shrine-of-the-dragonlord
Highland Princess,Alpha,Standard,Unique,64.81,67.49,2.6799999999999926,4.135164326492814,https://www.tcgplayer.com/product/521898/sorcery-contested-realm-alpha-highland-princess
Valley of Delight Foil,Arthurian Legends,Foil,Elite,66.5,69.09,2.5900000000000034,3.894736842105268,https://www.tcgplayer.com/product/585533/sorcery-contested-realm-arthurian-legends-valley-of-delight-foil
Infusion Factory Foil,Gothic,Foil,Elite,8.13,10.66,2.5299999999999994,31.11931119311192,https://www.tcgplayer.com/product/667353/sorcery-contested-realm-gothic-infusion-factory-foil
Balor of the Evil Eye,Gothic,Standard,Unique,70.35,72.81,2.460000000000008,3.4968017057569414,https://www.tcgplayer.com/product/666979/sorcery-contested-realm-gothic-balor-of-the-evil-eye
Grim Guisarme Foil,Arthurian Legends,Foil,Elite,13.36,10.94,-2.42,-18.113772455089823,https://www.tcgplayer.com/product/585266/sorcery-contested-realm-arthurian-legends-grim-guisarme-foil
Adept Illusionist Foil,Beta,Foil,Elite,17.57,19.64,2.0700000000000003,11.78144564598748,https://www.tcgplayer.com/product/522811/sorcery-contested-realm-beta-adept-illusionist-foil
Mesmerism Foil,Arthurian Legends,Foil,Unique,78.28,80.15,1.8700000000000045,2.3888605007664854,https://www.tcgplayer.com/product/585341/sorcery-contested-realm-arthurian-legends-mesmerism-foil
Arjaro Exorcist Foil,Gothic,Foil,Elite,37.53,39.15,1.6199999999999974,4.316546762589922,https://www.tcgplayer.com/product/666964/sorcery-contested-realm-gothic-arjaro-exorcist-foil
Beta Booster Box Case,Beta,Standard,,912.31,910.75,-1.5599999999999454,-0.17099450844558817,https://www.tcgplayer.com/product/522760/sorcery-contested-realm-beta-beta-booster-box-case
Stormy Seas Foil,Alpha,Foil,Exceptional,14.52,16.04,1.5199999999999996,10.468319559228648,https://www.tcgplayer.com/product/522457/sorcery-contested-realm-alpha-stormy-seas-foil
Drought Foil,Alpha,Foil,Exceptional,11.56,12.91,1.3499999999999996,11.678200692041518,https://www.tcgplayer.com/product/521822/sorcery-contested-realm-alpha-drought-foil
Tintagel,Arthurian Legends,Standard,Unique,27.59,26.28,-1.3099999999999987,-4.7480971366437075,https://www.tcgplayer.com/product/585516/sorcery-contested-realm-arthurian-legends-tintagel
