name,expansion,finish,rarity,Prev Price ($),Curr Price ($),change ($),change (%),art_link
The Colour Out of Space,Dust Reward Promos,Foil,Unique,211.66,222.5,10.840000000000003,5.121421147122746,https://www.tcgplayer.com/product/550753/sorcery-contested-realm-dust-reward-promos-the-colour-out-of-space
Amulet of Niniane Foil,Arthurian Legends,Foil,Unique,153.02,143.69,-9.330000000000013,-6.097242190563333,https://www.tcgplayer.com/product/585132/sorcery-contested-realm-arthurian-legends-amulet-of-niniane-foil
Beta Booster Box Case,Beta,Standard,,853.96,858.48,4.519999999999982,0.529298796196541,https://www.tcgplayer.com/product/522760/sorcery-contested-realm-beta-beta-booster-box-case
Four Waters of Paradise Foil,Arthurian Legends,Foil,Unique,219.67,215.57,-4.099999999999994,-1.8664360176628554,https://www.tcgplayer.com/product/585246/sorcery-contested-realm-arthurian-legends-four-waters-of-paradise-foil
Key to the City,Gothic,Standard,Unique,28.18,32.06,3.8800000000000026,13.768630234208668,https://www.tcgplayer.com/product/667372/sorcery-contested-realm-gothic-key-to-the-city
Sea of Ash Foil,Gothic,Foil,Unique,99.71,96.35,-3.3599999999999994,-3.369772339785377,https://www.tcgplayer.com/product/667604/sorcery-contested-realm-gothic-sea-of-ash-foil
Panorama Manticore Foil,Beta,Foil,Elite,15.92,12.72,-3.1999999999999993,-20.10050251256281,https://www.tcgplayer.com/product/523549/sorcery-contested-realm-beta-panorama-manticore-foil
Sorcerer Store Alternate Art Promo Foil,Arthurian Legends Promo,Foil,Promo,133.39,135.51,2.1200000000000045,1.5893245370717481,https://www.tcgplayer.com/product/607962/sorcery-contested-realm-arthurian-legends-promo-sorcerer-store-alternate-art-promo-foil
The Empyrean Foil,Gothic,Foil,Unique,175.0,173.0,-2.0,-1.1428571428571428,https://www.tcgplayer.com/product/667695/sorcery-contested-realm-gothic-the-empyrean-foil
Diluvian Kraken Foil,Beta,Foil,Elite,10.08,8.38,-1.6999999999999993,-16.865079365079357,https://www.tcgplayer.com/product/523143/sorcery-contested-realm-beta-diluvian-kraken-foil
Kettletop Leprechaun Foil,Arthurian Legends,Foil,Ordinary,10.06,8.62,-1.4400000000000013,-14.314115308151104,https://www.tcgplayer.com/product/585302/sorcery-contested-realm-arthurian-legends-kettletop-leprechaun-foil
Boudicca Foil,Arthurian Legends,Foil,Unique,101.91,100.76,-1.1499999999999915,-1.1284466686291743,https://www.tcgplayer.com/product/585170/sorcery-contested-realm-arthurian-legends-boudicca-foil
Pathfinder Foil,Beta,Foil,Unique,111.9,112.78,0.8799999999999955,0.7864164432529002,https://www.tcgplayer.com/product/523553/sorcery-contested-realm-beta-pathfinder-foil
Blink Foil Misprint,Beta,Foil,Ordinary,17.38,18.19,0.8100000000000023,4.6605293440736615,https://www.tcgplayer.com/product/522862/sorcery-contested-realm-beta-blink-foil-misprint
Maiden Mother Crone,Gothic,Standard,Unique,59.21,58.43,-0.7800000000000011,-1.3173450430670515,https://www.tcgplayer.com/product/667418/sorcery-contested-realm-gothic-maiden-mother-crone
Prophets of Doom Preconstructed Decks,Gothic,Standard,,37.88,38.61,0.7299999999999969,1.9271383315733814,https://www.tcgplayer.com/product/656589/sorcery-contested-realm-gothic-prophets-of-doom-preconstructed-decks
Gothic Booster Box,Gothic,Standard,,178.33,177.63,-0.700000000000017,-0.39253070150844893,https://www.tcgplayer.com/product/656591/sorcery-contested-realm-gothic-gothic-booster-box
Archangel Michael,Gothic,Standard,Unique,47.13,47.81,0.6799999999999997,1.4428177381710157,https://www.tcgplayer.com/product/666957/sorcery-contested-realm-gothic-archangel-michael
Amethyst Core,Alpha,Standard,Unique,77.18,77.86,0.6799999999999926,0.8810572687224574,https://www.tcgplayer.com/product/521565/sorcery-contested-realm-alpha-amethyst-core
Infiltrate Foil,Beta,Foil,Elite,33.05,33.6,0.5500000000000043,1.6641452344932053,https://www.tcgplayer.com/product/523372/sorcery-contested-realm-beta-infiltrate-foil
