name,expansion,finish,rarity,Prev Price ($),Curr Price ($),change ($),change (%),art_link
Vile Imp Foil,Alpha,Foil,Ordinary,254.33,287.2,32.869999999999976,12.924153658632475,https://www.tcgplayer.com/product/522451/sorcery-contested-realm-alpha-vile-imp-foil
Gothic Booster Case,Gothic,Standard,,1009.0,995.0,-14.0,-1.3875123885034688,https://www.tcgplayer.com/product/656592/sorcery-contested-realm-gothic-gothic-booster-case
River Rapids Foil,Gothic,Foil,Elite,69.27,77.82,8.549999999999997,12.343005630142915,https://www.tcgplayer.com/product/667580/sorcery-contested-realm-gothic-river-rapids-foil
Ring of Morrigan Foil,Arthurian Legends,Foil,Unique,592.22,599.53,7.309999999999945,1.2343385903886976,https://www.tcgplayer.com/product/585401/sorcery-contested-realm-arthurian-legends-ring-of-morrigan-foil
The Four Elementals Preconstructed Deck Fire,Alpha,Standard,,116.34,112.51,-3.8299999999999983,-3.292074952724771,https://www.tcgplayer.com/product/521508/sorcery-contested-realm-alpha-the-four-elementals-preconstructed-deck-fire
The Green Knight Foil,Arthurian Legends,Foil,Unique,127.0,130.06,3.0600000000000023,2.4094488188976393,https://www.tcgplayer.com/product/585503/sorcery-contested-realm-arthurian-legends-the-green-knight-foil
The Doom of Dilmun Foil,Gothic,Foil,Unique,113.53,116.42,2.8900000000000006,2.5455826653747913,https://www.tcgplayer.com/product/667693/sorcery-contested-realm-gothic-the-doom-of-dilmun-foil
Abaddon Succubus Foil,Gothic,Foil,Elite,115.25,117.55,2.299999999999997,1.9956616052060714,https://www.tcgplayer.com/product/666918/sorcery-contested-realm-gothic-abaddon-succubus-foil
Avatar of Earth Preconstructed Deck,Alpha,Standard,Elite,220.27,222.11,1.8400000000000034,0.8353384482680362,https://www.tcgplayer.com/product/521526/sorcery-contested-realm-alpha-avatar-of-earth-preconstructed-deck
Shrine of the Dragonlord,Dragonlord,Standard,Unique,81.38,83.12,1.740000000000009,2.1381174735807433,https://www.tcgplayer.com/product/647361/sorcery-contested-realm-dragonlord-shrine-of-the-dragonlord
Plague of Frogs Foil,Beta,Foil,Unique,62.34,63.94,1.5999999999999943,2.566570420275897,https://www.tcgplayer.com/product/523139/sorcery-contested-realm-beta-plague-of-frogs-foil
Pathfinder Foil,Beta,Foil,Unique,127.94,129.21,1.2700000000000102,0.9926528060028219,https://www.tcgplayer.com/product/523553/sorcery-contested-realm-beta-pathfinder-foil
Draco Corvus Foil,Dragonlord,Foil,Unique,119.03,120.29,1.2600000000000051,1.0585566663866295,https://www.tcgplayer.com/product/647349/sorcery-contested-realm-dragonlord-draco-corvus-foil
Talamh Dreig,Dragonlord,Standard,Unique,34.94,36.12,1.1799999999999997,3.3772180881511153,https://www.tcgplayer.com/product/645185/sorcery-contested-realm-dragonlord-talamh-dreig
Key to the City,Gothic,Standard,Unique,62.23,63.39,1.1600000000000037,1.8640527076972582,https://www.tcgplayer.com/product/667372/sorcery-contested-realm-gothic-key-to-the-city
Vatn Draconis,Dragonlord,Standard,Unique,47.04,45.88,-1.1599999999999966,-2.4659863945578158,https://www.tcgplayer.com/product/647357/sorcery-contested-realm-dragonlord-vatn-draconis
Morgana le Fay,Arthurian Legends,Standard,Unique,89.65,88.63,-1.0200000000000102,-1.1377579475739097,https://www.tcgplayer.com/product/585346/sorcery-contested-realm-arthurian-legends-morgana-le-fay
Boudicca Foil,Arthurian Legends,Foil,Unique,109.53,110.49,0.9599999999999937,0.8764721993974196,https://www.tcgplayer.com/product/585170/sorcery-contested-realm-arthurian-legends-boudicca-foil
Persecutor,Dust Reward Promos,Standard,,164.89,164.03,-0.8599999999999852,-0.5215598277639549,https://www.tcgplayer.com/product/678678/sorcery-contested-realm-dust-reward-promos-persecutor
Old Mortimers Den Foil,Gothic,Foil,Unique,53.21,54.01,0.7999999999999972,1.5034767900770478,https://www.tcgplayer.com/product/667493/sorcery-contested-realm-gothic-old-mortimers-den-foil
