name,expansion,finish,rarity,Prev Price ($),Curr Price ($),change ($),change (%),art_link
Garden of Eden Foil,Gothic,Foil,Unique,150.33,157.75,7.4199999999999875,4.935807889310175,https://www.tcgplayer.com/product/667243/sorcery-contested-realm-gothic-garden-of-eden-foil
Draco Corvus Foil,Dragonlord,Foil,Unique,137.65,131.38,-6.27000000000001,-4.555030875408653,https://www.tcgplayer.com/product/647349/sorcery-contested-realm-dragonlord-draco-corvus-foil
Master Necromancer Foil,Gothic,Foil,Elite,56.67,52.83,-3.8400000000000034,-6.776071995764961,https://www.tcgplayer.com/product/667429/sorcery-contested-realm-gothic-master-necromancer-foil
Survivors of Serava Foil,Gothic,Foil,Ordinary,27.41,31.17,3.7600000000000016,13.717621306092672,https://www.tcgplayer.com/product/667677/sorcery-contested-realm-gothic-survivors-of-serava-foil
Dragonlord Box,Dragonlord,Standard,,238.69,241.89,3.1999999999999886,1.3406510536679328,https://www.tcgplayer.com/product/641955/sorcery-contested-realm-dragonlord-dragonlord-box
Questing Beast Foil,Arthurian Legends,Foil,Unique,68.84,71.48,2.6400000000000006,3.8349796629866364,https://www.tcgplayer.com/product/585383/sorcery-contested-realm-arthurian-legends-questing-beast-foil
Ring of Morrigan,Arthurian Legends,Standard,Unique,166.94,164.32,-2.6200000000000045,-1.569426141128552,https://www.tcgplayer.com/product/585400/sorcery-contested-realm-arthurian-legends-ring-of-morrigan
Xeraphine Konrul Foil,Dragonlord,Foil,Unique,99.53,97.11,-2.4200000000000017,-2.431427710238121,https://www.tcgplayer.com/product/647347/sorcery-contested-realm-dragonlord-xeraphine-konrul-foil
Beta Booster Box,Beta,Standard,,136.67,139.06,2.390000000000015,1.7487378356625556,https://www.tcgplayer.com/product/522759/sorcery-contested-realm-beta-beta-booster-box
Char Omphalos,Gothic,Standard,Unique,60.1,58.35,-1.75,-2.9118136439267883,https://www.tcgplayer.com/product/667060/sorcery-contested-realm-gothic-char-omphalos
Merlins Tower Foil,Arthurian Legends,Foil,Unique,63.97,62.28,-1.6899999999999977,-2.6418633734563044,https://www.tcgplayer.com/product/585339/sorcery-contested-realm-arthurian-legends-merlins-tower-foil
Evil Twin Foil,Gothic,Foil,Unique,58.99,57.52,-1.4699999999999989,-2.4919477877606355,https://www.tcgplayer.com/product/667193/sorcery-contested-realm-gothic-evil-twin-foil
Gothic Booster Box,Gothic,Standard,,157.01,155.59,-1.4199999999999875,-0.9044009935672809,https://www.tcgplayer.com/product/656591/sorcery-contested-realm-gothic-gothic-booster-box
City of Souls Foil,Gothic,Foil,Unique,79.89,81.22,1.3299999999999983,1.6647890849918616,https://www.tcgplayer.com/product/667071/sorcery-contested-realm-gothic-city-of-souls-foil
Book of the Dead,Gothic,Standard,Unique,21.45,22.58,1.129999999999999,5.268065268065263,https://www.tcgplayer.com/product/667034/sorcery-contested-realm-gothic-book-of-the-dead
Plague of Frogs Foil,Beta,Foil,Unique,39.99,41.09,1.1000000000000014,2.750687671917983,https://www.tcgplayer.com/product/523139/sorcery-contested-realm-beta-plague-of-frogs-foil
Observatory Foil,Beta,Foil,Elite,37.8,36.75,-1.0499999999999972,-2.77777777777777,https://www.tcgplayer.com/product/523472/sorcery-contested-realm-beta-observatory-foil
Grigori Rasputin,Gothic,Standard,Unique,27.75,28.76,1.0100000000000016,3.6396396396396455,https://www.tcgplayer.com/product/667286/sorcery-contested-realm-gothic-grigori-rasputin
Blasted Oak Foil,Alpha,Foil,Unique,189.99,188.99,-1.0,-0.5263434917627243,https://www.tcgplayer.com/product/521796/sorcery-contested-realm-alpha-blasted-oak-foil
Feast for Crows Foil,Arthurian Legends,Foil,Unique,59.45,58.52,-0.9299999999999997,-1.564339781328847,https://www.tcgplayer.com/product/585227/sorcery-contested-realm-arthurian-legends-feast-for-crows-foil
