name,expansion,finish,rarity,Prev Price ($),Curr Price ($),change ($),change (%),art_link
Necromancer,Dust Reward Promos,Standard,Ordinary,140.0,167.5,27.5,19.642857142857142,https://www.tcgplayer.com/product/678674/sorcery-contested-realm-dust-reward-promos-necromancer
The Colour Out of Space,Dust Reward Promos,Foil,Unique,222.5,199.99,-22.50999999999999,-10.116853932584267,https://www.tcgplayer.com/product/550753/sorcery-contested-realm-dust-reward-promos-the-colour-out-of-space
Shrine of the Dragonlord Foil,Dragonlord,Foil,Unique,254.0,238.85,-15.150000000000006,-5.96456692913386,https://www.tcgplayer.com/product/647362/sorcery-contested-realm-dragonlord-shrine-of-the-dragonlord-foil
Thing in the Ice Foil,Gothic,Foil,Unique,119.95,104.98,-14.969999999999999,-12.48020008336807,https://www.tcgplayer.com/product/667713/sorcery-contested-realm-gothic-thing-in-the-ice-foil
Ether Core Foil,Gothic,Foil,Unique,328.49,315.12,-13.370000000000005,-4.070139121434443,https://www.tcgplayer.com/product/667191/sorcery-contested-realm-gothic-ether-core-foil
Pied Piper of Hameln Foil,Gothic,Foil,Unique,94.73,106.84,12.11,12.783701045075476,https://www.tcgplayer.com/product/667530/sorcery-contested-realm-gothic-pied-piper-of-hameln-foil
Avatar of Air Preconstructed Deck,Alpha,Standard,Elite,279.37,290.93,11.560000000000002,4.137881662311631,https://www.tcgplayer.com/product/521519/sorcery-contested-realm-alpha-avatar-of-air-preconstructed-deck
Ruins Foil,Beta,Foil,Exceptional,74.19,63.61,-10.579999999999998,-14.260682032618949,https://www.tcgplayer.com/product/523579/sorcery-contested-realm-beta-ruins-foil
Avatar of Fire Foil,Alpha,Foil,Elite,699.99,689.99,-10.0,-1.4285918370262431,https://www.tcgplayer.com/product/521528/sorcery-contested-realm-alpha-avatar-of-fire-foil
Abaddon Succubus Foil,Gothic,Foil,Elite,64.17,71.68,7.510000000000005,11.703288140875806,https://www.tcgplayer.com/product/666918/sorcery-contested-realm-gothic-abaddon-succubus-foil
Witch Foil,Arthurian Legends,Foil,Unique,270.26,276.97,6.710000000000036,2.4827943461851687,https://www.tcgplayer.com/product/585563/sorcery-contested-realm-arthurian-legends-witch-foil
Steppe Foil,Beta,Foil,Exceptional,38.18,33.14,-5.039999999999999,-13.200628601361966,https://www.tcgplayer.com/product/523371/sorcery-contested-realm-beta-steppe-foil
Temple of Moloch Foil,Gothic,Foil,Unique,163.0,167.0,4.0,2.4539877300613497,https://www.tcgplayer.com/product/667685/sorcery-contested-realm-gothic-temple-of-moloch-foil
Arthurian Legends Booster Box,Arthurian Legends,Standard,,125.52,128.86,3.3400000000000176,2.6609305289993768,https://www.tcgplayer.com/product/563830/sorcery-contested-realm-arthurian-legends-arthurian-legends-booster-box
Caerleon Upon Usk Foil,Arthurian Legends,Foil,Unique,89.3,92.04,2.740000000000009,3.0683090705487226,https://www.tcgplayer.com/product/585185/sorcery-contested-realm-arthurian-legends-caerleon-upon-usk-foil
Onyx Core Foil,Beta,Foil,Unique,195.48,192.91,-2.569999999999993,-1.314712502557803,https://www.tcgplayer.com/product/523509/sorcery-contested-realm-beta-onyx-core-foil
Joyous Garde Foil,Arthurian Legends,Foil,Unique,170.47,172.41,1.9399999999999977,1.1380301519328901,https://www.tcgplayer.com/product/585294/sorcery-contested-realm-arthurian-legends-joyous-garde-foil
Tintagel Foil,Arthurian Legends,Foil,Unique,153.0,154.87,1.8700000000000045,1.2222222222222252,https://www.tcgplayer.com/product/585517/sorcery-contested-realm-arthurian-legends-tintagel-foil
Bladedancer Foil,Gothic,Foil,,39.54,41.41,1.8699999999999974,4.72938796155791,https://www.tcgplayer.com/product/667005/sorcery-contested-realm-gothic-bladedancer-foil
Archangel Raphael,Gothic,Standard,Unique,29.87,31.45,1.5799999999999983,5.289588215600931,https://www.tcgplayer.com/product/666959/sorcery-contested-realm-gothic-archangel-raphael
