name,expansion,finish,rarity,Prev Price ($),Curr Price ($),change ($),change (%),art_link
Draconian Bonekite Foil,Gothic,Foil,Unique,127.18,98.38,-28.80000000000001,-22.645069979556542,https://www.tcgplayer.com/product/667155/sorcery-contested-realm-gothic-draconian-bonekite-foil
Imposter Foil,Gothic,Foil,,338.63,355.96,17.329999999999984,5.1176800637864295,https://www.tcgplayer.com/product/667351/sorcery-contested-realm-gothic-imposter-foil
Kiss of Judas Foil,Gothic,Foil,Unique,199.44,182.58,-16.859999999999985,-8.453670276774963,https://www.tcgplayer.com/product/667381/sorcery-contested-realm-gothic-kiss-of-judas-foil
Morgana le Fay Foil,Arthurian Legends,Foil,Unique,337.46,353.85,16.390000000000043,4.856871925561561,https://www.tcgplayer.com/product/585347/sorcery-contested-realm-arthurian-legends-morgana-le-fay-foil
Vatn Draconis Foil,Dragonlord,Foil,Unique,153.33,166.85,13.519999999999982,8.817582990934573,https://www.tcgplayer.com/product/647358/sorcery-contested-realm-dragonlord-vatn-draconis-foil
Dragonlord Box,Dragonlord,Standard,,401.58,409.42,7.840000000000032,1.952288460580714,https://www.tcgplayer.com/product/641955/sorcery-contested-realm-dragonlord-dragonlord-box
Ring of Morrigan,Arthurian Legends,Standard,Unique,215.09,222.63,7.539999999999992,3.5055093216792934,https://www.tcgplayer.com/product/585400/sorcery-contested-realm-arthurian-legends-ring-of-morrigan
Dragonlord Foil,Dragonlord,Foil,Unique,391.39,386.06,-5.329999999999984,-1.3618130253711092,https://www.tcgplayer.com/product/647342/sorcery-contested-realm-dragonlord-dragonlord-foil
Black Mass Foil,Gothic,Foil,Unique,127.98,122.74,-5.240000000000009,-4.094389748398195,https://www.tcgplayer.com/product/667001/sorcery-contested-realm-gothic-black-mass-foil
Pact with the Devil Foil,Alpha,Foil,Unique,257.18,261.63,4.449999999999989,1.730305622521187,https://www.tcgplayer.com/product/522523/sorcery-contested-realm-alpha-pact-with-the-devil-foil
The Rack Foil,Gothic,Foil,Unique,121.47,117.74,-3.730000000000004,-3.0707170494772407,https://www.tcgplayer.com/product/667709/sorcery-contested-realm-gothic-the-rack-foil
Balor of the Evil Eye,Gothic,Standard,Unique,38.67,41.75,3.0799999999999983,7.964830618050163,https://www.tcgplayer.com/product/666979/sorcery-contested-realm-gothic-balor-of-the-evil-eye
Asmodeus Foil,Gothic,Foil,Unique,102.57,105.37,2.8000000000000114,2.7298430340255546,https://www.tcgplayer.com/product/666970/sorcery-contested-realm-gothic-asmodeus-foil
Pathfinder Foil,Beta,Foil,Unique,120.32,123.12,2.8000000000000114,2.3271276595744776,https://www.tcgplayer.com/product/523553/sorcery-contested-realm-beta-pathfinder-foil
City of Glass Foil,Gothic,Foil,Unique,107.28,104.5,-2.780000000000001,-2.591349739000747,https://www.tcgplayer.com/product/667067/sorcery-contested-realm-gothic-city-of-glass-foil
Sow the Earth Foil,Gothic,Foil,Unique,55.88,58.39,2.509999999999998,4.491768074445236,https://www.tcgplayer.com/product/667655/sorcery-contested-realm-gothic-sow-the-earth-foil
Returned King,Gothic,Standard,Unique,34.16,35.84,1.6800000000000068,4.9180327868852665,https://www.tcgplayer.com/product/667571/sorcery-contested-realm-gothic-returned-king
Ruby Core Foil,Beta,Foil,Unique,119.8,121.3,1.5,1.2520868113522539,https://www.tcgplayer.com/product/523577/sorcery-contested-realm-beta-ruby-core-foil
Merlins Tower Foil,Arthurian Legends,Foil,Unique,44.55,46.03,1.480000000000004,3.3221099887766647,https://www.tcgplayer.com/product/585339/sorcery-contested-realm-arthurian-legends-merlins-tower-foil
Rhongomyniad Foil,Arthurian Legends,Foil,Unique,43.63,42.2,-1.4299999999999997,-3.277561311024524,https://www.tcgplayer.com/product/585397/sorcery-contested-realm-arthurian-legends-rhongomyniad-foil
