name,expansion,finish,rarity,Prev Price ($),Curr Price ($),change ($),change (%),art_link
Vile Imp Foil,Alpha,Foil,Ordinary,136.73,158.4,21.670000000000016,15.848753016894623,https://www.tcgplayer.com/product/522451/sorcery-contested-realm-alpha-vile-imp-foil
Ring of Morrigan Foil,Arthurian Legends,Foil,Unique,493.13,486.33,-6.800000000000011,-1.3789467280433174,https://www.tcgplayer.com/product/585401/sorcery-contested-realm-arthurian-legends-ring-of-morrigan-foil
Amethyst Core Foil,Beta,Foil,Unique,310.83,305.23,-5.599999999999966,-1.8016278994948898,https://www.tcgplayer.com/product/522861/sorcery-contested-realm-beta-amethyst-core-foil
The Void Foil,Gothic,Foil,Unique,145.36,140.24,-5.1200000000000045,-3.5222894881673112,https://www.tcgplayer.com/product/667711/sorcery-contested-realm-gothic-the-void-foil
Corruptor Foil,Gothic,Foil,,53.11,48.17,-4.939999999999998,-9.30144982112596,https://www.tcgplayer.com/product/667087/sorcery-contested-realm-gothic-corruptor-foil
Onyx Core Foil,Beta,Foil,Unique,198.15,195.07,-3.0800000000000125,-1.554377996467329,https://www.tcgplayer.com/product/523509/sorcery-contested-realm-beta-onyx-core-foil
Four Waters of Paradise Foil,Arthurian Legends,Foil,Unique,215.57,212.5,-3.069999999999993,-1.4241313726399747,https://www.tcgplayer.com/product/585246/sorcery-contested-realm-arthurian-legends-four-waters-of-paradise-foil
Fields of Camlann Foil,Arthurian Legends,Foil,Unique,106.12,108.74,2.6199999999999903,2.468903128533726,https://www.tcgplayer.com/product/585231/sorcery-contested-realm-arthurian-legends-fields-of-camlann-foil
Salt the Earth Foil,Gothic,Foil,Unique,66.79,64.25,-2.5400000000000063,-3.802964515646064,https://www.tcgplayer.com/product/667592/sorcery-contested-realm-gothic-salt-the-earth-foil
Camelot Foil,Arthurian Legends,Foil,Unique,56.25,53.92,-2.3299999999999983,-4.14222222222222,https://www.tcgplayer.com/product/585187/sorcery-contested-realm-arthurian-legends-camelot-foil
Ruins Foil,Beta,Foil,Exceptional,76.44,74.19,-2.25,-2.9434850863422293,https://www.tcgplayer.com/product/523579/sorcery-contested-realm-beta-ruins-foil
Satanic Panic Foil,Gothic,Foil,Unique,61.21,59.18,-2.030000000000001,-3.3164515602025832,https://www.tcgplayer.com/product/667594/sorcery-contested-realm-gothic-satanic-panic-foil
Key to the City,Gothic,Standard,Unique,39.77,41.57,1.7999999999999972,4.526024641689708,https://www.tcgplayer.com/product/667372/sorcery-contested-realm-gothic-key-to-the-city
Aquamarine Core Foil,Beta,Foil,Unique,231.64,229.88,-1.759999999999991,-0.7597996891728506,https://www.tcgplayer.com/product/522892/sorcery-contested-realm-beta-aquamarine-core-foil
Pillar of Zeiros Foil,Beta,Foil,Unique,63.55,61.87,-1.6799999999999997,-2.643587726199842,https://www.tcgplayer.com/product/523601/sorcery-contested-realm-beta-pillar-of-zeiros-foil
River of Flame Foil,Beta,Foil,Unique,84.98,83.31,-1.6700000000000017,-1.9651682748882109,https://www.tcgplayer.com/product/523514/sorcery-contested-realm-beta-river-of-flame-foil
Archangel Michael,Gothic,Standard,Unique,60.58,62.23,1.6499999999999986,2.7236711786067986,https://www.tcgplayer.com/product/666957/sorcery-contested-realm-gothic-archangel-michael
Mix Aqua Foil,Beta,Foil,Elite,31.22,29.88,-1.3399999999999999,-4.292120435618193,https://www.tcgplayer.com/product/523540/sorcery-contested-realm-beta-mix-aqua-foil
Bodach Bogeyman Foil,Gothic,Foil,Unique,57.82,56.52,-1.2999999999999972,-2.248356969906602,https://www.tcgplayer.com/product/667025/sorcery-contested-realm-gothic-bodach-bogeyman-foil
Wild Fanatic Foil,Gothic,Foil,Ordinary,4.18,5.44,1.2600000000000007,30.143540669856478,https://www.tcgplayer.com/product/667767/sorcery-contested-realm-gothic-wild-fanatic-foil
