name,expansion,finish,rarity,Prev Price ($),Curr Price ($),change ($),change (%),art_link
Aino Foil,Gothic,Foil,Unique,288.42,339.87,51.44999999999999,17.838568753900557,https://www.tcgplayer.com/product/666933/sorcery-contested-realm-gothic-aino-foil
The Doom of Dilmun Foil,Gothic,Foil,Unique,116.42,138.11,21.690000000000012,18.63081944683045,https://www.tcgplayer.com/product/667693/sorcery-contested-realm-gothic-the-doom-of-dilmun-foil
Dragonlord Foil,Dragonlord,Foil,Unique,481.81,498.34,16.529999999999973,3.4308129760693995,https://www.tcgplayer.com/product/647342/sorcery-contested-realm-dragonlord-dragonlord-foil
Necromancer,Dust Reward Promos,Standard,Ordinary,232.15,242.85,10.699999999999989,4.609088951109191,https://www.tcgplayer.com/product/678674/sorcery-contested-realm-dust-reward-promos-necromancer
The Rack Foil,Gothic,Foil,Unique,115.89,126.2,10.310000000000002,8.896367244801107,https://www.tcgplayer.com/product/667709/sorcery-contested-realm-gothic-the-rack-foil
Ruler of Thul Foil,Beta,Foil,Unique,39.14,46.66,7.519999999999996,19.213081246806325,https://www.tcgplayer.com/product/523582/sorcery-contested-realm-beta-ruler-of-thul-foil
Magician Foil,Gothic,Foil,,397.92,391.3,-6.6200000000000045,-1.6636509851226389,https://www.tcgplayer.com/product/667417/sorcery-contested-realm-gothic-magician-foil
Dragonlord Box,Dragonlord,Standard,,479.83,486.03,6.199999999999989,1.2921242940207966,https://www.tcgplayer.com/product/641955/sorcery-contested-realm-dragonlord-dragonlord-box
Imposter Foil,Gothic,Foil,,356.4,362.4,6.0,1.6835016835016834,https://www.tcgplayer.com/product/667351/sorcery-contested-realm-gothic-imposter-foil
The Void Foil,Gothic,Foil,Unique,141.45,146.27,4.820000000000022,3.4075645104277283,https://www.tcgplayer.com/product/667711/sorcery-contested-realm-gothic-the-void-foil
Eriks Curiosa,Alpha,Standard,Unique,339.61,344.37,4.759999999999991,1.4016077265098175,https://www.tcgplayer.com/product/521847/sorcery-contested-realm-alpha-eriks-curiosa
Cerberus in Chains Foil,Beta,Foil,Unique,22.74,27.41,4.670000000000002,20.53649956024627,https://www.tcgplayer.com/product/522935/sorcery-contested-realm-beta-cerberus-in-chains-foil
Avatar of Earth Preconstructed Deck,Alpha,Standard,Elite,222.11,226.77,4.659999999999997,2.0980595200576277,https://www.tcgplayer.com/product/521526/sorcery-contested-realm-alpha-avatar-of-earth-preconstructed-deck
Yog Sothoth Foil,Gothic,Foil,Unique,43.59,47.54,3.9499999999999957,9.061711401697627,https://www.tcgplayer.com/product/667779/sorcery-contested-realm-gothic-yog-sothoth-foil
Ether Core Foil,Gothic,Foil,Unique,254.09,257.95,3.859999999999985,1.519146759022388,https://www.tcgplayer.com/product/667191/sorcery-contested-realm-gothic-ether-core-foil
Whirling Blades Foil,Beta,Foil,Exceptional,29.71,32.19,2.479999999999997,8.347357791989218,https://www.tcgplayer.com/product/522809/sorcery-contested-realm-beta-whirling-blades-foil
Tadpole Pool Preconstructed Deck,Alpha,Standard,Unique,5.16,7.58,2.42,46.89922480620155,https://www.tcgplayer.com/product/522520/sorcery-contested-realm-alpha-tadpole-pool-preconstructed-deck
Sow the Earth Foil,Gothic,Foil,Unique,56.02,58.39,2.3699999999999974,4.230631917172434,https://www.tcgplayer.com/product/667655/sorcery-contested-realm-gothic-sow-the-earth-foil
Kiss of Judas Foil,Gothic,Foil,Unique,165.0,162.87,-2.1299999999999955,-1.2909090909090881,https://www.tcgplayer.com/product/667381/sorcery-contested-realm-gothic-kiss-of-judas-foil
Felbog Frog Men Foil,Alpha,Foil,Exceptional,13.9,15.85,1.9499999999999993,14.028776978417259,https://www.tcgplayer.com/product/522113/sorcery-contested-realm-alpha-felbog-frog-men-foil
