name,expansion,finish,rarity,Prev Price ($),Curr Price ($),change ($),change (%),art_link
Alpha Booster Box,Alpha,Standard,,1164.56,1189.44,24.88000000000011,2.1364292093151156,https://www.tcgplayer.com/product/521581/sorcery-contested-realm-alpha-alpha-booster-box
Asmodeus Foil,Gothic,Foil,Unique,95.5,102.57,7.069999999999993,7.403141361256537,https://www.tcgplayer.com/product/666970/sorcery-contested-realm-gothic-asmodeus-foil
Sturmgeist Foil,Gothic,Foil,Elite,30.91,35.73,4.819999999999997,15.593659010029107,https://www.tcgplayer.com/product/667673/sorcery-contested-realm-gothic-sturmgeist-foil
Avatar of Air Preconstructed Deck,Alpha,Standard,Elite,297.2,301.9,4.699999999999989,1.5814266487213962,https://www.tcgplayer.com/product/521519/sorcery-contested-realm-alpha-avatar-of-air-preconstructed-deck
Witch Foil,Arthurian Legends,Foil,Unique,276.16,279.13,2.9699999999999704,1.075463499420615,https://www.tcgplayer.com/product/585563/sorcery-contested-realm-arthurian-legends-witch-foil
Peasant Revolt Foil,Arthurian Legends,Foil,Unique,45.69,42.77,-2.9199999999999946,-6.390895163055362,https://www.tcgplayer.com/product/585357/sorcery-contested-realm-arthurian-legends-peasant-revolt-foil
Courtesan Thais,Alpha,Standard,Unique,289.41,292.29,2.8799999999999955,0.9951280190732853,https://www.tcgplayer.com/product/522109/sorcery-contested-realm-alpha-courtesan-thais
Blaze of Glory Foil,Gothic,Foil,Unique,58.79,61.66,2.8699999999999974,4.881782616091168,https://www.tcgplayer.com/product/667011/sorcery-contested-realm-gothic-blaze-of-glory-foil
Aquamarine Core Foil,Beta,Foil,Unique,227.82,230.6,2.780000000000001,1.2202616100430168,https://www.tcgplayer.com/product/522892/sorcery-contested-realm-beta-aquamarine-core-foil
White Hart Foil,Arthurian Legends,Foil,Unique,67.54,64.81,-2.730000000000004,-4.042049156055676,https://www.tcgplayer.com/product/585559/sorcery-contested-realm-arthurian-legends-white-hart-foil
Fields of Camlann Foil,Arthurian Legends,Foil,Unique,101.0,102.89,1.8900000000000006,1.8712871287128718,https://www.tcgplayer.com/product/585231/sorcery-contested-realm-arthurian-legends-fields-of-camlann-foil
Ruins Foil,Beta,Foil,Exceptional,57.8,59.48,1.6799999999999997,2.9065743944636675,https://www.tcgplayer.com/product/523579/sorcery-contested-realm-beta-ruins-foil
Ruby Core Foil,Beta,Foil,Unique,114.13,115.57,1.4399999999999977,1.2617190922632067,https://www.tcgplayer.com/product/523577/sorcery-contested-realm-beta-ruby-core-foil
Imposter Foil,Gothic,Foil,,337.21,338.63,1.420000000000016,0.4211025770291557,https://www.tcgplayer.com/product/667351/sorcery-contested-realm-gothic-imposter-foil
Thunderstorm Foil,Alpha,Foil,Exceptional,28.65,29.97,1.3200000000000003,4.6073298429319385,https://www.tcgplayer.com/product/522560/sorcery-contested-realm-alpha-thunderstorm-foil
The Manor at Daperyll Hill,Gothic,Standard,Unique,17.32,16.04,-1.2800000000000011,-7.390300230946889,https://www.tcgplayer.com/product/667704/sorcery-contested-realm-gothic-the-manor-at-daperyll-hill
Ironclad Foil,Gothic,Foil,,106.32,105.06,-1.259999999999991,-1.1851015801354317,https://www.tcgplayer.com/product/667367/sorcery-contested-realm-gothic-ironclad-foil
Heat Ray Foil,Alpha,Foil,Ordinary,8.86,7.61,-1.2499999999999991,-14.108352144469515,https://www.tcgplayer.com/product/521889/sorcery-contested-realm-alpha-heat-ray-foil
Interrogator Foil,Gothic,Foil,,82.26,81.05,-1.210000000000008,-1.470945781667892,https://www.tcgplayer.com/product/667359/sorcery-contested-realm-gothic-interrogator-foil
Sir Gareth Foil,Arthurian Legends,Foil,Unique,29.65,28.45,-1.1999999999999993,-4.047217537942662,https://www.tcgplayer.com/product/585435/sorcery-contested-realm-arthurian-legends-sir-gareth-foil
