name,expansion,finish,rarity,Prev Price ($),Curr Price ($),change ($),change (%),art_link
Vile Imp Foil,Alpha,Foil,Ordinary,150.33,176.8,26.47,17.607929222377432,https://www.tcgplayer.com/product/522451/sorcery-contested-realm-alpha-vile-imp-foil
Alpha Booster Box,Alpha,Standard,,1350.17,1376.17,26.0,1.9256834324566534,https://www.tcgplayer.com/product/521581/sorcery-contested-realm-alpha-alpha-booster-box
Death Dealer,Alpha,Standard,Unique,399.32,418.14,18.819999999999993,4.713012120605027,https://www.tcgplayer.com/product/521562/sorcery-contested-realm-alpha-death-dealer
Shrine of the Dragonlord,Dragonlord,Standard,Unique,50.37,55.94,5.57,11.058169545364304,https://www.tcgplayer.com/product/647361/sorcery-contested-realm-dragonlord-shrine-of-the-dragonlord
Ring of Morrigan,Arthurian Legends,Standard,Unique,202.19,206.03,3.8400000000000034,1.899203719273952,https://www.tcgplayer.com/product/585400/sorcery-contested-realm-arthurian-legends-ring-of-morrigan
Avatar of Fire Preconstructed Deck,Alpha,Standard,Elite,127.2,130.32,3.1199999999999903,2.4528301886792376,https://www.tcgplayer.com/product/521527/sorcery-contested-realm-alpha-avatar-of-fire-preconstructed-deck
Talamh Dreig Foil,Dragonlord,Foil,Unique,105.41,107.63,2.219999999999999,2.106062043449387,https://www.tcgplayer.com/product/647354/sorcery-contested-realm-dragonlord-talamh-dreig-foil
Sorcerer Store Alternate Art Promo Foil,Arthurian Legends Promo,Foil,Promo,145.82,143.7,-2.1200000000000045,-1.4538472088876728,https://www.tcgplayer.com/product/607962/sorcery-contested-realm-arthurian-legends-promo-sorcerer-store-alternate-art-promo-foil
Avatar of Water Preconstructed Deck,Alpha,Standard,Elite,141.3,143.38,2.079999999999984,1.4720452937013333,https://www.tcgplayer.com/product/521532/sorcery-contested-realm-alpha-avatar-of-water-preconstructed-deck
Blunderbore Foil,Arthurian Legends,Foil,Unique,28.54,26.48,-2.0599999999999987,-7.217939733707074,https://www.tcgplayer.com/product/585164/sorcery-contested-realm-arthurian-legends-blunderbore-foil
Ruby Core Foil,Beta,Foil,Unique,121.64,119.8,-1.8400000000000034,-1.5126603091088486,https://www.tcgplayer.com/product/523577/sorcery-contested-realm-beta-ruby-core-foil
Kythera Mechanism Foil,Beta,Foil,Unique,45.5,43.81,-1.6899999999999977,-3.7142857142857095,https://www.tcgplayer.com/product/523427/sorcery-contested-realm-beta-kythera-mechanism-foil
Nelly Longarms Foil,Arthurian Legends,Foil,Unique,50.63,52.24,1.6099999999999994,3.1799328461386516,https://www.tcgplayer.com/product/585351/sorcery-contested-realm-arthurian-legends-nelly-longarms-foil
Pudge Butcher,Dust Reward Promos,Standard,Exceptional,27.82,26.26,-1.5599999999999987,-5.607476635514014,https://www.tcgplayer.com/product/550748/sorcery-contested-realm-dust-reward-promos-pudge-butcher
Archangel Gabriel,Gothic,Standard,Unique,23.51,24.86,1.3499999999999979,5.742237345810284,https://www.tcgplayer.com/product/666955/sorcery-contested-realm-gothic-archangel-gabriel
Guile Sirens Pledge Pack,Alpha,Standard,Exceptional,26.71,27.99,1.2799999999999976,4.792212654436531,https://www.tcgplayer.com/product/530295/sorcery-contested-realm-alpha-guile-sirens-pledge-pack
Grandmaster Wizard Foil,Beta,Foil,Elite,29.62,30.87,1.25,4.2201215395003375,https://www.tcgplayer.com/product/523405/sorcery-contested-realm-beta-grandmaster-wizard-foil
Witch,Arthurian Legends,Standard,Unique,35.64,36.8,1.1599999999999966,3.254769921436578,https://www.tcgplayer.com/product/585562/sorcery-contested-realm-arthurian-legends-witch
Camelot Foil,Arthurian Legends,Foil,Unique,51.82,50.74,-1.0799999999999983,-2.084137398687762,https://www.tcgplayer.com/product/585187/sorcery-contested-realm-arthurian-legends-camelot-foil
Apply Alkahest Foil,Gothic,Foil,Elite,8.42,9.47,1.0500000000000007,12.470308788598583,https://www.tcgplayer.com/product/666952/sorcery-contested-realm-gothic-apply-alkahest-foil
