name,expansion,finish,rarity,Prev Price ($),Curr Price ($),change ($),change (%),art_link
Blink Foil Misprint,Beta,Foil,Ordinary,42.86,40.29,-2.5700000000000003,-5.996266915538965,https://www.tcgplayer.com/product/522862/sorcery-contested-realm-beta-blink-foil-misprint
Plague of Frogs Foil,Beta,Foil,Unique,85.42,87.54,2.1200000000000045,2.4818543666588675,https://www.tcgplayer.com/product/523139/sorcery-contested-realm-beta-plague-of-frogs-foil
Cradle of Etherrum Foil,Dragonlord,Foil,Unique,125.29,127.19,1.8999999999999915,1.5164817623114306,https://www.tcgplayer.com/product/647360/sorcery-contested-realm-dragonlord-cradle-of-etherrum-foil
Adtonitum Foil,Dragonlord,Foil,Unique,144.84,146.7,1.8599999999999852,1.2841756420878108,https://www.tcgplayer.com/product/647353/sorcery-contested-realm-dragonlord-adtonitum-foil
Rustic Village Foil,Alpha,Foil,Ordinary,19.37,20.93,1.5599999999999987,8.053691275167777,https://www.tcgplayer.com/product/522306/sorcery-contested-realm-alpha-rustic-village-foil
Gothic Booster Box,Gothic,Standard,,195.82,194.35,-1.4699999999999989,-0.7506894086405878,https://www.tcgplayer.com/product/656591/sorcery-contested-realm-gothic-gothic-booster-box
Returned King,Gothic,Standard,Unique,61.96,60.75,-1.2100000000000009,-1.952872821174953,https://www.tcgplayer.com/product/667571/sorcery-contested-realm-gothic-returned-king
Onyx Core Foil,Beta,Foil,Unique,177.2,178.35,1.1500000000000057,0.6489841986456014,https://www.tcgplayer.com/product/523509/sorcery-contested-realm-beta-onyx-core-foil
Avatar of Water Preconstructed Deck,Alpha,Standard,Elite,152.68,151.65,-1.0300000000000011,-0.6746135708671739,https://www.tcgplayer.com/product/521532/sorcery-contested-realm-alpha-avatar-of-water-preconstructed-deck
Mock Court,Dust Reward Promos,Standard,Promo,60.54,61.41,0.8699999999999974,1.4370664023785884,https://www.tcgplayer.com/product/708059/sorcery-contested-realm-dust-reward-promos-mock-court
Avatar of Air Preconstructed Deck,Alpha,Standard,Elite,372.66,371.85,-0.8100000000000023,-0.21735630333279726,https://www.tcgplayer.com/product/521519/sorcery-contested-realm-alpha-avatar-of-air-preconstructed-deck
Gothic Tower Foil,Alpha,Foil,Ordinary,27.55,28.33,0.7799999999999976,2.8312159709618787,https://www.tcgplayer.com/product/522082/sorcery-contested-realm-alpha-gothic-tower-foil
Pnakotic Manuscript Foil,Beta,Foil,Unique,43.51,44.26,0.75,1.7237416685819351,https://www.tcgplayer.com/product/523153/sorcery-contested-realm-beta-pnakotic-manuscript-foil
Lone Tower Foil,Alpha,Foil,Ordinary,23.88,24.41,0.5300000000000011,2.2194304857621487,https://www.tcgplayer.com/product/522015/sorcery-contested-realm-alpha-lone-tower-foil
Nelly Longarms Foil,Arthurian Legends,Foil,Unique,65.57,65.08,-0.4899999999999949,-0.7472929693457296,https://www.tcgplayer.com/product/585351/sorcery-contested-realm-arthurian-legends-nelly-longarms-foil
Dormant Monstrosity Foil,Gothic,Foil,Elite,17.39,16.95,-0.4400000000000013,-2.5301897642323246,https://www.tcgplayer.com/product/667153/sorcery-contested-realm-gothic-dormant-monstrosity-foil
Gigantism Foil,Beta,Foil,Unique,36.19,36.62,0.4299999999999997,1.1881735285990598,https://www.tcgplayer.com/product/523350/sorcery-contested-realm-beta-gigantism-foil
Pact with the Devil Foil,Beta,Foil,Unique,33.96,33.54,-0.4200000000000017,-1.2367491166077789,https://www.tcgplayer.com/product/523544/sorcery-contested-realm-beta-pact-with-the-devil-foil
Swap Foil,Gothic,Foil,Exceptional,12.83,12.43,-0.40000000000000036,-3.117692907248639,https://www.tcgplayer.com/product/667679/sorcery-contested-realm-gothic-swap-foil
Gilman House Foil,Gothic,Foil,Unique,128.8,129.18,0.37999999999999545,0.29503105590061757,https://www.tcgplayer.com/product/667263/sorcery-contested-realm-gothic-gilman-house-foil
