name,expansion,finish,rarity,Prev Price ($),Curr Price ($),change ($),change (%),art_link
Archangel Samael Foil,Gothic,Foil,Unique,201.76,185.69,-16.069999999999993,-7.964908802537665,https://www.tcgplayer.com/product/666962/sorcery-contested-realm-gothic-archangel-samael-foil
King Arthur,Dust Reward Promos,Foil,Unique,231.16,239.65,8.490000000000009,3.6727807579165987,https://www.tcgplayer.com/product/668754/sorcery-contested-realm-dust-reward-promos-king-arthur
Book of the Dead Foil,Gothic,Foil,Unique,79.47,84.57,5.099999999999994,6.417516043790103,https://www.tcgplayer.com/product/667035/sorcery-contested-realm-gothic-book-of-the-dead-foil
Varistus the Evictor Foil,Gothic,Foil,Unique,82.3,86.62,4.320000000000007,5.249088699878503,https://www.tcgplayer.com/product/667749/sorcery-contested-realm-gothic-varistus-the-evictor-foil
Atlantean Fate Foil,Beta,Foil,Unique,78.33,81.58,3.25,4.1491127282012,https://www.tcgplayer.com/product/523238/sorcery-contested-realm-beta-atlantean-fate-foil
Returned King,Gothic,Standard,Unique,55.22,58.03,2.8100000000000023,5.0887359652299935,https://www.tcgplayer.com/product/667571/sorcery-contested-realm-gothic-returned-king
Glastonbury Tor Foil,Arthurian Legends,Foil,Unique,122.94,125.7,2.760000000000005,2.2449975597852654,https://www.tcgplayer.com/product/585254/sorcery-contested-realm-arthurian-legends-glastonbury-tor-foil
Sinkhole Foil,Beta,Foil,Elite,16.59,18.37,1.7800000000000011,10.729355033152508,https://www.tcgplayer.com/product/522980/sorcery-contested-realm-beta-sinkhole-foil
Vatn Draconis,Dragonlord,Standard,Unique,48.46,47.04,-1.4200000000000017,-2.930251754023941,https://www.tcgplayer.com/product/647357/sorcery-contested-realm-dragonlord-vatn-draconis
Guile Sirens Pledge Pack,Alpha,Standard,Exceptional,37.35,38.72,1.3699999999999974,3.668005354752336,https://www.tcgplayer.com/product/530295/sorcery-contested-realm-alpha-guile-sirens-pledge-pack
Talamh Dreig,Dragonlord,Standard,Unique,33.8,34.94,1.1400000000000006,3.372781065088759,https://www.tcgplayer.com/product/645185/sorcery-contested-realm-dragonlord-talamh-dreig
Silver Bullet Foil,Gothic,Foil,Elite,31.3,32.42,1.120000000000001,3.5782747603833895,https://www.tcgplayer.com/product/667633/sorcery-contested-realm-gothic-silver-bullet-foil
Grandmaster Wizard Preconstructed Deck,Alpha,Standard,Elite,7.84,8.95,1.1099999999999994,14.158163265306115,https://www.tcgplayer.com/product/522100/sorcery-contested-realm-alpha-grandmaster-wizard-preconstructed-deck
Atlantean Fate,Beta,Standard,Unique,36.35,37.46,1.1099999999999994,3.053645116918843,https://www.tcgplayer.com/product/523235/sorcery-contested-realm-beta-atlantean-fate
Saint of Redemption Foil,Gothic,Foil,Unique,114.64,113.7,-0.9399999999999977,-0.8199581297976254,https://www.tcgplayer.com/product/667588/sorcery-contested-realm-gothic-saint-of-redemption-foil
Witherwing Hero,Alpha,Standard,Unique,5.58,6.5,0.9199999999999999,16.487455197132615,https://www.tcgplayer.com/product/522623/sorcery-contested-realm-alpha-witherwing-hero
Putrid Presence Foil,Gothic,Foil,Unique,47.23,48.08,0.8500000000000014,1.7997035782341761,https://www.tcgplayer.com/product/667550/sorcery-contested-realm-gothic-putrid-presence-foil
Balor of the Evil Eye,Gothic,Standard,Unique,75.33,76.16,0.8299999999999983,1.1018186645426766,https://www.tcgplayer.com/product/666979/sorcery-contested-realm-gothic-balor-of-the-evil-eye
Archangel Raphael,Gothic,Standard,Unique,32.96,32.17,-0.7899999999999991,-2.396844660194172,https://www.tcgplayer.com/product/666959/sorcery-contested-realm-gothic-archangel-raphael
Morgana le Fay,Arthurian Legends,Standard,Unique,92.29,91.57,-0.7200000000000131,-0.7801495286596739,https://www.tcgplayer.com/product/585346/sorcery-contested-realm-arthurian-legends-morgana-le-fay
