name,expansion,finish,rarity,Prev Price ($),Curr Price ($),change ($),change (%),art_link
Atlantean Fate Foil,Alpha,Foil,Unique,274.75,308.49,33.74000000000001,12.280254777070066,https://www.tcgplayer.com/product/521778/sorcery-contested-realm-alpha-atlantean-fate-foil
Alpha Booster Box,Alpha,Standard,,1189.44,1209.4,19.960000000000036,1.6781006187785878,https://www.tcgplayer.com/product/521581/sorcery-contested-realm-alpha-alpha-booster-box
Shrine of the Dragonlord Foil,Dragonlord,Foil,Unique,241.49,250.29,8.799999999999983,3.644043231603786,https://www.tcgplayer.com/product/647362/sorcery-contested-realm-dragonlord-shrine-of-the-dragonlord-foil
Char Omphalos Foil,Gothic,Foil,Unique,157.52,165.55,8.030000000000001,5.097765363128492,https://www.tcgplayer.com/product/667061/sorcery-contested-realm-gothic-char-omphalos-foil
Cage of Sidrak Foil,Gothic,Foil,Unique,75.74,68.55,-7.189999999999998,-9.493002376551358,https://www.tcgplayer.com/product/667049/sorcery-contested-realm-gothic-cage-of-sidrak-foil
Pied Piper of Hameln Foil,Gothic,Foil,Unique,106.84,114.0,7.159999999999997,6.701609883938596,https://www.tcgplayer.com/product/667530/sorcery-contested-realm-gothic-pied-piper-of-hameln-foil
Bane of Aventis Foil,Gothic,Foil,Unique,95.78,102.8,7.019999999999996,7.3292963040300645,https://www.tcgplayer.com/product/666982/sorcery-contested-realm-gothic-bane-of-aventis-foil
Ring of Morrigan,Arthurian Legends,Standard,Unique,161.47,167.24,5.77000000000001,3.5734192109989538,https://www.tcgplayer.com/product/585400/sorcery-contested-realm-arthurian-legends-ring-of-morrigan
Dragonlord Box,Dragonlord,Standard,,344.46,350.06,5.600000000000023,1.6257330314114915,https://www.tcgplayer.com/product/641955/sorcery-contested-realm-dragonlord-dragonlord-box
Queen Guinevere Foil,Arthurian Legends,Foil,Unique,55.21,51.28,-3.9299999999999997,-7.118275674696613,https://www.tcgplayer.com/product/585381/sorcery-contested-realm-arthurian-legends-queen-guinevere-foil
Valley of Delight Foil,Arthurian Legends,Foil,Elite,50.52,46.83,-3.690000000000005,-7.304038004750603,https://www.tcgplayer.com/product/585533/sorcery-contested-realm-arthurian-legends-valley-of-delight-foil
The Colour Out of Space,Dust Reward Promos,Foil,Unique,175.0,178.49,3.490000000000009,1.9942857142857195,https://www.tcgplayer.com/product/550753/sorcery-contested-realm-dust-reward-promos-the-colour-out-of-space
Mask of Mayhem Foil,Beta,Foil,Elite,8.73,5.61,-3.12,-35.738831615120276,https://www.tcgplayer.com/product/523517/sorcery-contested-realm-beta-mask-of-mayhem-foil
Pathfinder Foil,Beta,Foil,Unique,116.41,119.08,2.6700000000000017,2.2936173868224397,https://www.tcgplayer.com/product/523553/sorcery-contested-realm-beta-pathfinder-foil
Courtesan Thais,Alpha,Standard,Unique,292.29,294.92,2.6299999999999955,0.8997913031578211,https://www.tcgplayer.com/product/522109/sorcery-contested-realm-alpha-courtesan-thais
Beta Booster Box Case,Beta,Standard,,886.81,889.19,2.380000000000109,0.2683776682716827,https://www.tcgplayer.com/product/522760/sorcery-contested-realm-beta-beta-booster-box-case
Archangel Michael,Gothic,Standard,Unique,87.35,89.73,2.3800000000000097,2.724670864338878,https://www.tcgplayer.com/product/666957/sorcery-contested-realm-gothic-archangel-michael
City of Glass Foil,Gothic,Foil,Unique,103.48,105.84,2.3599999999999994,2.2806339389253956,https://www.tcgplayer.com/product/667067/sorcery-contested-realm-gothic-city-of-glass-foil
Boudicca,Arthurian Legends,Standard,Unique,40.33,42.22,1.8900000000000006,4.6863377138606515,https://www.tcgplayer.com/product/585169/sorcery-contested-realm-arthurian-legends-boudicca
City of Traitors Foil,Gothic,Foil,Unique,96.74,94.87,-1.8699999999999903,-1.9330163324374514,https://www.tcgplayer.com/product/667073/sorcery-contested-realm-gothic-city-of-traitors-foil
