name,expansion,finish,rarity,Prev Price ($),Curr Price ($),change ($),change (%),art_link
Archangel Raphael Foil,Gothic,Foil,Unique,140.51,157.54,17.03,12.120133798306172,https://www.tcgplayer.com/product/666960/sorcery-contested-realm-gothic-archangel-raphael-foil
Wuthering Heights Foil,Gothic,Foil,Elite,40.64,53.1,12.46,30.659448818897637,https://www.tcgplayer.com/product/667777/sorcery-contested-realm-gothic-wuthering-heights-foil
Death Dealer,Alpha,Standard,Unique,330.42,341.58,11.159999999999968,3.3775195206101225,https://www.tcgplayer.com/product/521562/sorcery-contested-realm-alpha-death-dealer
Vile Imp Foil,Alpha,Foil,Ordinary,158.5,150.33,-8.169999999999987,-5.1545741324921055,https://www.tcgplayer.com/product/522451/sorcery-contested-realm-alpha-vile-imp-foil
Seirawan Hydra Foil,Alpha,Foil,Elite,39.94,33.82,-6.119999999999997,-15.322984476715067,https://www.tcgplayer.com/product/522213/sorcery-contested-realm-alpha-seirawan-hydra-foil
The Four Elementals Preconstructed Deck Box,Alpha,Standard,,738.95,744.5,5.5499999999999545,0.7510657013329662,https://www.tcgplayer.com/product/521577/sorcery-contested-realm-alpha-the-four-elementals-preconstructed-deck-box
Eclipse Foil,Gothic,Foil,Unique,125.86,120.47,-5.390000000000001,-4.282536151279199,https://www.tcgplayer.com/product/667171/sorcery-contested-realm-gothic-eclipse-foil
Blood Mana Foil,Gothic,Foil,Unique,75.57,71.37,-4.199999999999989,-5.557761016276286,https://www.tcgplayer.com/product/667023/sorcery-contested-realm-gothic-blood-mana-foil
Shrine of the Dragonlord,Dragonlord,Standard,Unique,29.7,33.1,3.400000000000002,11.447811447811455,https://www.tcgplayer.com/product/647361/sorcery-contested-realm-dragonlord-shrine-of-the-dragonlord
Vatn Draconis,Dragonlord,Standard,Unique,42.24,44.11,1.8699999999999974,4.427083333333328,https://www.tcgplayer.com/product/647357/sorcery-contested-realm-dragonlord-vatn-draconis
Dragonlord,Dragonlord,Standard,Unique,16.1,17.94,1.8399999999999999,11.428571428571427,https://www.tcgplayer.com/product/647365/sorcery-contested-realm-dragonlord-dragonlord
Red Rock of Ravannis Foil,Gothic,Foil,Unique,50.48,48.65,-1.8299999999999983,-3.6251980982567322,https://www.tcgplayer.com/product/667564/sorcery-contested-realm-gothic-red-rock-of-ravannis-foil
Elder Ruins Foil,Gothic,Foil,Elite,22.52,20.85,-1.6699999999999982,-7.415630550621661,https://www.tcgplayer.com/product/667175/sorcery-contested-realm-gothic-elder-ruins-foil
Disintegrate Foil,Beta,Foil,Elite,20.57,22.12,1.5500000000000007,7.535245503159945,https://www.tcgplayer.com/product/523147/sorcery-contested-realm-beta-disintegrate-foil
Boudicca,Arthurian Legends,Standard,Unique,35.08,36.57,1.490000000000002,4.2474344355758324,https://www.tcgplayer.com/product/585169/sorcery-contested-realm-arthurian-legends-boudicca
Lilith,Gothic,Standard,Unique,49.52,50.94,1.4199999999999946,2.8675282714054817,https://www.tcgplayer.com/product/667400/sorcery-contested-realm-gothic-lilith
Beta Booster Box Case,Beta,Standard,,885.41,886.81,1.3999999999999773,0.158118837600657,https://www.tcgplayer.com/product/522760/sorcery-contested-realm-beta-beta-booster-box-case
Dank Omphalos,Gothic,Standard,Unique,61.13,59.85,-1.2800000000000011,-2.0938982496319336,https://www.tcgplayer.com/product/667104/sorcery-contested-realm-gothic-dank-omphalos
Talamh Dreig,Dragonlord,Standard,Unique,17.07,18.35,1.2800000000000011,7.498535442296434,https://www.tcgplayer.com/product/645185/sorcery-contested-realm-dragonlord-talamh-dreig
Pied Piper of Hameln,Gothic,Standard,Unique,24.74,25.96,1.2200000000000024,4.931285367825394,https://www.tcgplayer.com/product/667529/sorcery-contested-realm-gothic-pied-piper-of-hameln
