name,expansion,finish,rarity,Prev Price ($),Curr Price ($),change ($),change (%),art_link
Pied Piper of Hameln Foil,Gothic,Foil,Unique,177.07,193.74,16.670000000000016,9.41435590444458,https://www.tcgplayer.com/product/667530/sorcery-contested-realm-gothic-pied-piper-of-hameln-foil
Mephistopheles Foil,Gothic,Foil,Unique,143.87,155.16,11.289999999999992,7.8473622019879,https://www.tcgplayer.com/product/667439/sorcery-contested-realm-gothic-mephistopheles-foil
Char Omphalos Foil,Gothic,Foil,Unique,218.75,229.49,10.740000000000009,4.909714285714291,https://www.tcgplayer.com/product/667061/sorcery-contested-realm-gothic-char-omphalos-foil
Dalcean Phalanx Foil,Alpha,Foil,Exceptional,22.98,26.24,3.259999999999998,14.186248912097469,https://www.tcgplayer.com/product/522230/sorcery-contested-realm-alpha-dalcean-phalanx-foil
Abaddon Succubus Foil,Gothic,Foil,Elite,136.38,139.54,3.1599999999999966,2.3170552866989267,https://www.tcgplayer.com/product/666918/sorcery-contested-realm-gothic-abaddon-succubus-foil
River Rapids Foil,Gothic,Foil,Elite,93.25,96.2,2.950000000000003,3.163538873994641,https://www.tcgplayer.com/product/667580/sorcery-contested-realm-gothic-river-rapids-foil
Torrid Omphalos,Gothic,Standard,Unique,56.56,53.63,-2.9299999999999997,-5.180339462517679,https://www.tcgplayer.com/product/667726/sorcery-contested-realm-gothic-torrid-omphalos
The Doom of Dilmun Foil,Gothic,Foil,Unique,141.24,144.05,2.8100000000000023,1.989521382044748,https://www.tcgplayer.com/product/667693/sorcery-contested-realm-gothic-the-doom-of-dilmun-foil
Grapple Shot Foil,Alpha,Foil,Ordinary,49.56,51.99,2.4299999999999997,4.903147699757868,https://www.tcgplayer.com/product/522111/sorcery-contested-realm-alpha-grapple-shot-foil
Questing Beast Foil,Arthurian Legends,Foil,Unique,83.14,81.39,-1.75,-2.1048833293240317,https://www.tcgplayer.com/product/585383/sorcery-contested-realm-arthurian-legends-questing-beast-foil
Midnight Rogue Foil,Alpha,Foil,Ordinary,9.88,8.18,-1.700000000000001,-17.20647773279353,https://www.tcgplayer.com/product/522062/sorcery-contested-realm-alpha-midnight-rogue-foil
Haast Eagle Foil,Alpha,Foil,Exceptional,15.48,13.95,-1.5300000000000011,-9.883720930232565,https://www.tcgplayer.com/product/521883/sorcery-contested-realm-alpha-haast-eagle-foil
Pit Vipers Foil,Alpha,Foil,Ordinary,13.5,12.0,-1.5,-11.11111111111111,https://www.tcgplayer.com/product/522608/sorcery-contested-realm-alpha-pit-vipers-foil
Pied Piper of Hameln,Gothic,Standard,Unique,52.47,50.98,-1.490000000000002,-2.8397179340575605,https://www.tcgplayer.com/product/667529/sorcery-contested-realm-gothic-pied-piper-of-hameln
Returned King,Gothic,Standard,Unique,70.04,71.51,1.4699999999999989,2.098800685322671,https://www.tcgplayer.com/product/667571/sorcery-contested-realm-gothic-returned-king
Fire Harpoons Foil,Alpha,Foil,Ordinary,12.14,10.92,-1.2200000000000006,-10.049423393739708,https://www.tcgplayer.com/product/522132/sorcery-contested-realm-alpha-fire-harpoons-foil
Scent Hounds Foil,Alpha,Foil,Ordinary,10.73,9.58,-1.1500000000000004,-10.717614165890032,https://www.tcgplayer.com/product/521709/sorcery-contested-realm-alpha-scent-hounds-foil
Highland Clansmen Foil,Alpha,Foil,Ordinary,8.59,7.5,-1.0899999999999999,-12.68917345750873,https://www.tcgplayer.com/product/521893/sorcery-contested-realm-alpha-highland-clansmen-foil
Mismanaged Mortuary Foil,Gothic,Foil,Elite,39.31,40.39,1.0799999999999983,2.747392520987022,https://www.tcgplayer.com/product/667445/sorcery-contested-realm-gothic-mismanaged-mortuary-foil
Shrine of the Dragonlord,Dragonlord,Standard,Unique,87.2,88.27,1.0699999999999932,1.2270642201834783,https://www.tcgplayer.com/product/647361/sorcery-contested-realm-dragonlord-shrine-of-the-dragonlord
