name,expansion,finish,rarity,Prev Price ($),Curr Price ($),change ($),change (%),art_link
Alpha Booster Box,Alpha,Standard,,1038.35,1050.22,11.870000000000118,1.1431598208696605,https://www.tcgplayer.com/product/521581/sorcery-contested-realm-alpha-alpha-booster-box
Cloud City Foil,Beta,Foil,Unique,48.75,45.0,-3.75,-7.6923076923076925,https://www.tcgplayer.com/product/523015/sorcery-contested-realm-beta-cloud-city-foil
Seer Foil,Alpha,Foil,Elite,106.99,103.5,-3.489999999999995,-3.261987101598276,https://www.tcgplayer.com/product/522211/sorcery-contested-realm-alpha-seer-foil
Whirling Blades Foil,Alpha,Foil,Exceptional,27.56,30.51,2.950000000000003,10.703918722786659,https://www.tcgplayer.com/product/522508/sorcery-contested-realm-alpha-whirling-blades-foil
Dragonlord Box,Dragonlord,Standard,,265.13,267.21,2.079999999999984,0.7845208011164274,https://www.tcgplayer.com/product/641955/sorcery-contested-realm-dragonlord-dragonlord-box
Mover of Mountains,Gothic,Standard,Unique,9.21,11.16,1.9499999999999993,21.172638436482075,https://www.tcgplayer.com/product/667460/sorcery-contested-realm-gothic-mover-of-mountains
Archangel Michael,Gothic,Standard,Unique,62.23,63.48,1.25,2.008677486742729,https://www.tcgplayer.com/product/666957/sorcery-contested-realm-gothic-archangel-michael
Skeleton Alpha Investment Promo,Dust Reward Promos,Foil,Ordinary,39.86,38.96,-0.8999999999999986,-2.257902659307573,https://www.tcgplayer.com/product/674438/sorcery-contested-realm-dust-reward-promos-skeleton-alpha-investment-promo
Gothic Booster Box,Gothic,Standard,,170.56,171.38,0.8199999999999932,0.4807692307692268,https://www.tcgplayer.com/product/656591/sorcery-contested-realm-gothic-gothic-booster-box
Valley of Delight Foil,Arthurian Legends,Foil,Elite,55.98,55.21,-0.769999999999996,-1.3754912468738765,https://www.tcgplayer.com/product/585533/sorcery-contested-realm-arthurian-legends-valley-of-delight-foil
Plague of Frogs,Alpha,Standard,Unique,16.92,17.62,0.6999999999999993,4.137115839243495,https://www.tcgplayer.com/product/522610/sorcery-contested-realm-alpha-plague-of-frogs
Men of Leng Foil,Alpha,Foil,Ordinary,7.25,6.56,-0.6900000000000004,-9.51724137931035,https://www.tcgplayer.com/product/522047/sorcery-contested-realm-alpha-men-of-leng-foil
Stitched Abomination Foil,Gothic,Foil,Elite,11.33,10.88,-0.4499999999999993,-3.9717563989408586,https://www.tcgplayer.com/product/667671/sorcery-contested-realm-gothic-stitched-abomination-foil
Prophets of Doom Preconstructed Decks,Gothic,Standard,,35.82,35.4,-0.4200000000000017,-1.1725293132328356,https://www.tcgplayer.com/product/656589/sorcery-contested-realm-gothic-prophets-of-doom-preconstructed-decks
Talamh Dreig,Dragonlord,Standard,Unique,10.93,11.35,0.41999999999999993,3.8426349496797796,https://www.tcgplayer.com/product/645185/sorcery-contested-realm-dragonlord-talamh-dreig
Hemogoblin Foil,Gothic,Foil,Elite,9.35,9.75,0.40000000000000036,4.278074866310164,https://www.tcgplayer.com/product/667317/sorcery-contested-realm-gothic-hemogoblin-foil
Bane of Aventis,Gothic,Standard,Unique,19.32,19.7,0.379999999999999,1.9668737060041357,https://www.tcgplayer.com/product/666981/sorcery-contested-realm-gothic-bane-of-aventis
Nelly Longarms,Arthurian Legends,Standard,Unique,18.07,17.71,-0.35999999999999943,-1.992252351964579,https://www.tcgplayer.com/product/585350/sorcery-contested-realm-arthurian-legends-nelly-longarms
Dank Omphalos,Gothic,Standard,Unique,62.35,62.69,0.3399999999999963,0.5453087409783421,https://www.tcgplayer.com/product/667104/sorcery-contested-realm-gothic-dank-omphalos
Secret Tunnel Foil,Alpha,Foil,Exceptional,11.58,11.27,-0.3100000000000005,-2.677029360967189,https://www.tcgplayer.com/product/522191/sorcery-contested-realm-alpha-secret-tunnel-foil
