name,expansion,finish,rarity,Prev Price ($),Curr Price ($),change ($),change (%),art_link
Archangel Michael Foil,Gothic,Foil,Unique,326.12,347.69,21.569999999999993,6.6141297681834885,https://www.tcgplayer.com/product/666958/sorcery-contested-realm-gothic-archangel-michael-foil
The Four Elementals Preconstructed Deck Fire,Alpha,Standard,,137.01,116.34,-20.669999999999987,-15.086490037223552,https://www.tcgplayer.com/product/521508/sorcery-contested-realm-alpha-the-four-elementals-preconstructed-deck-fire
Varistus the Evictor Foil,Gothic,Foil,Unique,86.62,102.44,15.819999999999993,18.26368044331562,https://www.tcgplayer.com/product/667749/sorcery-contested-realm-gothic-varistus-the-evictor-foil
Aquamarine Core,Alpha,Standard,Unique,103.5,116.6,13.099999999999994,12.65700483091787,https://www.tcgplayer.com/product/521762/sorcery-contested-realm-alpha-aquamarine-core
King Arthur,Dust Reward Promos,Foil,Unique,239.65,251.2,11.549999999999983,4.819528479031914,https://www.tcgplayer.com/product/668754/sorcery-contested-realm-dust-reward-promos-king-arthur
Mirror Realm,Alpha,Standard,Unique,75.08,83.91,8.829999999999998,11.760788492274905,https://www.tcgplayer.com/product/522098/sorcery-contested-realm-alpha-mirror-realm
Gilman House Foil,Gothic,Foil,Unique,117.97,123.97,6.0,5.086038823429686,https://www.tcgplayer.com/product/667263/sorcery-contested-realm-gothic-gilman-house-foil
Wuthering Heights Foil,Gothic,Foil,Elite,117.0,122.44,5.439999999999998,4.649572649572647,https://www.tcgplayer.com/product/667777/sorcery-contested-realm-gothic-wuthering-heights-foil
Amethyst Core,Alpha,Standard,Unique,94.02,98.34,4.320000000000007,4.594767070836,https://www.tcgplayer.com/product/521565/sorcery-contested-realm-alpha-amethyst-core
Onyx Core,Alpha,Standard,Unique,130.67,134.73,4.060000000000002,3.1070635953164483,https://www.tcgplayer.com/product/522176/sorcery-contested-realm-alpha-onyx-core
Rift Valley Foil,Alpha,Foil,Elite,53.54,49.89,-3.6499999999999986,-6.817332835263352,https://www.tcgplayer.com/product/522261/sorcery-contested-realm-alpha-rift-valley-foil
Char Omphalos Foil,Gothic,Foil,Unique,169.2,172.79,3.5900000000000034,2.1217494089834537,https://www.tcgplayer.com/product/667061/sorcery-contested-realm-gothic-char-omphalos-foil
Courtesan Thais,Alpha,Standard,Unique,340.95,344.45,3.5,1.0265434814488927,https://www.tcgplayer.com/product/522109/sorcery-contested-realm-alpha-courtesan-thais
Deliverance Foil,Gothic,Foil,Unique,61.75,64.72,2.969999999999999,4.809716599190281,https://www.tcgplayer.com/product/667121/sorcery-contested-realm-gothic-deliverance-foil
Draconian Bonekite Foil,Gothic,Foil,Unique,97.32,99.24,1.9200000000000017,1.9728729963008649,https://www.tcgplayer.com/product/667155/sorcery-contested-realm-gothic-draconian-bonekite-foil
Adept Illusionist Foil,Beta,Foil,Elite,19.64,21.11,1.4699999999999989,7.484725050916491,https://www.tcgplayer.com/product/522811/sorcery-contested-realm-beta-adept-illusionist-foil
Adtonitum,Dragonlord,Standard,Unique,18.69,20.16,1.4699999999999989,7.865168539325835,https://www.tcgplayer.com/product/647352/sorcery-contested-realm-dragonlord-adtonitum
Star seeds of Uhr Foil,Beta,Foil,Unique,21.98,20.54,-1.4400000000000013,-6.55141037306643,https://www.tcgplayer.com/product/523366/sorcery-contested-realm-beta-star-seeds-of-uhr-foil
Key to the City,Gothic,Standard,Unique,53.94,55.29,1.3500000000000014,2.5027808676307037,https://www.tcgplayer.com/product/667372/sorcery-contested-realm-gothic-key-to-the-city
Moonsong Talagelum,Dragonlord,Standard,Unique,18.52,19.68,1.1600000000000001,6.263498920086394,https://www.tcgplayer.com/product/647350/sorcery-contested-realm-dragonlord-moonsong-talagelum
