name,expansion,finish,rarity,Prev Price ($),Curr Price ($),change ($),change (%),art_link
The Four Elementals Preconstructed Deck Box,Alpha,Standard,,646.69,664.86,18.16999999999996,2.809692433778156,https://www.tcgplayer.com/product/521577/sorcery-contested-realm-alpha-the-four-elementals-preconstructed-deck-box
Selfsame Simulacrum Foil,Alpha,Foil,Elite,71.01,81.66,10.649999999999991,14.997887621461754,https://www.tcgplayer.com/product/522215/sorcery-contested-realm-alpha-selfsame-simulacrum-foil
Fields of Camlann Foil,Arthurian Legends,Foil,Unique,99.62,102.5,2.8799999999999955,2.890985745834165,https://www.tcgplayer.com/product/585231/sorcery-contested-realm-arthurian-legends-fields-of-camlann-foil
Elementalist Foil,Beta,Foil,Elite,58.86,56.55,-2.3100000000000023,-3.9245667686034698,https://www.tcgplayer.com/product/523237/sorcery-contested-realm-beta-elementalist-foil
Excalibur Foil,Arthurian Legends,Foil,Unique,67.62,65.53,-2.0900000000000034,-3.0908015380065117,https://www.tcgplayer.com/product/585221/sorcery-contested-realm-arthurian-legends-excalibur-foil
Fey Changeling Foil,Alpha,Foil,Exceptional,17.17,15.34,-1.8300000000000018,-10.65812463599302,https://www.tcgplayer.com/product/522126/sorcery-contested-realm-alpha-fey-changeling-foil
Waypoint Portal,Dust Reward Promos,Standard,Exceptional,46.73,48.41,1.6799999999999997,3.5951209073400383,https://www.tcgplayer.com/product/550754/sorcery-contested-realm-dust-reward-promos-waypoint-portal
Common Sense Foil,Alpha,Foil,Ordinary,33.75,32.07,-1.6799999999999997,-4.977777777777777,https://www.tcgplayer.com/product/521961/sorcery-contested-realm-alpha-common-sense-foil
Amazon Warriors Alpha Investments Promo Foil,Beta,Foil,Promo,118.8,120.44,1.6400000000000006,1.3804713804713808,https://www.tcgplayer.com/product/552235/sorcery-contested-realm-beta-amazon-warriors-alpha-investments-promo-foil
Elder Ruins Foil,Gothic,Foil,Elite,24.89,23.35,-1.5399999999999991,-6.187223784652467,https://www.tcgplayer.com/product/667175/sorcery-contested-realm-gothic-elder-ruins-foil
Death Dealer Foil,Beta,Foil,Unique,77.4,75.93,-1.4699999999999989,-1.8992248062015487,https://www.tcgplayer.com/product/523070/sorcery-contested-realm-beta-death-dealer-foil
Gothic Booster Box,Gothic,Standard,,161.59,162.79,1.1999999999999886,0.7426202116467533,https://www.tcgplayer.com/product/656591/sorcery-contested-realm-gothic-gothic-booster-box
Browse Foil,Beta,Foil,Unique,80.17,78.98,-1.1899999999999977,-1.4843457652488434,https://www.tcgplayer.com/product/522946/sorcery-contested-realm-beta-browse-foil
Sling Pixies Foil,Alpha,Foil,Exceptional,19.17,18.0,-1.1700000000000017,-6.103286384976534,https://www.tcgplayer.com/product/522454/sorcery-contested-realm-alpha-sling-pixies-foil
Grigori Rasputin,Gothic,Standard,Unique,30.35,31.34,0.9899999999999984,3.261943986820423,https://www.tcgplayer.com/product/667286/sorcery-contested-realm-gothic-grigori-rasputin
Amulet of Niniane Foil,Arthurian Legends,Foil,Unique,154.29,153.35,-0.9399999999999977,-0.6092423358610395,https://www.tcgplayer.com/product/585132/sorcery-contested-realm-arthurian-legends-amulet-of-niniane-foil
Wild Fanatic Foil,Gothic,Foil,Ordinary,3.01,3.91,0.9000000000000004,29.900332225913633,https://www.tcgplayer.com/product/667767/sorcery-contested-realm-gothic-wild-fanatic-foil
Waypoint Portal Foil,Alpha,Foil,Exceptional,14.73,13.97,-0.7599999999999998,-5.159538357094363,https://www.tcgplayer.com/product/522499/sorcery-contested-realm-alpha-waypoint-portal-foil
Yog Sothoth Foil,Gothic,Foil,Unique,49.99,49.24,-0.75,-1.5003000600120024,https://www.tcgplayer.com/product/667779/sorcery-contested-realm-gothic-yog-sothoth-foil
River of Flame Foil,Beta,Foil,Unique,86.65,85.98,-0.6700000000000017,-0.7732256203116004,https://www.tcgplayer.com/product/523514/sorcery-contested-realm-beta-river-of-flame-foil
