name,expansion,finish,rarity,Prev Price ($),Curr Price ($),change ($),change (%),art_link
Philosophers Stone Foil,Beta,Foil,Unique,590.68,553.01,-37.66999999999996,-6.377395544118636,https://www.tcgplayer.com/product/523599/sorcery-contested-realm-beta-philosophers-stone-foil
The Black Plague Foil,Arthurian Legends,Foil,Unique,60.38,68.02,7.6399999999999935,12.6531964226565,https://www.tcgplayer.com/product/585495/sorcery-contested-realm-arthurian-legends-the-black-plague-foil
Gothic Booster Box,Gothic,Standard,,163.83,170.67,6.839999999999975,4.175059512909709,https://www.tcgplayer.com/product/656591/sorcery-contested-realm-gothic-gothic-booster-box
The Great Famine Foil,Arthurian Legends,Foil,Unique,58.1,63.95,5.850000000000001,10.06884681583477,https://www.tcgplayer.com/product/585501/sorcery-contested-realm-arthurian-legends-the-great-famine-foil
Questing Beast Foil,Arthurian Legends,Foil,Unique,71.48,74.91,3.4299999999999926,4.798545047565742,https://www.tcgplayer.com/product/585383/sorcery-contested-realm-arthurian-legends-questing-beast-foil
Rhitta Gawr of Snowdonia Foil,Arthurian Legends,Foil,Unique,34.25,36.78,2.530000000000001,7.386861313868616,https://www.tcgplayer.com/product/585395/sorcery-contested-realm-arthurian-legends-rhitta-gawr-of-snowdonia-foil
Fields of Camlann Foil,Arthurian Legends,Foil,Unique,105.21,107.73,2.5200000000000102,2.3952095808383334,https://www.tcgplayer.com/product/585231/sorcery-contested-realm-arthurian-legends-fields-of-camlann-foil
Mount Ussar Sanctuary Foil,Gothic,Foil,Unique,93.33,91.11,-2.219999999999999,-2.3786563805850194,https://www.tcgplayer.com/product/667459/sorcery-contested-realm-gothic-mount-ussar-sanctuary-foil
Blightstone Foil,Gothic,Foil,Elite,38.32,36.28,-2.039999999999999,-5.32359081419624,https://www.tcgplayer.com/product/667021/sorcery-contested-realm-gothic-blightstone-foil
Lilith,Gothic,Standard,Unique,41.63,43.22,1.5899999999999963,3.8193610377131786,https://www.tcgplayer.com/product/667400/sorcery-contested-realm-gothic-lilith
Askelon Phoenix Foil,Beta,Foil,Elite,16.18,14.61,-1.5700000000000003,-9.70333745364648,https://www.tcgplayer.com/product/523033/sorcery-contested-realm-beta-askelon-phoenix-foil
Queen Guinevere Foil,Arthurian Legends,Foil,Unique,65.31,63.75,-1.5600000000000023,-2.38860817638953,https://www.tcgplayer.com/product/585381/sorcery-contested-realm-arthurian-legends-queen-guinevere-foil
Innsmouth Dock,Gothic,Standard,Unique,40.83,39.31,-1.519999999999996,-3.7227528777859322,https://www.tcgplayer.com/product/667354/sorcery-contested-realm-gothic-innsmouth-dock
The Four Elementals Preconstructed Deck Box Beta,Beta,Standard,,71.4,72.89,1.4899999999999949,2.08683473389355,https://www.tcgplayer.com/product/522783/sorcery-contested-realm-beta-the-four-elementals-preconstructed-deck-box-beta
Angels Egg Foil,Beta,Foil,Elite,21.88,20.73,-1.1499999999999986,-5.2559414990859175,https://www.tcgplayer.com/product/522872/sorcery-contested-realm-beta-angels-egg-foil
Mirror Realm Foil,Beta,Foil,Unique,137.6,138.71,1.1100000000000136,0.8066860465116378,https://www.tcgplayer.com/product/523535/sorcery-contested-realm-beta-mirror-realm-foil
Prophets of Doom Preconstructed Decks,Gothic,Standard,,35.89,36.96,1.0700000000000003,2.9813318473112296,https://www.tcgplayer.com/product/656589/sorcery-contested-realm-gothic-prophets-of-doom-preconstructed-decks
Atlantean Fate,Alpha,Standard,Unique,30.31,31.37,1.0600000000000023,3.497195645001657,https://www.tcgplayer.com/product/521777/sorcery-contested-realm-alpha-atlantean-fate
Lady Iseult Foil,Arthurian Legends,Foil,Unique,51.15,50.1,-1.0499999999999972,-2.05278592375366,https://www.tcgplayer.com/product/585312/sorcery-contested-realm-arthurian-legends-lady-iseult-foil
Morgana le Fay Foil,Arthurian Legends,Foil,Unique,290.95,289.95,-1.0,-0.34370166695308474,https://www.tcgplayer.com/product/585347/sorcery-contested-realm-arthurian-legends-morgana-le-fay-foil
