name,expansion,finish,rarity,Prev Price ($),Curr Price ($),change ($),change (%),art_link
Archangel Michael Foil,Gothic,Foil,Unique,164.45,216.7,52.25,31.77257525083612,https://www.tcgplayer.com/product/666958/sorcery-contested-realm-gothic-archangel-michael-foil
Innsmouth Dock Foil,Gothic,Foil,Unique,91.69,107.72,16.03,17.482822554258917,https://www.tcgplayer.com/product/667355/sorcery-contested-realm-gothic-innsmouth-dock-foil
Ring of Morrigan Foil,Arthurian Legends,Foil,Unique,496.3,510.85,14.550000000000011,2.9316945395929905,https://www.tcgplayer.com/product/585401/sorcery-contested-realm-arthurian-legends-ring-of-morrigan-foil
Necromancer,Dust Reward Promos,Standard,Ordinary,167.5,182.0,14.5,8.656716417910449,https://www.tcgplayer.com/product/678674/sorcery-contested-realm-dust-reward-promos-necromancer
River Rapids Foil,Gothic,Foil,Elite,41.42,51.82,10.399999999999999,25.108643167551904,https://www.tcgplayer.com/product/667580/sorcery-contested-realm-gothic-river-rapids-foil
Pied Piper of Hameln Foil,Gothic,Foil,Unique,114.0,122.91,8.909999999999997,7.815789473684208,https://www.tcgplayer.com/product/667530/sorcery-contested-realm-gothic-pied-piper-of-hameln-foil
Gilman House Foil,Gothic,Foil,Unique,72.97,80.12,7.150000000000006,9.798547348225306,https://www.tcgplayer.com/product/667263/sorcery-contested-realm-gothic-gilman-house-foil
Lord of Lies Foil,Gothic,Foil,Elite,56.39,63.19,6.799999999999997,12.058875687178574,https://www.tcgplayer.com/product/667411/sorcery-contested-realm-gothic-lord-of-lies-foil
Dank Omphalos Foil,Gothic,Foil,Unique,191.54,196.39,4.849999999999994,2.532108175837942,https://www.tcgplayer.com/product/667105/sorcery-contested-realm-gothic-dank-omphalos-foil
Wormelow Tump Foil,Arthurian Legends,Foil,Unique,87.31,91.97,4.659999999999997,5.337303859809869,https://www.tcgplayer.com/product/585569/sorcery-contested-realm-arthurian-legends-wormelow-tump-foil
Shrine of the Dragonlord,Dragonlord,Standard,Unique,36.14,39.07,2.9299999999999997,8.107360265633647,https://www.tcgplayer.com/product/647361/sorcery-contested-realm-dragonlord-shrine-of-the-dragonlord
Garden of Eden Foil,Gothic,Foil,Unique,167.75,170.65,2.9000000000000057,1.7287630402384533,https://www.tcgplayer.com/product/667243/sorcery-contested-realm-gothic-garden-of-eden-foil
Arthurian Legends Booster Box,Arthurian Legends,Standard,,133.44,136.24,2.8000000000000114,2.0983213429256677,https://www.tcgplayer.com/product/563830/sorcery-contested-realm-arthurian-legends-arthurian-legends-booster-box
Lighthouse Foil,Beta,Foil,Exceptional,26.19,28.98,2.789999999999999,10.65292096219931,https://www.tcgplayer.com/product/523446/sorcery-contested-realm-beta-lighthouse-foil
Sturmgeist Foil,Gothic,Foil,Elite,35.73,38.1,2.3700000000000045,6.6330814441645805,https://www.tcgplayer.com/product/667673/sorcery-contested-realm-gothic-sturmgeist-foil
Key to the City Foil,Gothic,Foil,Unique,217.04,214.9,-2.1399999999999864,-0.9859933652782834,https://www.tcgplayer.com/product/667373/sorcery-contested-realm-gothic-key-to-the-city-foil
Philosophers Stone Foil,Beta,Foil,Unique,528.99,531.12,2.1299999999999955,0.4026541144445066,https://www.tcgplayer.com/product/523599/sorcery-contested-realm-beta-philosophers-stone-foil
Merlin Foil,Arthurian Legends,Foil,Unique,99.41,97.35,-2.0600000000000023,-2.072226134191734,https://www.tcgplayer.com/product/585335/sorcery-contested-realm-arthurian-legends-merlin-foil
Horrible Hybrids Foil,Gothic,Foil,Ordinary,10.44,12.42,1.9800000000000004,18.965517241379317,https://www.tcgplayer.com/product/667337/sorcery-contested-realm-gothic-horrible-hybrids-foil
Day of Judgment Foil,Gothic,Foil,Unique,61.8,59.96,-1.8399999999999963,-2.977346278317146,https://www.tcgplayer.com/product/667111/sorcery-contested-realm-gothic-day-of-judgment-foil
