name,expansion,finish,rarity,Prev Price ($),Curr Price ($),change ($),change (%),art_link
Varistus the Evictor Foil,Gothic,Foil,Unique,58.24,76.97,18.729999999999997,32.16002747252746,https://www.tcgplayer.com/product/667749/sorcery-contested-realm-gothic-varistus-the-evictor-foil
Philosophers Stone,Alpha,Standard,Unique,240.47,256.23,15.76000000000002,6.553832078845602,https://www.tcgplayer.com/product/522589/sorcery-contested-realm-alpha-philosophers-stone
Vesuvius Foil,Alpha,Foil,Unique,121.24,110.62,-10.61999999999999,-8.759485318376765,https://www.tcgplayer.com/product/522429/sorcery-contested-realm-alpha-vesuvius-foil
Dragonlord Foil,Dragonlord,Foil,Unique,384.09,373.58,-10.509999999999991,-2.7363378374860035,https://www.tcgplayer.com/product/647342/sorcery-contested-realm-dragonlord-dragonlord-foil
Death Dealer,Alpha,Standard,Unique,250.48,255.54,5.060000000000002,2.020121366975408,https://www.tcgplayer.com/product/521562/sorcery-contested-realm-alpha-death-dealer
Lifewish Foil,Gothic,Foil,Unique,113.85,109.66,-4.189999999999998,-3.6802810715854175,https://www.tcgplayer.com/product/667399/sorcery-contested-realm-gothic-lifewish-foil
Colicky Dragonettes Foil,Alpha,Foil,Exceptional,31.74,34.47,2.7300000000000004,8.601134215500947,https://www.tcgplayer.com/product/521938/sorcery-contested-realm-alpha-colicky-dragonettes-foil
Ring of Morrigan,Arthurian Legends,Standard,Unique,171.43,168.86,-2.569999999999993,-1.499154173715215,https://www.tcgplayer.com/product/585400/sorcery-contested-realm-arthurian-legends-ring-of-morrigan
Innsmouth Dock,Gothic,Standard,Unique,27.48,29.73,2.25,8.187772925764191,https://www.tcgplayer.com/product/667354/sorcery-contested-realm-gothic-innsmouth-dock
Onyx Core Foil,Beta,Foil,Unique,207.79,205.58,-2.2099999999999795,-1.0635738004716202,https://www.tcgplayer.com/product/523509/sorcery-contested-realm-beta-onyx-core-foil
Merlins Tower Foil,Arthurian Legends,Foil,Unique,67.57,65.6,-1.9699999999999989,-2.91549504217848,https://www.tcgplayer.com/product/585339/sorcery-contested-realm-arthurian-legends-merlins-tower-foil
Ultimate Horror Foil,Beta,Foil,Unique,25.7,24.17,-1.5299999999999976,-5.953307392996099,https://www.tcgplayer.com/product/523085/sorcery-contested-realm-beta-ultimate-horror-foil
Char Omphalos,Gothic,Standard,Unique,57.43,58.92,1.490000000000002,2.5944628243078567,https://www.tcgplayer.com/product/667060/sorcery-contested-realm-gothic-char-omphalos
Courtesan Thais,Alpha,Standard,Unique,271.13,272.5,1.3700000000000045,0.505292664035704,https://www.tcgplayer.com/product/522109/sorcery-contested-realm-alpha-courtesan-thais
Amazon Warriors Alpha Investments Promo Foil,Beta,Foil,Promo,117.63,118.8,1.1700000000000017,0.9946442234123963,https://www.tcgplayer.com/product/552235/sorcery-contested-realm-beta-amazon-warriors-alpha-investments-promo-foil
Dank Omphalos,Gothic,Standard,Unique,66.32,67.45,1.1300000000000097,1.7038600723763717,https://www.tcgplayer.com/product/667104/sorcery-contested-realm-gothic-dank-omphalos
Torrid Omphalos,Gothic,Standard,Unique,56.66,57.72,1.0600000000000023,1.8708083303918148,https://www.tcgplayer.com/product/667726/sorcery-contested-realm-gothic-torrid-omphalos
Megalurker Foil,Gothic,Foil,Elite,6.77,7.77,1.0,14.771048744460858,https://www.tcgplayer.com/product/667437/sorcery-contested-realm-gothic-megalurker-foil
The Four Elementals Preconstructed Deck Box Beta,Beta,Standard,,70.68,71.43,0.75,1.061120543293718,https://www.tcgplayer.com/product/522783/sorcery-contested-realm-beta-the-four-elementals-preconstructed-deck-box-beta
Mayor of Milborne Foil,Gothic,Foil,Elite,10.54,11.24,0.7000000000000011,6.641366223908928,https://www.tcgplayer.com/product/667431/sorcery-contested-realm-gothic-mayor-of-milborne-foil
