name,expansion,finish,rarity,Prev Price ($),Curr Price ($),change ($),change (%),art_link
Boudicca Foil,Arthurian Legends,Foil,Unique,110.64,101.91,-8.730000000000004,-7.890455531453366,https://www.tcgplayer.com/product/585170/sorcery-contested-realm-arthurian-legends-boudicca-foil
Craterize Foil,Alpha,Foil,Elite,60.89,53.79,-7.100000000000001,-11.660371161110202,https://www.tcgplayer.com/product/522134/sorcery-contested-realm-alpha-craterize-foil
Adtonitum Foil,Dragonlord,Foil,Unique,131.73,125.39,-6.339999999999989,-4.812874819706969,https://www.tcgplayer.com/product/647353/sorcery-contested-realm-dragonlord-adtonitum-foil
Sea of Ash Foil,Gothic,Foil,Unique,97.5,99.71,2.2099999999999937,2.2666666666666604,https://www.tcgplayer.com/product/667604/sorcery-contested-realm-gothic-sea-of-ash-foil
Aquamarine Core Foil,Beta,Foil,Unique,235.87,234.18,-1.6899999999999977,-0.7164963751218882,https://www.tcgplayer.com/product/522892/sorcery-contested-realm-beta-aquamarine-core-foil
Fields of Camlann Foil,Arthurian Legends,Foil,Unique,107.73,106.12,-1.6099999999999994,-1.4944769330734238,https://www.tcgplayer.com/product/585231/sorcery-contested-realm-arthurian-legends-fields-of-camlann-foil
Disenchant Foil,Alpha,Foil,Ordinary,11.69,10.19,-1.5,-12.83147989734816,https://www.tcgplayer.com/product/521684/sorcery-contested-realm-alpha-disenchant-foil
Year of the Blaze Foil,Arthurian Legends,Foil,Unique,36.99,35.65,-1.3400000000000034,-3.6226007028926825,https://www.tcgplayer.com/product/585573/sorcery-contested-realm-arthurian-legends-year-of-the-blaze-foil
Grigori Rasputin,Gothic,Standard,Unique,31.15,29.83,-1.3200000000000003,-4.237560192616374,https://www.tcgplayer.com/product/667286/sorcery-contested-realm-gothic-grigori-rasputin
Onyx Core,Alpha,Standard,Unique,85.28,84.15,-1.1299999999999955,-1.3250469043151918,https://www.tcgplayer.com/product/522176/sorcery-contested-realm-alpha-onyx-core
Silver Bullet Foil,Gothic,Foil,Elite,41.31,40.28,-1.0300000000000011,-2.493343016218836,https://www.tcgplayer.com/product/667633/sorcery-contested-realm-gothic-silver-bullet-foil
Shackled Demon Foil,Gothic,Foil,Elite,18.7,17.77,-0.9299999999999997,-4.97326203208556,https://www.tcgplayer.com/product/667623/sorcery-contested-realm-gothic-shackled-demon-foil
The Lady of the Lake Foil,Arthurian Legends,Foil,Unique,84.81,83.91,-0.9000000000000057,-1.0611956137248033,https://www.tcgplayer.com/product/585505/sorcery-contested-realm-arthurian-legends-the-lady-of-the-lake-foil
Dream Quest Foil,Beta,Foil,Unique,45.35,44.48,-0.8700000000000045,-1.9184123484013331,https://www.tcgplayer.com/product/523183/sorcery-contested-realm-beta-dream-quest-foil
Vast Desert Foil,Gothic,Foil,Ordinary,8.16,7.32,-0.8399999999999999,-10.294117647058822,https://www.tcgplayer.com/product/667751/sorcery-contested-realm-gothic-vast-desert-foil
Gothic Booster Box,Gothic,Standard,,179.11,178.33,-0.7800000000000011,-0.4354865724973486,https://www.tcgplayer.com/product/656591/sorcery-contested-realm-gothic-gothic-booster-box
Tufted Turtles Foil,Alpha,Foil,Ordinary,11.34,10.56,-0.7799999999999994,-6.878306878306873,https://www.tcgplayer.com/product/522362/sorcery-contested-realm-alpha-tufted-turtles-foil
Mover of Mountains Foil,Gothic,Foil,Unique,61.17,61.94,0.769999999999996,1.258786987085166,https://www.tcgplayer.com/product/667461/sorcery-contested-realm-gothic-mover-of-mountains-foil
Mask of Mayhem Foil,Beta,Foil,Elite,11.88,11.12,-0.7600000000000016,-6.3973063973064095,https://www.tcgplayer.com/product/523517/sorcery-contested-realm-beta-mask-of-mayhem-foil
Torrid Omphalos,Gothic,Standard,Unique,51.42,50.69,-0.730000000000004,-1.4196810579541113,https://www.tcgplayer.com/product/667726/sorcery-contested-realm-gothic-torrid-omphalos
