name,expansion,finish,rarity,Prev Price ($),Curr Price ($),change ($),change (%),art_link
Maiden Mother Crone Foil,Gothic,Foil,Unique,178.09,202.27,24.180000000000007,13.57740468302544,https://www.tcgplayer.com/product/667419/sorcery-contested-realm-gothic-maiden-mother-crone-foil
Onyx Core,Alpha,Standard,Unique,134.73,146.21,11.480000000000018,8.520745194091901,https://www.tcgplayer.com/product/522176/sorcery-contested-realm-alpha-onyx-core
Dragonlord Box,Dragonlord,Standard,,491.63,501.63,10.0,2.034049996948925,https://www.tcgplayer.com/product/641955/sorcery-contested-realm-dragonlord-dragonlord-box
City of Souls Foil,Gothic,Foil,Unique,121.64,129.99,8.350000000000009,6.864518250575475,https://www.tcgplayer.com/product/667071/sorcery-contested-realm-gothic-city-of-souls-foil
Innsmouth Dock Foil,Gothic,Foil,Unique,126.48,132.93,6.450000000000003,5.0996204933586355,https://www.tcgplayer.com/product/667355/sorcery-contested-realm-gothic-innsmouth-dock-foil
The Manor at Daperyll Hill Foil,Gothic,Foil,Unique,99.33,104.19,4.859999999999999,4.892781636967683,https://www.tcgplayer.com/product/667705/sorcery-contested-realm-gothic-the-manor-at-daperyll-hill-foil
Asmodeus Foil,Gothic,Foil,Unique,122.62,126.97,4.349999999999994,3.5475452617843697,https://www.tcgplayer.com/product/666970/sorcery-contested-realm-gothic-asmodeus-foil
Courtesan Thais,Alpha,Standard,Unique,354.14,358.2,4.060000000000002,1.1464392613090875,https://www.tcgplayer.com/product/522109/sorcery-contested-realm-alpha-courtesan-thais
Moonsong Talagelum,Dragonlord,Standard,Unique,19.83,23.89,4.060000000000002,20.474029248613228,https://www.tcgplayer.com/product/647350/sorcery-contested-realm-dragonlord-moonsong-talagelum
Mephistopheles Foil,Gothic,Foil,Unique,132.24,135.99,3.75,2.835753176043557,https://www.tcgplayer.com/product/667439/sorcery-contested-realm-gothic-mephistopheles-foil
The Doom of Dilmun Foil,Gothic,Foil,Unique,138.11,141.24,3.1299999999999955,2.266309463471143,https://www.tcgplayer.com/product/667693/sorcery-contested-realm-gothic-the-doom-of-dilmun-foil
Raise Dead Foil,Alpha,Foil,Exceptional,15.94,18.49,2.549999999999999,15.997490589711411,https://www.tcgplayer.com/product/522430/sorcery-contested-realm-alpha-raise-dead-foil
Gothic Booster Box,Gothic,Standard,,210.81,213.18,2.3700000000000045,1.1242350932118992,https://www.tcgplayer.com/product/656591/sorcery-contested-realm-gothic-gothic-booster-box
The Pallid Bust Foil,Gothic,Foil,Unique,89.49,87.32,-2.1700000000000017,-2.4248519387641094,https://www.tcgplayer.com/product/667707/sorcery-contested-realm-gothic-the-pallid-bust-foil
Legion of Gall Foil,Gothic,Foil,Elite,39.15,41.15,2.0,5.108556832694764,https://www.tcgplayer.com/product/667395/sorcery-contested-realm-gothic-legion-of-gall-foil
Hounds of Ondaros Foil,Alpha,Foil,Elite,50.84,52.69,1.8499999999999943,3.6388670338316174,https://www.tcgplayer.com/product/521920/sorcery-contested-realm-alpha-hounds-of-ondaros-foil
Talamh Dreig,Dragonlord,Standard,Unique,38.49,40.27,1.7800000000000011,4.624577812418813,https://www.tcgplayer.com/product/645185/sorcery-contested-realm-dragonlord-talamh-dreig
Shrine of the Dragonlord,Dragonlord,Standard,Unique,83.76,85.48,1.7199999999999989,2.0534861509073528,https://www.tcgplayer.com/product/647361/sorcery-contested-realm-dragonlord-shrine-of-the-dragonlord
Dragonlord,Dragonlord,Standard,Unique,34.24,35.87,1.6299999999999955,4.760514018691575,https://www.tcgplayer.com/product/647365/sorcery-contested-realm-dragonlord-dragonlord
Spellslinger Promo,Beta,Foil,Promo,57.07,58.47,1.3999999999999986,2.4531277378657763,https://www.tcgplayer.com/product/625139/sorcery-contested-realm-beta-spellslinger-promo
