name,expansion,finish,rarity,Prev Price ($),Curr Price ($),change ($),change (%),art_link
Wuthering Heights Foil,Gothic,Foil,Elite,102.18,115.5,13.319999999999993,13.035819142689364,https://www.tcgplayer.com/product/667777/sorcery-contested-realm-gothic-wuthering-heights-foil
Thing in the Ice Foil,Gothic,Foil,Unique,93.32,87.74,-5.579999999999998,-5.979425632233175,https://www.tcgplayer.com/product/667713/sorcery-contested-realm-gothic-thing-in-the-ice-foil
River Rapids Foil,Gothic,Foil,Elite,61.39,66.35,4.959999999999994,8.079491773904534,https://www.tcgplayer.com/product/667580/sorcery-contested-realm-gothic-river-rapids-foil
Felbog Frog Men Foil,Alpha,Foil,Exceptional,9.99,12.85,2.8599999999999994,28.628628628628622,https://www.tcgplayer.com/product/522113/sorcery-contested-realm-alpha-felbog-frog-men-foil
Prophets of Doom Preconstructed Decks,Gothic,Standard,,24.62,27.45,2.8299999999999983,11.494719740048733,https://www.tcgplayer.com/product/656589/sorcery-contested-realm-gothic-prophets-of-doom-preconstructed-decks
Balor of the Evil Eye,Gothic,Standard,Unique,68.11,70.35,2.239999999999995,3.2887975334018424,https://www.tcgplayer.com/product/666979/sorcery-contested-realm-gothic-balor-of-the-evil-eye
The Great Famine Foil,Arthurian Legends,Foil,Unique,64.14,62.07,-2.0700000000000003,-3.2273152478952296,https://www.tcgplayer.com/product/585501/sorcery-contested-realm-arthurian-legends-the-great-famine-foil
Mount Ussar Sanctuary,Gothic,Standard,Unique,31.99,33.77,1.7800000000000047,5.564238824632713,https://www.tcgplayer.com/product/667458/sorcery-contested-realm-gothic-mount-ussar-sanctuary
Ring of Morrigan,Arthurian Legends,Standard,Unique,246.29,244.7,-1.5900000000000034,-0.6455804133338761,https://www.tcgplayer.com/product/585400/sorcery-contested-realm-arthurian-legends-ring-of-morrigan
Returned King,Gothic,Standard,Unique,51.04,52.48,1.4399999999999977,2.8213166144200583,https://www.tcgplayer.com/product/667571/sorcery-contested-realm-gothic-returned-king
The Doom of Dilmun Foil,Gothic,Foil,Unique,114.81,113.53,-1.2800000000000011,-1.1148854629387694,https://www.tcgplayer.com/product/667693/sorcery-contested-realm-gothic-the-doom-of-dilmun-foil
The Colour Out of Space Foil,Beta,Foil,Unique,88.97,87.72,-1.25,-1.4049679667303587,https://www.tcgplayer.com/product/522993/sorcery-contested-realm-beta-the-colour-out-of-space-foil
Questing Beast Foil,Arthurian Legends,Foil,Unique,78.98,80.2,1.2199999999999989,1.5446948594580892,https://www.tcgplayer.com/product/585383/sorcery-contested-realm-arthurian-legends-questing-beast-foil
The Black Plague Foil,Arthurian Legends,Foil,Unique,62.93,61.81,-1.1199999999999974,-1.7797552836484942,https://www.tcgplayer.com/product/585495/sorcery-contested-realm-arthurian-legends-the-black-plague-foil
Ruins Foil,Beta,Foil,Exceptional,59.08,60.06,0.980000000000004,1.658767772511855,https://www.tcgplayer.com/product/523579/sorcery-contested-realm-beta-ruins-foil
Talamh Dreig,Dragonlord,Standard,Unique,31.59,32.5,0.9100000000000001,2.880658436213992,https://www.tcgplayer.com/product/645185/sorcery-contested-realm-dragonlord-talamh-dreig
Toolbox Foil,Gothic,Foil,Exceptional,31.64,32.55,0.9099999999999966,2.8761061946902546,https://www.tcgplayer.com/product/667723/sorcery-contested-realm-gothic-toolbox-foil
Mesmerism Foil,Arthurian Legends,Foil,Unique,77.38,78.28,0.9000000000000057,1.163091238046014,https://www.tcgplayer.com/product/585341/sorcery-contested-realm-arthurian-legends-mesmerism-foil
Sirian Templar Foil,Alpha,Foil,Exceptional,14.35,15.13,0.7800000000000011,5.435540069686419,https://www.tcgplayer.com/product/522415/sorcery-contested-realm-alpha-sirian-templar-foil
Merlin,Arthurian Legends,Standard,Unique,17.54,16.8,-0.7399999999999984,-4.2189281641961145,https://www.tcgplayer.com/product/585334/sorcery-contested-realm-arthurian-legends-merlin
