name,expansion,finish,rarity,Prev Price ($),Curr Price ($),change ($),change (%),art_link
Pied Piper of Hameln Foil,Gothic,Foil,Unique,194.78,215.74,20.960000000000008,10.760858404353634,https://www.tcgplayer.com/product/667530/sorcery-contested-realm-gothic-pied-piper-of-hameln-foil
Ring of Morrigan Foil,Arthurian Legends,Foil,Unique,619.62,633.49,13.870000000000005,2.2384687389044906,https://www.tcgplayer.com/product/585401/sorcery-contested-realm-arthurian-legends-ring-of-morrigan-foil
Necromancer,Dust Reward Promos,Standard,Ordinary,265.71,279.04,13.330000000000041,5.016747581950262,https://www.tcgplayer.com/product/678674/sorcery-contested-realm-dust-reward-promos-necromancer
The Green Knight Foil,Arthurian Legends,Foil,Unique,138.21,151.19,12.97999999999999,9.391505679762673,https://www.tcgplayer.com/product/585503/sorcery-contested-realm-arthurian-legends-the-green-knight-foil
Imposter Foil,Gothic,Foil,,349.92,337.4,-12.520000000000039,-3.5779606767261196,https://www.tcgplayer.com/product/667351/sorcery-contested-realm-gothic-imposter-foil
Mesmerism Foil,Arthurian Legends,Foil,Unique,90.32,101.72,11.400000000000006,12.621789193976978,https://www.tcgplayer.com/product/585341/sorcery-contested-realm-arthurian-legends-mesmerism-foil
Abaddon Succubus Foil,Gothic,Foil,Elite,146.61,157.63,11.019999999999982,7.516540481549676,https://www.tcgplayer.com/product/666918/sorcery-contested-realm-gothic-abaddon-succubus-foil
Truesight Crossbow Foil,Alpha,Foil,Exceptional,20.5,30.33,9.829999999999998,47.95121951219512,https://www.tcgplayer.com/product/522360/sorcery-contested-realm-alpha-truesight-crossbow-foil
Midland Army Foil,Alpha,Foil,Unique,171.0,180.0,9.0,5.263157894736842,https://www.tcgplayer.com/product/522058/sorcery-contested-realm-alpha-midland-army-foil
Courtesan Thais,Alpha,Standard,Unique,387.01,395.16,8.150000000000034,2.105888736725158,https://www.tcgplayer.com/product/522109/sorcery-contested-realm-alpha-courtesan-thais
City of Souls Foil,Gothic,Foil,Unique,154.46,162.28,7.819999999999993,5.062799430273205,https://www.tcgplayer.com/product/667071/sorcery-contested-realm-gothic-city-of-souls-foil
Returned King Foil,Gothic,Foil,Unique,130.92,137.55,6.630000000000024,5.064161319890028,https://www.tcgplayer.com/product/667572/sorcery-contested-realm-gothic-returned-king-foil
Sister Stefania Foil,Gothic,Foil,Unique,142.6,148.56,5.960000000000008,4.179523141654984,https://www.tcgplayer.com/product/667639/sorcery-contested-realm-gothic-sister-stefania-foil
Frontier Settlers Foil,Alpha,Foil,Exceptional,23.26,28.39,5.129999999999999,22.05503009458297,https://www.tcgplayer.com/product/521955/sorcery-contested-realm-alpha-frontier-settlers-foil
Free City Foil,Alpha,Foil,Exceptional,9.77,14.89,5.120000000000001,52.40532241555784,https://www.tcgplayer.com/product/521932/sorcery-contested-realm-alpha-free-city-foil
Blaze Foil,Alpha,Foil,Exceptional,18.68,23.01,4.330000000000002,23.179871520342623,https://www.tcgplayer.com/product/521797/sorcery-contested-realm-alpha-blaze-foil
Questing Beast Foil,Arthurian Legends,Foil,Unique,77.43,73.17,-4.260000000000005,-5.501743510267344,https://www.tcgplayer.com/product/585383/sorcery-contested-realm-arthurian-legends-questing-beast-foil
Island Leviathan Foil,Alpha,Foil,Elite,35.99,39.65,3.6599999999999966,10.169491525423718,https://www.tcgplayer.com/product/521956/sorcery-contested-realm-alpha-island-leviathan-foil
River Rapids Foil,Gothic,Foil,Elite,100.22,103.26,3.0400000000000063,3.0333266813011437,https://www.tcgplayer.com/product/667580/sorcery-contested-realm-gothic-river-rapids-foil
Albespine Pikemen Foil,Alpha,Foil,Exceptional,19.38,22.04,2.66,13.725490196078432,https://www.tcgplayer.com/product/521522/sorcery-contested-realm-alpha-albespine-pikemen-foil
