name,expansion,finish,rarity,Prev Price ($),Curr Price ($),change ($),change (%),art_link
Goat for Azazel Foil,Gothic,Foil,Unique,121.74,88.58,-33.16,-27.23837686873665,https://www.tcgplayer.com/product/667269/sorcery-contested-realm-gothic-goat-for-azazel-foil
Army of the Dead Foil,Gothic,Foil,Unique,99.84,83.25,-16.590000000000003,-16.61658653846154,https://www.tcgplayer.com/product/666968/sorcery-contested-realm-gothic-army-of-the-dead-foil
Duplicator Foil,Gothic,Foil,,206.52,191.88,-14.640000000000015,-7.0889018012783325,https://www.tcgplayer.com/product/667167/sorcery-contested-realm-gothic-duplicator-foil
The Rack Foil,Gothic,Foil,Unique,136.66,122.99,-13.670000000000002,-10.002926972047419,https://www.tcgplayer.com/product/667709/sorcery-contested-realm-gothic-the-rack-foil
Peace Offering Foil,Gothic,Foil,Unique,117.98,106.98,-11.0,-9.32361417189354,https://www.tcgplayer.com/product/667523/sorcery-contested-realm-gothic-peace-offering-foil
Jack the Ripper Foil,Gothic,Foil,Unique,95.32,88.32,-7.0,-7.343684431389005,https://www.tcgplayer.com/product/667371/sorcery-contested-realm-gothic-jack-the-ripper-foil
Archangel Michael Foil,Gothic,Foil,Unique,139.2,145.28,6.0800000000000125,4.367816091954032,https://www.tcgplayer.com/product/666958/sorcery-contested-realm-gothic-archangel-michael-foil
Gargantula Foil,Gothic,Foil,Elite,32.34,36.72,4.3799999999999955,13.543599257884956,https://www.tcgplayer.com/product/667245/sorcery-contested-realm-gothic-gargantula-foil
Blunderbore Foil,Arthurian Legends,Foil,Unique,38.52,34.4,-4.1200000000000045,-10.695742471443417,https://www.tcgplayer.com/product/585164/sorcery-contested-realm-arthurian-legends-blunderbore-foil
Salt the Earth Foil,Gothic,Foil,Unique,71.3,68.19,-3.1099999999999994,-4.361851332398317,https://www.tcgplayer.com/product/667592/sorcery-contested-realm-gothic-salt-the-earth-foil
Algor Omphalos,Gothic,Standard,Unique,62.07,59.36,-2.710000000000001,-4.366038343805383,https://www.tcgplayer.com/product/666938/sorcery-contested-realm-gothic-algor-omphalos
Wuthering Heights Foil,Gothic,Foil,Elite,30.06,32.24,2.1800000000000033,7.252162341982713,https://www.tcgplayer.com/product/667777/sorcery-contested-realm-gothic-wuthering-heights-foil
Great Old One Foil,Beta,Foil,Unique,42.32,40.24,-2.0799999999999983,-4.914933837429108,https://www.tcgplayer.com/product/523418/sorcery-contested-realm-beta-great-old-one-foil
Doctor Demetrius Foil,Gothic,Foil,Unique,119.88,118.25,-1.6299999999999955,-1.3596930263596894,https://www.tcgplayer.com/product/667149/sorcery-contested-realm-gothic-doctor-demetrius-foil
Talamh Dreig Foil,Dragonlord,Foil,Unique,103.98,102.39,-1.5900000000000034,-1.5291402192729402,https://www.tcgplayer.com/product/647354/sorcery-contested-realm-dragonlord-talamh-dreig-foil
Deathwish Foil,Gothic,Foil,Unique,81.28,79.7,-1.5799999999999983,-1.9438976377952735,https://www.tcgplayer.com/product/667115/sorcery-contested-realm-gothic-deathwish-foil
King Arthur Foil,Arthurian Legends,Foil,Unique,49.03,47.52,-1.509999999999998,-3.0797470936161493,https://www.tcgplayer.com/product/585304/sorcery-contested-realm-arthurian-legends-king-arthur-foil
The Four Elementals Preconstructed Deck Box Beta,Beta,Standard,,71.43,72.65,1.2199999999999989,1.7079658406831848,https://www.tcgplayer.com/product/522783/sorcery-contested-realm-beta-the-four-elementals-preconstructed-deck-box-beta
The Flood Foil,Gothic,Foil,Unique,79.97,81.15,1.1800000000000068,1.475553332499696,https://www.tcgplayer.com/product/667697/sorcery-contested-realm-gothic-the-flood-foil
Gothic Booster Box,Gothic,Standard,,148.54,149.68,1.1400000000000148,0.7674700417396088,https://www.tcgplayer.com/product/656591/sorcery-contested-realm-gothic-gothic-booster-box
